cultural_score,relational_score,demographic_score,article_name,abstract,jstor_url,year,journal_title,edited_filename
0,0,1,Bureaucracy and Entrepreneurship: Workplace Effects on Entrepreneurial Entry,"Using a study of the relationship between bureaucratic work environments and individual rates of entrepreneurship, I revisit a fundamental premise of sociological approaches to entrepreneurship, namely, that the social context shapes the likelihood of entrepreneurial activity, above and beyond any effects of individual characteristics. Establishing such contextual effects empirically is complicated by the possibility that unobserved individual traits influence both the contexts in which people are observed and their likelihood of becoming entrepreneurs. This paper presents the first systematic study of the effects of bureaucracy on entrepreneurship that accounts for such unobserved sorting processes. Analyses of data on labor market attachments and transitions to entrepreneurship in Denmark between 1990 and 1997 show that people who work for large and old firms are less likely to become entrepreneurs, net of a host of observable individual characteristics. Moreover, there is strong evidence to suggest that this negative effect of bureaucracy does not spuriously reflect self-selection by nascent entrepreneurs into different types of firms. An important implication of this finding is that the structure of organizational populations affects the supply of nascent entrepreneurs, as well as the availability of entrepreneurial opportunities.",https://www.jstor.org/stable/20109930,2007,Administrative Science Quarterly,10.2307_20109930
0,0,1,Myopia of Selection: Does Organizational Adaptation Limit the Efficacy of Population Selection?,"This paper develops and tests a model of the effectiveness of selection processes in eliminating less fit organizations from a population when organizations are undergoing adaptive change. Stable organizational traits, such as a search strategy or routine, do not imply that an organization's performance will remain stable over time or that cross-sectional differences in performance will persist. These properties create the possibility that population-level selection processes will be inefficient in that organizations with potentially superior long-run performance will be selected out. We theorize that organizational-level adaptation often results in fluctuations in current performance across time. These fluctuations may attenuate the degree to which current performance differences among organizations are indicative of future performance. As a consequence, search strategies that generate systematically different performance trajectories, even if they share a common long-run outcome, will generate differing survival rates. These ideas are explored using a formal simulation model employing the framework of NK performance landscapes. Our central finding is that selection may be systematically prone to errors and that these selection errors are endogenous to, and differ markedly across, firms' search strategies.",https://www.jstor.org/stable/20109945,2007,Administrative Science Quarterly,10.2307_20109945
0,1,0,Competing across Technology-Differentiated Channels: The Impact of Network Externalities and Switching Costs,"Technology-driven commerce channels, such as the Web, possess several unique features that differentiate them from traditional channels. The interaction between firms operating across these differentiated channels involves interesting competitive dynamics that cannot be captured by isolated models of electronic markets. This paper develops a stylized spatial differentiation model to examine the impact of differences in channel flexibility, network externalities, and switching costs on competition between online, traditional, and hybrid firms. A basic model highlighting the moderating influence of the hybrid firm on both channels is extended to account for differential network externalities and switching costs across the two channels. Our analysis indicates that while network effects as well as switching costs lead to the tipping of markets, such tipping occurs primarily due to the moderating effects of the competing channel. More importantly, with network effects an increased market share does not translate into higher profits. Contradictory to conventional wisdom, our results indicate that in a static market, consumers rather than firms, benefit from increasing network externalities, with competitive effects outweighing the surplus-extraction abilities of firms. Our results also highlight the importance of alternative revenue streams and provide insights for firms grappling with issues of channel choice as well as integration and divestiture.",https://www.jstor.org/stable/20110344,2005,Management Science,10.2307_20110344
0,0,0,In Search of Complementarity in Innovation Strategy: Internal R&D and External Knowledge Acquisition,"Empirical research on complementarity between organizational design decisions has traditionally focused on the question of existence of complementarity. In this paper, we take a broader approach to the issue, combining a ""productivity"" and an ""adoption"" approach, while including a search for contextual variables in the firm's strategy that affects complementarity. Analysis of contextual variables is not only interesting per se, but also improves the productivity test for the existence of complementarity. We use our empirical methodology to analyze complementarity between innovation activities: internal research and development (R&D) and external knowledge acquisition. Our results suggest that internal R&D and external knowledge acquisition are complementary innovation activities, but that the degree of complementarity is sensitive to other elements of the firm's strategic environment. We identify reliance on basic R&D--the importance of universities and research centers as an information source for the innovation process--as an important contextual variable affecting complementarity between internal and external innovation activities.",https://www.jstor.org/stable/20110484,2006,Management Science,10.2307_20110484
1,1,0,A Hubris Theory of Entrepreneurship,"This paper develops a hubris theory of entrepreneurship to explain why so many new ventures are created in the shadow of high venture failure rates: More confident actors are moved to start ventures, and then act on such confidence when deciding how to allocate resources in their ventures. Building on theory and evidence from the behavioral decision-making literature, we describe how founders' socially constructed confidence affects the manner in which they interpret information about their prior and current ventures. We then link founders' propensity to be overconfident to their decisions to allocate, use, and attain resources. In our model, founders with greater socially constructed confidence tend to deprive their ventures of resources and resourcefulness and, therefore, increase the likelihood that their ventures will fail.",https://www.jstor.org/stable/20110496,2006,Management Science,10.2307_20110496
0,1,0,Venture Capitalists and Cooperative Start-up Commercialization Strategy,"This paper examines the possible impact of venture capital (VC) backing on the commercialization direction of technology-based start-ups by asking: To what extent (if at all) do VC-funded start-ups engage in cooperative commercialization strategies (strategic alliances or technology licensing, or both) relative to a comparable set of start-ups, and with what consequences? To address these questions, I assemble a novel data set that matches firms receiving a federal research and development subsidy through the U.S. Small Business Innovative Research program to VC-funded firms by observable characteristics in five technology-intensive industries. These data allow decoupling of cooperative activity resulting from start-up development via the passage of calendar time from that due to association with VCs. An analysis of the 696 start-ups in the sample (split by an external funding source) suggests substantial boosts in both cooperative activity associated with VC-backed firms and in the likelihood of an initial public offering.",https://www.jstor.org/stable/20110499,2006,Management Science,10.2307_20110499
0,1,0,Tainted Knowledge vs. Tempting Knowledge: People Avoid Knowledge from Internal Rivals and Seek Knowledge from External Rivals,"We compare how people react to good ideas authored by internal rivals (employees at the same organization) versus external rivals (employees at a competitor organization). We hypothesize that internal and external rivals evoke contrasting kinds of threats. Specifically, using knowledge from an internal rival is difficult because it threatens the self and its competence: It is tantamount to being a ""follower"" and losing status relative to a direct competitor. By contrast, external rivals pose a lower threat to personal status, so people are more willing to use their knowledge. We conducted three studies. Study 1 showed that internal and external rivalry involved opposite relationships between threat and knowledge valuation: The more threat internal rivals provoked, the more people avoided their knowledge, whereas the more threat external rivals provoked, the more people pursued their knowledge. Study 2 explored the types of threat that insiders and outsiders evoked. In particular, people assumed that they would lose more personal status if they used an internal rival's knowledge and, therefore, reduced their valuation of that knowledge. Finally, Study 3 found that self-affirmation attenuated these patterns. We suggest that the threats and opportunities for affirmation facing the self dictate how people respond to rivals and, ultimately, their willingness to value new ideas.",https://www.jstor.org/stable/20110589,2006,Management Science,10.2307_20110589
0,0,0,"A Theory of Banks' Industry Expertise, Market Power, and Credit Risk","The author analyzes banks' incentives to acquire expertise in judging the creditworthiness of borrowers in an industry with uncertain business conditions. The analysis shows that industry expertise enables banks to extract rents proportional to their exposure to industry-specific credit risk. This exposure is in turn determined by the number of banks aiming to focus on lending to an industry. In equilibrium, the industry receives funding from a limited number of banks with industry expertise, as well as from a competitive fringe of financiers without such expertise. The equilibrium yields testable predictions about the concentration of bank lending to an industry, and about the correlation between this concentration and the recovery rates, default rates, and interest rates of bank loans.",https://www.jstor.org/stable/20110633,2006,Management Science,10.2307_20110633
0,0,0,Measuring and Mitigating the Costs of Stockouts,"There is now an extensive theoretical literature investigating optimal inventory policies for retailers. Yet several recent reviews have recognized that these models are rarely applied in practice. One explanation for the paucity of practical applications is the difficulty of measuring how stockouts affect both current and future demand. In this paper, we report the findings of a large-scale field test that measures the short- and long-run opportunity cost of a stockout. The findings confirm that the adverse impact of a stockout extends to both other items in the current order as well as future orders. We show how the findings can be used to provide input to inventory planning models and illustrate how failing to account for the long-run effects of a stockout will lead to suboptimal inventory decisions. We also demonstrate how the findings can be used in a customer lifetime value model. Finally, the study investigates the effectiveness of different responses that firms can offer to mitigate the cost of stockouts. There is considerable variation in the effectiveness of these responses. Offering discounts to encourage customers to backorder rather than cancel their orders is widely used in practice, but that was the least profitable of the responses that we evaluated. The findings have important implications for retailers considering the use of discounts as a response to stockouts.",https://www.jstor.org/stable/20110646,2006,Management Science,10.2307_20110646
0,0,0,"Strategic Investments, Trading, and Pricing under Forecast Updating","This paper considers two independent firms that invest in resources such as capacity or inventory based on imperfect market forecasts. As time progresses and new information becomes available, the firms update their forecasts and have the option to trade their resources. The trade contract is determined as the bargaining equilibrium or, alternatively, as the price equilibrium. Assuming a fairly general form of the profit functions, we characterize the Nash equilibrium investment levels, which are first-best under the price equilibrium trade contract, but not under the bargaining equilibrium trade contract. To gain additional insights, we then focus on firms that face stochastic demand functions with constant price elasticity and have contingent pricing power. Assuming a general forecast evolution process, we characterize the impact of the option to trade and the firms' cooperation on equilibrium investments, expected prices, profits, and consumer surplus. Finally, to study the main driving forces of trading, we employ a well-established and empirically tested forecast updating model in which the forecast evolution process follows a two-dimensional geometric Brownian motion. Under this model, we prove that the equilibrium investments, expected prices, profits, and consumer surplus are nondecreasing in the quality and timing of forecast revisions, in market variability, and in foreign exchange volatility, but are nonincreasing in market correlation.",https://www.jstor.org/stable/20110663,2006,Management Science,10.2307_20110663
0,0,0,On the Recoverability of Choice Behaviors with Random Coefficients Choice Models in the Context of Limited Data and Unobserved Effects,"Random coefficients choice models are seeing widespread adoption in marketing research, partly because of their ability to generate household-level parameter estimates with limited data. However, the power of such models may tempt researchers to trust that they continue to produce reasonable estimates, when in fact either model misspecification or insufficient data limits the models' ability to recover household-level parameters successfully. If household-level choice behaviors are not recovered successfully, managerial decisions such as marketing-mix planning and targeting, direct marketing, segmentation, and forecasting may not produce the desired results. This study addresses the following questions. First, can random coefficients choice models correctly identify markets characterized by preference and response heterogeneity, state dependence, the use of alternative decision heuristics that result in reduced choice sets, and combinations of these effects? If so, how much data is required, and is this realistic given the size of data sets typically used in marketing analyses? Which model selection criteria should be used to identify these markets? When there is spurious market identification, which parameters contribute to the spurious result? An extensive simulation experiment is conducted wherein random coefficients logit models with varying specifications of parameter heterogeneity, state dependence effects, and choice set heterogeneity are applied to 128 experimental conditions. The results show which types of markets can be identified reliably and which cannot. Based on the results of the simulation, the authors develop a model selection heuristic that identifies the correct market in 81% of the experimental conditions. In contrast, strict application of the best model selection criterion alone results in correct market identification in at most 34% of experimental conditions. Interestingly, we find that the amount of data (number of households or number of purchases per household) does not affect our ability to identify the correct market type with this heuristic, so there is a good chance of identifying the correct market type even when little data is available.",https://www.jstor.org/stable/20122362,2008,Management Science,10.2307_20122362
0,1,0,Do Bridging Ties Complement Strong Ties? An Empirical Examination of Alliance Ambidexterity,"This study examines the underexplored tensions and complementarities between bridging ties and strong ties in innovation-seeking alliances. Bridging ties span structural holes to provide innovation potential but lack integration capacity, and strong ties provide integration capacity but lack innovation potential. We theoretically develop the idea that--notwithstanding their tensions--strong ties complement bridging ties in enhancing alliance ambidexterity at the project level. While bridging ties provide access to diverse, structural hole-spanning perspectives and capabilities, strong ties help integrate them to realize an innovation. We also propose that their effects and complementarities influence alliance ambidexterity because they facilitate knowledge integration at the project level. Tests using data on 42 innovation-seeking project alliances involving a major American services conglomerate and its alliance partners support the majority of the proposed ideas. Implications for interfirm network configuration, strategic alliances, and the broader strategy literature are also discussed.",https://www.jstor.org/stable/20142016,2008,Strategic Management Journal,10.2307_20142016
0,1,0,Network Structure and Innovation: The Leveraging of a Dual Network as a Distinctive Relational Capability,"This paper employs comparative longitudinal case study research to investigate why and how strong dyadic interfirm ties and two alternative network architectures (a 'strong ties network' and a 'dual network') impact the innovative capability of the lead firm in an alliance network. I answer these intrinsically cross-level research questions by examining how three design-intensive furnishings manufacturers managed their networks of joint-design alliances with consulting industrial design firms over more than 30 years. Initially, in order to explore the sample lead firms' alliance behavior, I advance an operationalization of interorganizational tie strength. Next, I unveil the strengths of strong ties and the weaknesses of a strong ties network. Finally, I show that the ability to integrate a large periphery of heterogeneous weak ties and a core of strong ties is a distinctive lead firm's relational capability, one that provides fertile ground for leading firms in knowledge-intensive alliance networks to gain competitive advantages whose sustainability is primarily based on the dynamic innovative capability resulting from leveraging a dual network architecture.",https://www.jstor.org/stable/20142463,2007,Strategic Management Journal,10.2307_20142463
0,1,0,Public versus Private Funding of Nonprofit Organizations: Implications for Collaboration,"The ability and inclination of nonprofit organizations to engage in collaborative service arrangements depends on the organizational incentives shaped by their financial stakeholders. We anticipate that nonprofit organizations that rely primarily on private funding will avoid the costs of collaboration and, thus, be less likely to engage in service collaborations. Based on data derived from a national survey of nonprofit organizations, we statistically estimate the effect of reliance on public and private funding sources for the organizational choice to engage in interagency service collaboration. Consistent with our expectations, we find that nonprofits mainly supported by private funding sources are less likely to collaborate than publicly funded nonprofits.",https://www.jstor.org/stable/20447670,2007,Public Performance & Management Review,10.2307_20447670
0.5,0,0,Configuring Expert Knowledge: The Consultant as Sector Specialist,"This study defines an aspect of consultant knowledge that provides credibility without claiming unrealistic status for a field like consulting. Our focus is the ""sector knowledge"" that consultants accumulate which derives from repeated assignments in the industrial sector in which the client organization resides. This has been under-researched partly because of an emphasis on knowledge as technique and method. But knowledge configured around the sector enables consultants to play the role of the outside expert and draw on a language and experiences held in common with the client. The paper explores the role of consultants as sector intermediaries through a case study of contemporary management consulting in a UK local authority. We see ""the sector"" as an alternative type of knowledge formation salient for a client-centered occupation like consulting. We also explore sector knowledge as a negotiated setting and dispel overly simple notions of know-how being ""brought to"" the client.",https://www.jstor.org/stable/20542519,2008,Journal of Organizational Behavior,10.2307_20542519
0,0,0,MEASURING PERFORMANCE OF U.S. NONPROFIT HOSPITALS: Do Size and Location Matter?,"This study measures the technical efficiency, pure technical efficiency, and scale efficiency of nonprofit hospitals, the most common hospital ownership type in the United States, using a sample of 118 nonprofit hospitals between 1999 and 2003. The study conducts input-oriented and output-oriented data envelopment analyses (DEAs) using multiple input and output variables. DEA results suggest that urban nonprofit hospitals are relatively more efficient than their rural counterparts. The results also show that smaller nonprofit hospitals are relatively more efficient than larger and medium hospitals. Interestingly, results show that small urban nonprofit hospitals are relatively more efficient than any other nonprofit hospitals. From a management and policy perspective, this study indicates that rural nonprofit hospitals and larger hospitals need to benchmark urban or smaller nonprofit hospitals to improve efficiency, possibly by downsizing the scale of the hospitals, adopting new marketing strategies, and changing the cost structure of facility operation.",https://www.tandfonline.com/doi/abs/10.2753/PMR1530-9576340102?casa_token=GpY87RJ554wAAAAA:gEqgKdveFHGTPq5R64Orz1SCIFfhPKxQLiO2UD0FDubhfYRDQjjUSfvBTYiNyLS3cBawMVyVDYkE,2010,Public Performance & Management Review,10.2307_20779220
0,0,0,"Confusions, Contexts, and Foundations for Understanding Advertising Regulation as Related to the Research of Jean J. Boddewyn","As advertising regulation entered a phase of effective and strong government focus four decades ago, many studies published in business journals responded with consumer research inspired by those regulations. After businesses organizations established or increased their own self-regulatory activities, business faculties around the globe for the most part overlooked it or simply presumed it would rank as a ""strong"" force in consumer protection. Into this void, Jean J. Boddewyn provided comprehensive studies of advertising regulation and self-regulation that conceptualized, described, and analyzed these activities in the legal and cultural contexts of many countries starting in 1979.",https://www.jstor.org/stable/20798263?seq=1#metadata_info_tab_contents,2011,International Studies of Management & Organization,10.2307_20798263
1,0,0,Rational Decision Making as Performative Praxis: Explaining Rationality's Éternel Retour,"Organizational theorists built their knowledge of decision making through a progressive critique of rational choice theory. Their positioning towards rationality, however, is at odds with the observation of rationality persistence in organizational life. This paper addresses this paradox. It proposes a new perspective on rationality that allows the theorizing of the production of rational decisions by organizations. To account for rationality's éternel retour, we approach rational decision making as performative praxis—a set of activities that contributes to turning rational choice theory into social reality. We develop a performative praxis framework that explains how theory, actors, and tools together produce rationality within organizations through three mechanisms: rationality conventionalization, rationality engineering, and rationality commodification. This framework offers new avenues of research on rational decision making and points to the factors that underlie the manufacture of rationality in organizations.",external-fulltext-any,2011,Organization Science,10.2307_20868880
0,1,0,More Than Adopters: Competing Influences in the Interlocking Directorate,"This study explores the competing influences of different types of board interlocks on diffusion of a strategic initiative among a population of firms. We examine a broad social network of interlocking directors in U.S. firms over a period of 17 years and consider the likelihood that these firms will adopt a strategy of expansion into China. Results show that ties to adopters that unsuccessfully implement this strategy have a nearly equal and opposing effect on the likelihood of adoption as do ties to those that successfully implement the strategy. Ties to those that do not implement the strategy also have a suppressive effect on the likelihood of adoption. Furthermore, we examine a firm's position in the core-periphery structure of the interlocking directorate, finding that ties to adopters closer to the network core positively affect the likelihood of adoption. We discuss the implications of our study for social network analysis, governance, and internationalization research.",external-fulltext-any,2011,Organization Science,10.2307_20868887
1,1,0,Entrepreneurship in Emerging Markets: Strategies for New Venture Creation in Uncertain Institutional Contexts,"This paper focuses on the importance of the institutional context in shaping the nature of entrepreneurship in emerging markets. More specifically, the paper argues that while the high degree of institutional uncertainty in emerging markets often acts as a barrier to entrepreneurship, it can also provide important opportunities for entrepreneurs. We argue for the usefulness of recent work in neo-institutional theory as an approach to understanding the institutional context of emerging economies, and in particular for exploring the relationship between institutional uncertainty and entrepreneurship in emerging markets. Drawing on neo-institutional theory, the paper develops a typology of possible institutional strategies available to entrepreneurs in emerging markets. Three strategies are identified: institutional brokering, spanning institutional voids, and bridging institutional distance. The success factors associated with each strategy are also considered. The paper concludes with a discussion of the implications of the framework for theory development and points to a number of areas for future research.",https://www.jstor.org/stable/23012233,2011,MIR: Management International Review,10.2307_23012233
0,1,0,Subsidiary Interdependences and International Human Resource Management Practices in German MNCs: A Resource-Based View,"Using the resource-based view, this paper links the degree of interdependence that exists between subsidiaries of multinational corporations (MNCs) to the use of various International Human Resource Management (IHRM) practices. We assume that in many MNCs this interdependence has increased the need for cross-border coordination. We analyze to what extent MNCs use IHRM practices in order to enhance their coordination capability across national borders. We present a framework that addresses these effects and empirically test it using data from a questionnaire survey among 142 majority-owned overseas subsidiaries of German MNCs. The findings show that the degree of interdependence is related to the level of international experience of staff employed in subsidiaries, the use of third-country nationals, the provision of training, the use of cross-cultural management teams, and the choice of employee evaluation and reward methods. We conclude by discussing the implications of our findings for IHRM practitioners and scholars as well as the limitations of our study.",https://www.jstor.org/stable/23012236,2011,MIR: Management International Review,10.2307_23012236
0,0,0,Angel Agents: Agency Theory Reconsidered,"Agency theory stipulates that executives will use their superior information to exploit owners unless effectively monitored or incentivized to do otherwise: Agents here are held to be opportunists and owners responsible parties. However, sometimes agency theory misses the mark and the reverse holds true. It may be the owners who exploit their firm and compromise its long-term interests, and steward-like agents who use their superior information to benefit a firm and its stakeholders. This analysis provides an inspiring historical example of how that can happen and illustrates some conditions under which one might expect similarly happy circumstances to arise.",https://www.jstor.org/stable/23045061#metadata_info_tab_contents,2011,Academy of Management Perspectives,10.2307_23045061
1,0,0,Embedding Sustainability Across the Organization: A Critical Perspective,"This article is a response to Haugh and Talwar's (2010) ""How Do Corporations Embed Sustainability Across the Organization?"" where the authors offer a number of prescriptions that enable organizations to learn about sustainability. I argue that the authors' prescriptions do little to address the challenges posed by sustainability because their approach is input driven rather than output focused. I discuss ongoing conflicts between corporations and Indigenous communities over land and resources to highlight the weaknesses of Haugh and Talwar's approach and extend their discussion about embedding sustainability in an organization to the larger political economy of sustainability and the governance of sustainability.",https://www-jstor-org.proxy.library.georgetown.edu/stable/23100442?seq=1#metadata_info_tab_contents,2011,Academy of Management Learning & Education,10.2307_23100442
0,0,1,DOES FEMALE REPRESENTATION IN TOP MANAGEMENT IMPROVE FIRM PERFORMANCE? A PANEL DATA INVESTIGATION,"We argue that female representation in top management brings informational and social diversity benefits to the top management team, enriches the behaviors exhibited by managers throughout the firm, and motivates women in middle management. The result should be improved managerial task performance and thus better firm performance. We test our theory using 15 years of panel data on the top management teams of the S&P 1,500 firms. We find that female representation in top management improves firm performance but only to the extent that a firm's strategy is focused on innovation, in which context the informational and social benefits of gender diversity and the behaviors associated with women in management are likely to be especially important for managerial task performance.",external-fulltext-any,2012,Strategic Management Journal,10.2307_23261318
1,0,0,Dynamics of Management Practices in Eastern Europe: The Case of Bulgaria,"This article provides a critical review of the Socialist Management System with a profile of management practices in the centrally planned economies in Eastern Europe. It draws on the work by Kornai and Chavance, exploring the economic reforms in Eastern Europe pre-1989 and the typical management behaviour in response to administrative changes in that time. The profile of the Socialist Management System is compared with the changes in management practices in the construction industry in Bulgaria in 1994-95. The comparative analysis includes two case studies - one state firm 'Metal Design', and one private firm 'Apolos' - representing the changes in management under the pressure of market reforms. Der vorliegende Artikel gibt einen kritischen Überblick über das sozialistische Management-System anhand eines Profils der Management-Praktiken in den zentralen Planwirtschaften Osteuropas. Ausgehend von den Arbeiten von Kornai und Chavance werden die ökonomischen Reformen in Osteuropa vor 1989 und die typischen Verhaltensweisen des Managements gegenüber den administrativen Reformen dieser Zeit untersucht. Das Profil des sozialistischen Management-Systems wird verglichen mit den Management-Praktiken in der bulgarischen Bauindustrie in den Jahren 1994-95. Die vergleichende Analyse enthält zwei Fallstudien - die staatliche Firma 'Metal Design' und die private Firma 'Apolos' - die beispielhaft die Veränderungen im Management unter dem Druck der marktwirtschaftlichen Reformen aufzeigen.",https://www.jstor.org/stable/23280094,1996,Journal of East European Management Studies,10.2307_23280094
0,0,0,Downsizing and flexibility: Recent employment restructuring in Chinese state-owned machinery manufacturing companies,"This paper reports case study research findings on recent employment restructuring practices in the state sector under the transition context of China in the mid-1990s. The research focuses on the drive, process, and outcome of downsizing with respect to labour flexibility in the two state-owned machinery manufacturing companies from the management perspective. By employing the Western downsizing approaches as developed by Cameron's (1994), empirical findings on downsizing in the two studied Chinese state firms are examined and analyzed. The research concludes that downsizing is a necessary but not sufficient policy. Massively laying off staff does not come without costs. To the contrary it generates new personnel problems such as unwanted quits and drain of human capital that are critical for the continuous business process of the downsizing firm. In dieser Arbeit wird von einer Fallstudie berichtet, die sich mit der gegenwärtigen Umstrukturierungspraxis im staatlichen Sektor in China Mitte der 90er Jahre beschäftigt. Aus der Perspektive des Managements und unter Nutzung der von Cameron (1994) entwickelten Downsizing-Ansätzen werden in zwei staatseigenen Maschinenbaubetrieben die Auswirkungen der Verkleinerung auf die Arbeitsflexibilität untersucht. Als Ergebnis wird in der Studie festgestellt, dass die Verkleinerung notwendig, aber nicht ausreichend ist. Insbesondere wird auch auf Probleme im Personalbereich eingegangen.",https://www.jstor.org/stable/23280518,2001,Journal of East European Management Studies,10.2307_23280518
1,0,0,East European managers and Western management theories: an ethnographic approach of Romanian service sector enterprises,"This paper addresses the values and beliefs behind the actions of Romanian managers in the field of human resource management, by situating them in their societal/national culture. The paper aims to explain why some managerial actions, inspired by Western management theories, threaten business performance. Despite the development of theories regarding cross-cultural knowledge transfer, the practice of managers in Eastern Europe suggests either a naïve understanding of knowledge transfer between Western and East European organisations, or an intended deformation/play on Western managerial advice in their own benefit. Der Beitrag adressiert die Werte und überzeugungen, die hinter den Handlungen rumänischer Manager im Bereich des Personalmanagements stehen. Diese werden dabei in ihren gesellschaftlichen/nationalen, kulturellen Kontext verortet. Der Aufsatz will erklären, warum einige, durch westliche Managementkonzepte inspirierte Managementprozesse, die Geschäftsleistung beeinflussen. Trotz der Entwicklung von Theorien zum interkulturellen Wissenstransfer, zeigt die Praxs von Managern in Osteuropa entweder ein naives Verstgehen des Wissenstransfers zwischen west- und osteuropäischen Organisationen oder eine beabsichtigte Änderung der westlichen Betrachtungsweise zu ihrem eigenen Vorteil.",https://www.jstor.org/stable/23280594,2002,Journal of East European Management Studies,10.2307_23280594
0,0,0,A framework for management development through market-oriented learning,None,https://www.jstor.org/stable/23280595,2002,Journal of East European Management Studies,10.2307_23280595
1,0,0,Corporate governance codes and their contents: An analysis of Eastern European codes,"Existing literature suggests that the contents of corporate governance codes are similar due to external forces, such as increased integration of countries in the global economy, the increased role of foreign institutional investors and recommendations on corporate governance practices of international organisations. This paper analyzes and compares the code contents of seven Eastern European countries with respect to generally accepted best practice recommendations on disclosure rules, strengthening shareholder rights and modernising boards. We show that for some countries the contents of the country codes are actually rather different as compared to these best practices, suggesting that domestic forces related to country-specific characteristics of corporate governance systems may have helped shaping the contents of corporate governance codes. Die bisherige Fachliteratur argumentiert, dass die Inhalte der Corporate Governance Kodizes relativ ähnlich sind aufgrund von externen Faktoren wie der wachsenden Integration der Länder in die globale Wirtschaft, der verstärkten Rolle von ausländischen institutionellen Investoren und den Empfehlungen für Corporate Governance — Praktiken in internationalen Organisationen. Dieser Aufsatz analysiert und vergleicht die Inhalte der Kodizes von sieben osteuropäischen Ländern im Hinblick auf allgemein akzeptierte „best practice“ — Empfehlungen bezüglich Offenlegung, Stärkung der Aktionärsrechte und der Modernisierung der Führungsgremien. Wir zeigen auf, dass in einigen Ländern die Kodizes stark von den „best practice“ — Empfehlungen abweichen, was darauf hinweist, dass lokale Kräfte mit Bezug auf die Eigenheiten des nationalen Corporate Governance Systems die Entwicklung der Kodizes wesentlich geprägt haben.",https://www.jstor.org/stable/23281001,2007,Journal of East European Management Studies,10.2307_23281001
1,0,0,Knowledge management and organisational culture in higher education institutions,"This paper focuses on the higher education area in a small Central European country. Its purpose is to explore the concept of culture, the concept of knowledge management (KM) as well as the correlations among their dimensions at the university level. Since we assume that it is educational personnel who is involved in KM processes, our research covered the teaching staff. Our questionnaire is based on a similar research carried out by Wilkens et al. (2004). The literature is reviewed and the empirical analysis is performed in order to examine and to explain the relationship between organisational culture and knowledge management. The findings presented in the paper can be important for further development of the higher education sector in Central and Eastern European countries as well as for other profit oriented industries. Dieser Artikel beschäftigt sich mit dem Bereich der höheren Bildung in einem kleinen mitteleuropäischen Land. Ziel ist, die Konzepte von Kultur und Wissensmanagement, sowie die Zusammenhänge zwischen ihren Dimensionen auf der universitären Ebene zu untersuchen. Da wir der Meinung sind, dass der Wissensmanagementprozess im Bildungswesen besonders das Personal betrifft, fokussiert unsere Untersuchung auf das Lehrpersonal. Unser Fragebogen basiert auf einer ähnlichen Untersuchung von Wilkens et al. (2004). Neben einer Betrachtung der Literatur wird eine empirische Analyse durchgeführt, um die Beziehung zwischen Organisationskultur und Wissensmanagement zu untersuchen bzw. zu erläutern. Die Ergebnisse dieser Studie können für die weitere Entwicklung der höheren Bildung in Mittel- und Osteuropa wie auch für profitorientierte Organisationen bedeutsam sein.",https://www.jstor.org/stable/23281852,2011,Journal of East European Management Studies,10.2307_23281852
0,0,0,Management disclosure practices for disaggregated (financial) information in Slovenian unlisted companies,"The focus of the present study is the management practice of disclosing disaggregated (financial) information in a company's annual report. In this study, a sample of 232 Slovenian unlisted companies has been examined. The results show that less than a quarter of the companies disclose disaggregated information. Moreover, the multiple regression analysis reveals that the scope of the disclosed disaggregated information is not influenced by the company's size, financial leverage, profitability or growth, but that only a company's membership in the construction industry sector is a relevant determinant. Furthermore, additional analysis reveals that the companies' proprietary information does not influence the management practices regarding which disaggregated information to disclose. Die vorliegende Studie befasst sich mit Berichterstattungspraktiken des Managements in Bezug auf segmentierte (Finanz-)Daten im Jahresbericht slowenischer Unternehmen. In dieser Studie wurde eine Auswahl von 232 slowenischen nicht börsennotierten Unternehmen untersucht. Die Ergebnisse zeigen, dass segmentierte Informationen von weniger als einem Viertel der Unternehmen offengelegt werden. Darüber hinaus zeigt die multiple Regressionsanalyse, dass der Umfang der offengelegten segmentierten Daten nicht etwa durch die Unternehmensgröβe, dem Verhältnis von Fremdkapital zu Eigenkapital („Financial Leverage“), Rentabilität oder Wachstum des Unternehmens beeinflusst wird. Relevant ist die Tatsache, ob die Unternehmen in der Baubranche tätig sind. Darüber hinaus beeinflussen firmeneigene (proprietäre) Informationen die Berichterstattungspraktiken des Managements, insbesondere in Bezug auf die Auswahl der offenzulegenden segmentierten Daten, nicht.",https://www.jstor.org/stable/23608402,2013,Journal of East European Management Studies,10.2307_23608402
0,0,0,The GLOBE Student project: Methods and sample structures,None,https://www.jstor.org/stable/23608413,2013,Journal of East European Management Studies,10.2307_23608413
