orgs_score,article_name,abstract,jstor_url,year,journal_title,edited_filename
1,Guanxi Networks and Job Mobility in China and Singapore,"Despite the differences in labor market contexts in China and Singapore, survey data reveal that in both countries jobs are channeled through strong ties more frequently than through weak ties. Moreover, when job changers and their ultimate helpers are unconnected, they tend to be bridged through intermediaries to whom both are strongly or moderately rather than weakly tied. Finally, helpers' job status has positive impacts on job changers' attained job status. We consider guanxi networks of exchange relations common to China and Singapore to account for these findings.",https://www.jstor.org/stable/2580527,1994,Social Forces,10.2307_2580527
1,Measuring the Composition of Voluntary Groups: A Multitrait-Multimethod Analysis,"Data on a sample of 128 face-to-face voluntary groups are analyzed with the multitrait-multimethod approach. The traits measured include four characteristics: size, sex composition, age composition, and educational composition. These four traits are measured with three different methods: reports from a respondent chosen through a probability sample from the community, reports from an official of the group, and estimates from direct measurement of the traits at an organizational meeting. Results of the analysis suggest that the three measures are parallel with one another in the sense of Lord and Novick 1968. This result means that the three methods are equally desirable. Surprisingly, the direct canvass measure does not appear to be more reliable than the others; on the contrary, it appears to be equivalent to other reports for the traits measured. There is a slight suggestion in the data that officials in the group are more accurate than ordinary respondents in reporting information about less salient characteristics of the members, such as years of education. In general, the three methods of gathering data appear to be equally reliable, although they measure slightly different aspects of group composition.",https://www.jstor.org/stable/2580559,1991,Social Forces,10.2307_2580559
1,The Future of Organizational Sociology: Forging Ties among Paradigms,None,https://www.jstor.org/stable/2653935,1998,Contemporary Sociology,10.2307_2653935
1,Why Not Ascription? Organizations' Employment of Male and Female Managers,"We examine the effects of organizations' employment practices on sex-based ascription in managerial jobs. Given men's initial preponderance in management, we argue that inertia, sex labels, and power dynamics predispose organizations to use sex-based ascription when staffing managerial jobs, but that personnel practices can invite or curtail ascription. Our results-based on data from a national probability sample of 516 work organizations-show that specific personnel practices affect the sexual division of managerial labor. Net of controls for the composition of the labor supply, open recruitment methods are associated with women holding a greater share of management jobs, while recruitment through informal networks increases men's share. Formalizing personnel practices reduces men's share of management jobs, especially in large establishments, presumably because formalization checks ascription in job assignments, evaluation, and factors that affect attrition. Thus, through their personnel practices, establishments license or limit ascription.",https://www.jstor.org/stable/2657438,1996,American Sociological Review,10.2307_2657438
1,"The Market That Antitrust Built: Public Policy, Private Coercion, and Railroad Acquisitions, 1825 to 1922","How do new business models emerge? Neoinstitutionalists argue that the process often begins when a policy shift undermines the status quo; groups then vie to define the best alternative. The authors explore the role of power in selecting between two alternative business models available to railroads from 1897, when antitrust laws banned the cartel-the prevailing model for managing competition. Predatory railroads prescribed several methods for destroying rivals. Financiers prescribed amicable mergers instead, and fought predation by threatening to withhold capital from predators. An analysis of the 167 rail acquisitions in Massachusetts between 1825 and 1922 confirms that the financiers succeeded. After antitrust laws were enforced, railroads left cartels to follow the business model of financiers rather than that of predators. This can be seen in the conditional variables that predict buying and selling. Thus public policy and power can shape key market features. It is ironic that this market, built by antitrust, became the prototype for the neoliberal ideal of the unregulated economy.",https://www.jstor.org/stable/2657540,1980,American Sociological Review,10.2307_2657540
1,Organizational Ecology and Job Mobility,"The outside opportunity structure is important in predicting the likelihood and direction of job change but has received little attention. We view the ecology of organizations as a determinant of worker expectations of outside opportunity and connect characterizations of organizational size diversity and inequality with job matching and firm reputation theory on how worker expectations are affected by organizational characteristics. This leads to the predictions that greater organizational diversity and inequality within a sector of the labor market will cause more intrasector job changes and fewer intersector job changes. We test these predictions on intra- and interindustrial and regional job changes, yielding supportive results on both industrial and geographical job mobility. Comparison of the results suggests stronger evidence in favor of reputation than matching theory.",https://www.jstor.org/stable/2675509,1984,Social Forces,10.2307_2675509
1,The Effects of Early Work Experience on Young Women's Labor Force Attachment,"In this article, we examine women's labor force experience during the early life course in order to assess the conditions conducive to the establishment of stable labor force careers. To represent the complexity of women's work trajectories during young adulthood, we develop a conceptual framework that depicts a broad range of work activity profiles. Empirical results obtained using the NLSY show that three aspects of early experience influence mature women's labor force attachment, namely the amount of experience accumulated; the timing of work experience; and the volatility of that experience. Above and beyond these experience measures, we also find that background factors influence adult women's attachment to the market. The conclusion discusses the policy implications of these results.",https://www.jstor.org/stable/2675616,1992,Social Forces,10.2307_2675616
1,Technique for Analyzing Overlapping Memberships,None,https://www.jstor.org/stable/270732,1971,Sociological Methodology,10.2307_270732
1,The Value Systems of Students in a Teacher Education Program,"An important aspect of counselling is the recognition of value systems. Although teachers are often prepared to provide classroom opportunities for Values Clarification, few students in teacher education programs are assisted in the recognition of their own value system. To achieve Values Clarification, 246 students in the professional year of Education at the University of Victoria completed Rokeach's Value Survey. Their Values System was characteristic of smokers. They had a common value system, shared with students at another Canadian public university, but differing from students at a Canadian Catholic college, an American university, and an Australian university.",https://www.jstor.org/stable/27521312,1985,Social Indicators Research,10.2307_27521312
1,Intersections of Power and Privilege: Long-Term Trends in Managerial Representation,"This article examines post–Civil Rights Act trends in private sector managerial representation for white men, white women, black men, and black women. We examine how three factors affect changing access to managerial positions: (1) industrial restructuring, (2) the process of bottom-up ascription, and (3) organizational characteristics. Accounting for compositional shifts in the labor supply, we find that white male managerial overrepresentation remains virtually unchanged since 1966, even while other status groups make gains. A significant portion of the observed equal opportunity advance for women and blacks takes place in the expanding service sectors of the economy. We also find that female and minority gains are enhanced in larger and more managerially intensive workplaces. For all groups, managerial representation is increasingly tied to the presence of similar others in nonmanagerial jobs. Further examination reveals a new status hierarchy of managers and subordinates—a hierarchy wherein white men are likely to manage men of all races. White women, in comparison, are realizing a growing racial privilege in managing women of color.",https://www.jstor.org/stable/27736095,2009,American Sociological Review,10.2307_27736095
1,Afrikaner Calvinism and Economic Action: The Weberian Thesis in South Africa,"This paper examines the relationship between traditional Afrikaner religion and worldly action. The specific question addressed is why Afrikaner Calvinism, which is theologically identical to European Calvinism of the 18th century, had a highly conservative impact on economic action, in contrast to the European case. The theoretical position put forward is that any analysis of religion's secular impact must be contextual and focus upon what is here termed ""operant religion,"" meaning religious belief as it has been actualized within the actor's phenomenal world. The major substantive portions of the paper are concerned with an explication of the way in which the social and historical context of Afrikaner Calvinism shaped Afrikaner operant religion and, secondly, with resulting consequences for economic action.",https://www.jstor.org/stable/2777054,1975,American Journal of Sociology,10.2307_2777054
1,Leadership and Organizational Structure,"Leadership conditions affect both the stability of and causal relationships among variables describing organizational structure. Where leadership has changed in the past, where it is dependent on higher authority, and where it is in close contact with superiors, organizational structures are unstable over time, but orderly causal relationships among environmental variables, size, and measures of organizational structure appear. Where leadership has been stable, and where it is autonomous and insulated from higher authority, organizational structures are more predictable, but causal relationships vanish.",https://www.jstor.org/stable/2777642,1975,American Journal of Sociology,10.2307_2777642
1,Short-Term Projects and Emergent Careers: Evidence from Hollywood,"The Hollywood film industry is considered as a system of recurrent ties among the various major participants who usually work under short-term contracts for single films. This form of project-based organization in seen as a response to uncertainty and risk in the film industry. The Paper examines the ways in which independent contractors-producers, directors, cinematographers, and actors-organize and operate to reduce uncertainty and risk and to increase profits. The analysis of data from 2,430 films made in the period 1965-80 establishes patterns of recurrent ties among participants who are at comparable levels of cumulative productivity with respect to earnings, Oscars, Oscar nominations, and number of previous films. The paper also considers the degree to which film earnings are influenced by the past productivity of the major participants.",https://www.jstor.org/stable/2780042,1987,American Journal of Sociology,10.2307_2780042
1,"Rules, Resources, and Legitimacy Processes: Some Implications for Social Conflict, Order, and Change","Current scholarship on how science affects law's legitimacy in advanced capitalist democracies yields inconsistent predictions and findings. This article resolves inconsistent and provides new insights by constructing a general framework relating law's legitimacy to the mix of legal and scientific rationalities in law. Consistent with dualistic visions of structure as both rules/schemas and resources, the theory specifies how competing legal and scientific rule/resource sets shape action and produce order and change through conflict in and over legal institutions. The theory's guiding orientations illuminate legitimacy processes, order, and change in other institutions including the economy, the polity, and education.",https://www.jstor.org/stable/2781734,1990,American Journal of Sociology,10.2307_2781734
1,"On the Edge or In Between: Niche Position, Niche Overlap, and the Duration of Voluntary Association Memberships","This paper aims to explain a major barrier to societal integration: the remarkable homogeneity of voluntary associations. The explanation derives from an ecological theory of voluntary affiliation that asserts that organizations compete for members in a property space defined by the sociodemographic characteristics of members. Voluntary organizations lose fastest those members who are either atypical of the group (the niche edge hypothesis) or subject to competition from other groups (the niche overlap hypotheis). The authors analyze an event-history data set, generated by the life-history calendar approach, of 2,813 voluntary association membership pells. The results, which strongly support both the niche edge and niche overlap hypotheses, substantiate the competitive ecological model of group structure.",https://www.jstor.org/stable/2781998,1995,American Journal of Sociology,10.2307_2781998
1,"Movements, Countermovements, and the Structure of Political Opportunity","Movement-countermovement interaction is an ongoing feature of contemporary social movements and, indeed, of contemporary politics. Yet the interplay of contending movements is understudied and undertheorized. This article begins to remedy this deficit by arguing that new work on political opportunity structure provides important insights and significant theoretical leverage for this study. Through a review of the literatures on countermovements and political opportunity, this article argues that this interaction increases when states enable but do not satisfy challengers. This article presents a general framework of theoretical propositions for understanding the interplay of movements and their opponents to animate and guide subsequent research.",https://www.jstor.org/stable/2782114,1996,American Journal of Sociology,10.2307_2782114
1,Local Governments as Industrial Firms: An Organizational Analysis of China's Transitional Economy,"Despite widespread skepticism about government ownership in transitional economies, China's rapid industrial growth has been led by public enterprises. Kornai's theory of soft budbet constraints, born of the failure of earlier Hungarian reforms, fosters such skepticism-but it assumes as fixed organizational characteristics that in fact vary widely across government jurisdictions. Local governments with smaller industrial bases have clearer financial incentives and constraints, fewer nonfinancial interests in enterprises, and a greater capacity to monitor them. In China's vast public sector, the fastest growth in output and productivity has occurred where government ownership rights are clearest and most easily enforced, which enables officials to manage public industry as a diversified market-oriented firm.",https://www.jstor.org/stable/2782429,1995,American Journal of Sociology,10.2307_2782429
1,Embeddedness and the Intellectual Projects of Economic Sociology,"In this review, we explore how the concept of embeddedness has shaped—and been shaped by—the evolution of the subfield of economic sociology. Although embeddedness is often taken as a conceptual umbrella for a single, if eclectic, approach to the sociological study of the economy, we argue that in fact the concept references two distinct intellectual projects. One project, following from Granovetter's (1985) well-known programmatic statement, attempts to discern the relational bases of social action in economic contexts. Another project, drawing from Polanyi's [1944 (2001), 1957, 1977] social theory, concerns the integration of the economy into broader social systems. Critically, these two formulations of embeddedness involve different views of the relationship between the economic and the social. The implication is that the obstacles to theoretical integration in economic sociology, while not insurmountable, are greater than is typically acknowledged.",https://www.jstor.org/stable/29737761,2007,Annual Review of Sociology,10.2307_29737761
1,THE SOCIAL VALUES OF ECONOMIC ORGANIZATION,None,https://www.jstor.org/stable/29768711,1974,Review of Social Economy,10.2307_29768711
1,THE GENERATION OF TECHNOLOGY AND AGRICULTURAL EFFICIENCY,None,https://www.jstor.org/stable/29768821,1976,Review of Social Economy,10.2307_29768821
1,ENTREPRENEURSHIP IN THE MONDRAGON COOPERATIVES,None,https://www.jstor.org/stable/29769232,1984,Review of Social Economy,10.2307_29769232
1,A Socio-instutionalist Critique of the 1990s' Reforms of the United Kingdom's National Health Service,"This paper argues that the on-going reforms to the UK's National Health Service initiated in the 1990s represent potentially profound institutional change to the values underpinning the process of care. The market-orientation of the reforms is highlighted, and it is asserted that the theoretical rationale for this is informed by the nascent neoclassical health economics and new institutionalist literatures, which exhibit utilitarian propensities in that both stress outcomes and at best relegate process. Drawing from the seminal contribution of Thorstein Veblen, the paper argues that market-oriented reform in the UK may induce a shift from a Hippocratic ethos to a more individualistic value system.",https://www.jstor.org/stable/29770169,2002,Review of Social Economy,10.2307_29770169
1,"Networks, Race, and Hiring","It is common for scholars interested in race and poverty to invoke a lack of access to job networks as one of the reasons that African Americans and Hispanics face difficulties in the labor market. Much research has found, however, that minorities do worse when they use personal networks in job finding. Research in this area has been hampered by the complicated and multi-step nature of the job-finding process and by the lack of appropriate comparison data for demonstrating the various ways in which minorities can be isolated from good job opportunities. We seek to specify what it means to say that minorities are cut off from job networks. Building on the literature on social networks in the labor market, we delineate the various mechanisms by which minorities can be isolated from good job opportunities. We examine how these mechanisms operate, using unique data on the chain of network contacts that funnel to an employer offering desirable jobs. We find that network factors operate at several stages of the recruitment process. We find scant evidence, however, that these network factors serve to cut off minorities from employment in this setting. We conclude with a discussion of the theoretical and methodological implications of the case for the study of networks, race, and hiring.",https://www.jstor.org/stable/30038975,2006,American Sociological Review,10.2307_30038975
1,"Documenting Desegregation: Segregation in American Workplaces by Race, Ethnicity, and Sex, 1966-2003","Title VII of the 1964 Civil Rights Act made employment discrimination and segregation on the basis of race, ethnicity, or sex illegal in the United States. Previous research based on analyses of aggregate national trends in occupational segregation suggests that sex and race/ethnic employment segregation has declined in the United States since the 1960s. We add to the existing knowledge base by documenting for the first time male-female, black-white, and Hispanic-white segregation trends using private sector workplace data. The general pattern is that segregation declined for all three categorical comparisons between 1966 and 1980, but after 1980 only sex segregation continued to decline markedly. We estimate regression-based decompositions in the time trends for workplace desegregation to determine whether the observed changes represent change in segregation behavior at the level of workplaces or merely changes in the sectoral and regional distribution of workplaces with stable industrial or local labor market practices. These decompositions suggest that, in addition to desegregation caused by changes in the composition of the population of Equal Employment Opportunity Commission monitored private sector firms, there has been real workplace-level desegregation since 1964.",https://www.jstor.org/stable/30039010,2006,American Sociological Review,10.2307_30039010
1,The Emergence and Decline of the Cuban Popular Tribunals,"Cuban popular courts have been a subject of widespread interest among Western scholars. This paper analyzes the factors which led to the development of this judicial experiment as well as the reasons for its demise. The success or failure of this experiment was closely tied to long-term economic and political goals of the Cuban government, which eventually came to require an institutionalized bureaucratic cadre to operate its judicial system. This shift doomed the popular courts and led to the emergence of the legal profession as one of the most influential groups within Cuban society.",https://www.jstor.org/stable/3053489,1973,Law & Society Review,10.2307_3053489
1,The Constituencies of Elite Urban Lawyers,"This study analyzes Chicago lawyers' networks of relationships with a selected set of prominent practitioners, drawing on 1994-95 interviews with 788 randomly selected respondents. Since the same technique was used 20 years earlier, the research sheds light on the extent to which the constituencies of elite Chicago lawyers have changed. The network is organized in three principal sectors-liberals, trial lawyers, and corporate lawyers. The structure implies a lack of integration within the bar. Minorities and women are now more widely dispersed across the segments of the network than they were in 1975, but they still have relatively few connections in the corporate sector of the bar.",https://www.jstor.org/stable/3054042,1997,Law & Society Review,10.2307_3054042
1,"Convictability and Discordant Locales: Reproducing Race, Class, and Gender Ideologies in Prosecutorial Decisionmaking","Using ethnographic data, I examine prosecutors' discourse on case convictability (the likelihood of a guilty verdict at trial) in sexual assault cases. The analysis shows how prosecutors construct discordant locales through their categorization of victims, defendants, jurors, and their communities and the location of crime incidents. It demonstrates how prosecutors use discordant locales to justify case rejection. By ascribing stereotypical characteristics of a neighborhood to victims, defendants, and jurors, prosecutors construct distinct groups with different cultures who live in geographically separate spaces and have different schemes through which they interpret the everyday world. To construct discordant locale categorizations, prosecutors employ race, class, and gender imagery. Through this imagery they construct multiple normative standards of moral character of persons and of places. I argue that through the categorizations of place as discordant locales, prosecutors inadvertently reproduce race, class, and gender ideologies in legal decisionmaking. I conclude with policy suggestions for expanding and equalizing citizens' access to justice.",https://www.jstor.org/stable/3054045,1997,Law & Society Review,10.2307_3054045
1,Merchants of Law as Moral Entrepreneurs: Constructing International Justice from the Competition for Transnational Business Disputes,"Over the past 20 years, international commercial arbitration has been transformed and institutionalized as the leading contractual method for the resolution of transnational commercial disputes. It has become an important institution of the growing international market. Although the process is far from unidirectional, this work of social construction can be described as a rationalization in the Weberian sense and also as an ""Americanization"" that has permitted U.S. litigators to shape the rules to favor their adversarial skills and approaches. An informal justice system has come increasingly to resemble ""off-shore litigation."" Drawing on Bourdieu's analytical tool of the legal ""field"" and, in particular, using the notion of an ""international legal field,"" this case study reveals how the continuing competition for business and for legitimacy-between civil law and common law, ""grand old men"" and ""technocrats,"" academics and practitioners-constructs and transforms the system of (international private) justice. As is true generally with respect to law, the details of the competition serve to build the careers of practitioners, to develop the area of practice, and to produce and legitimate the relevant ""law.""",https://www.jstor.org/stable/3054053,1995,Law & Society Review,10.2307_3054053
1,The Governance of Trial Judges,"The role of the bench as the sponsoring organization of trial judges largely remains a mystery to political science. Borrowing from organizational theory the metaphor of loose coupling, a characteristic of many American political institutions, this article explores the tension between elements of loose and tight coupling within the sponsoring organization of judges (the bench) and the consequences of that tension for the distribution of services to clients of trial courts. The article identifies three sets of consequences: (1) The locus and style of innovation is acutely circumscribed by these tensions; in the court that is studied, assertive leadership and punctuated change are less likely than conciliar leadership and incremental change. (2) The juxtaposition of loosely and tightly coupled elements promote responsiveness to powerful clientele interests. (3) Responsiveness to powerful clientele interests leads to a distribution of resources that short-changes less influential clients of the court.",https://www.jstor.org/stable/3054093,1997,Law & Society Review,10.2307_3054093
1,Integrating Models of Diffusion of Innovations: A Conceptual Framework,"This chapter provides a conceptual framework for integrating the array of variables defined in diffusion research to explicate their influence on an actor's decision to adopt an innovation. The framework groups the variables into three major components. The first component includes characteristics of the innovation itself, within which two sets of variables are defined concerning public versus private consequences and benefits versus costs of adoption. A second component involves the characteristics of innovators (actors) that influence the probability of adoption of an innovation. Within this component six sets of variables concern societal entity of innovators (either people, organizations, states, etc.), familiarity with the innovation, status characteristics, socioeconomic characteristics, position in social networks, and personal qualities. The third component involves characteristics of the environmental context that modulate diffusion via structural characteristics of the modern world. These latter characteristics incorporate four sets of variables: geographical settings, societal culture, political conditions, and global uniformity. The concluding analysis highlights the need in diffusion research to incorporate more fully (a) the interactive character of diffusion variables, (b) the gating function of diffusion variables, and (c) effects of an actor's characteristics on the temporal rate of diffusion.",https://www.jstor.org/stable/3069244,2002,Annual Review of Sociology,10.2307_3069244
1,Citizenship and Gender in Work Organization: Some Considerations for Theories of the Labor Process,"Recent analyses of changes in the organization of work and authority relations have stimulated a concern for extending and elaborating a theory of the labor process under capitalism. Works by Braverman, Edwards, and Burawoy, in particular, have made significant, though divergent, steps in that direction. It is argued in this paper, however, that their works do not go far enough in connecting issues of race, gender, and citizenship (political inequality) with structures of control over the labor process. An analysis of data from a case study of the labor process in an agribusiness (lettuce) industry is employed to highlight the importance of citizenship and gender as statuses constructed external to economic organizations but applied internal to them. Three principal arguments are derived from that case study: (1) that differences in citizenship status and gender serve to distinguish among labor market participants; (2) that nonmarket processes affect not only the distribution of individuals into positions in the labor process but also provide distinct advantages to employers in the creation and maintenance of different labor processes; and (3) that citizenship and gender have a material basis external to the labor process, that is, they are not simply labels attached to workers. The findings from the case study are then used to suggest alternative directions for labor process theory and research.",https://www.jstor.org/stable/3083240,1974,American Journal of Sociology,10.2307_3083240
1,Citizenship and Gender in Work Organization: Some Considerations for Theories of the Labor Process,"Recent analyses of changes in the organization of work and authority relations have stimulated a concern for extending and elaborating a theory of the labor process under capitalism. Works by Braverman, Edwards, and Burawoy, in particular, have made significant, though divergent, steps in that direction. It is argued in this paper, however, that their works do not go far enough in connecting issues of race, gender, and citizenship (political inequality) with structures of control over the labor process. An analysis of data from a case study of the labor process in an agribusiness (lettuce) industry is employed to highlight the importance of citizenship and gender as statuses constructed external to economic organizations but applied internal to them. Three principal arguments are derived from that case study: (1) that differences in citizenship status and gender serve to distinguish among labor market participants; (2) that nonmarket processes affect not only the distribution of individuals into positions in the labor process but also provide distinct advantages to employers in the creation and maintenance of different labor processes; and (3) that citizenship and gender have a material basis external to the labor process, that is, they are not simply labels attached to workers. The findings from the case study are then used to suggest alternative directions for labor process theory and research.",https://www.jstor.org/stable/3083240,1974,American Journal of Sociology,10.2307_3083240
1,How the Civil Rights Movement Revitalized Labor Militancy,"Can newly ascendant social movements revitalize the militant culture of older, institutionalized movements? Recent studies have focused on relations between new ascendant social movements like the civil rights, women's, and peace movements that emerged during the postwar cycle of protest, and therefore have been unable to address this question. Focusing on revitalization as a qualitatively different form of intermovement relation, the authors examine the possibility that civil rights movement insurgencies and organizations revitalized workplace labor militancy during the postwar decades. Time-series models show that the civil rights movement fueled an expanded militant worker culture that challenged management and sometimes union leadership. However, this revitalization of labor militancy was contingent on institutional context (stronger in the public sector than the private sector) and form of insurgent action (protests, riots, organizations) differentially embedded in historical phases (civil rights versus Black Power) of movement development. Theoretical implications for the study of social movements, industrial relations, and class conflict are discussed.",https://www.jstor.org/stable/3088915,1986,American Sociological Review,10.2307_3088915
1,Institutional Isomorphism and Informal Social Control: Evidence from a Community Mediation Center,"Widespread satisfaction among users of community mediation, but low voluntary usage, provides a context within which institutional isomorphism between state and informal social control organizations can be empirically investigated. Data drawn from a triangulated ethnography of a single community mediation center suggest that community mediation centers come to be isomorphic with more established governmental social control agencies in order to manage resource uncertainties and assure organizational survival. These findings are relevant to an understanding of linkages between community mediation centers and the state, the struggle for autonomy from the state by mediation practitioners, institutional constraints on community mediation centers generating voluntary users, tensions between staff members' and volunteers' framing of organizational premises and practices, and community mediation's limitations as a vanguard of private alternatives to legal dispute settlement.",https://www.jstor.org/stable/3096861,1982,Social Problems,10.2307_3096861
1,"Race, Income, and Authority at Work: A Cross-Temporal Analysis of Black and White Men (1972-1994)","Using data from the 1972-1994 General Social Surveys, I examine racial differences in the effect of job authority on men's income. The research addresses three questions: (1) Does a racial gap in income between black and white men persist net of background factors? (2) Are there black-white differences in the amount of income returns to job authority?; and (3) does the black-white gap in income returns to job authority change over time? There is an income gap between black and white men even after controlling for education, experience, hours worked, occupation, authority, region, and city size. There is no difference in the income returns to job authority among men at the lowest levels of authority. However, among men at the highest level of authority, there is a substantial net difference favoring whites over blacks. Finally, there is little evidence that this income gap declined between 1972 and 1994. I discuss the implications for the importance of race as a factor affecting individual life chances.",https://www.jstor.org/stable/3096871,1979,Social Problems,10.2307_3096871
1,"Employee Involvement, Involved Employees: Participative Work Arrangements in a White-Collar Service Occupation","Using interview and observational data from an in-depth case study, this article analyzes outcomes associated with a participative approach to work for non-unionized, white-collar service workers. It describes the organizational basis for business-service workers' limited self-management, and the way consent to self-management was constructed in the context of a decentralized, unpredictable, and often interpersonally stressful work environment. Workers' constrained mobility opportunities and work biographies are also considered as part of the explanation for consent to chaotic work arrangements.",https://www.jstor.org/stable/3096996,1993,Social Problems,10.2307_3096996
1,"The Fractured World of the Temporary Worker: Power, Participation, and Fragmentation in the Contemporary Workplace","Prevailing explanations of power, class fragmentation, participation, and resistance in the contemporary workplace have not explicitly incorporated three factors: the decentered work systems increasingly typical in blue- and white-collar occupations; the terms of the employment contract; and exogenous variables, such as previous labor market experiences, that strengthen or weaken workers' commitments to their jobs. This paper demonstrates the significance of these three factors by investigating the empirical case of temporary workers. Using interview and observational field data, I demonstrate how a system of temporary employment in a participative workplace both exploited and shaped entry-level workers' aspirations and occupational goals. I conclude by suggesting that capacities for collective action, or a social movement that might pose a critique of the current transformation of employment relations into a system increasingly characterized by nonstandard jobs, is limited by structural features and by individual embeddedness in stratified occupational systems.",https://www.jstor.org/stable/3097205,1988,Social Problems,10.2307_3097205
1,The Impact of Divorce upon Clergy Career Mobility,"This study investigates differences in career patterns between 157 divorced and 174 nondivorced clergy of the Presbyterian Church in the United States. The data, obtained through mailed questionnaires, suggest that divorce does not obviate a ministerial career. It does, however, constitute a disruption and makes it likely that a divorced clergyman will move more often, hold positions outside of the normatively prescribed parish ministry, and have more difficulty in attaining upward mobility. Time since divorce and remarriage are shown to have a slight mitigating effect on the negative career impact.",https://www.jstor.org/stable/351484,1974,Journal of Marriage and Family,10.2307_351484
1,The Gentle Leviathan: Welfare and the Indian State,None,https://www.jstor.org/stable/3517911,1987,Social Scientist,10.2307_3517911
1,Autonomy and the Commercialization of Higher Education,None,https://www.jstor.org/stable/3518065,2005,Social Scientist,10.2307_3518065
1,"Gender, Work-Family Linkages, and Economic Success among Small Business Owners","This study investigates work-family connections and economic success among women and men small business owners. We use what we term gender similarity and gender difference models to frame this investigation. The first model emphasizes the similarities between women and men in the processes through which work outcomes are determined. In contrast, the gender difference model assumes deeply rooted institutional and individual bases of gender difference. Analyses of data from a 3-year panel survey of 99 women and 312 men owners show more support for the gender similarity than the gender difference model. There is considerable gender similarity in the processes through which business and individual characteristics affect personal earnings, although women owners are disadvantaged in some characteristics critical to business success. Family situation has a direct impact on these owners' business success and indirectly affects personal earnings. We uncover vestiges of traditional gender roles consistent with the gender difference model, but primarily in the context of marriage. Thus, children are experienced as an incentive to fulfill the good provider role not only among married men but also by single women. The event history analyses show that these effects persist over time.",https://www.jstor.org/stable/352769,1988,Journal of Marriage and Family,10.2307_352769
1,Strategy Matters: The Contingent Value of Social Capital in the Survival of Local Social Movement Organizations,"Social capital plays a central role in facilitating the mobilization of social movement organizations (SMOs). Do the initial mobilization advantages of social capital persist, however, as movement organizations evolve? And do the strategies pursued by social movement organizations affect these advantages? We investigate these questions through a broad empirical analysis of factors affecting the short-term persistence of local chapters of Mothers Against Drunk Driving (MADD). Reasoning that multiple forms of social capital would each have a positive impact on survival, we assess the independent effect of several indicators of social capital with mixed results. Consistent with prior research, we find that access to patronage at founding and a greater stock of weak ties in the community confer survival advantages. Yet SMOs that emerged from preexisting groups and those with leaders previously tied to one another through civic engagement were less likely to persist, raising a first cautionary flag about the generality of advantages of resource co-optation and ""bloc recruitment."" The effect of preexisting, strong ties among group leaders varies by how much emphasis the group placed on victim aid activities. Those ties conferred expected survival advantages on groups that did not strongly emphasize victim aid activities. The implications of these results are discussed.",https://www.jstor.org/stable/3598342,1995,Social Forces,10.2307_3598342
1,Political Microcultures: Linking Civic Life and Democratic Discourse,"At the core of democratic citizenship is deliberation: citizens' tendency and capacity for debating issues of common importance. This study considers civic organizations - often found to be political mobilizers - as political microcultures: environments for political discourse that structure participants' understanding of the practice of citizenship. The study consists of 20 focus groups, each composed of members of one of five kinds of civic organizations. The transcripts are analyzed using bivariate and hierarchical linear modeling techniques. The group context in which political discussions take place is found to have a significant impact on the structure and logic of those discussions, even after accounting for individual-level variations in the demographic characteristics and civic experiences of group participants. A significant portion of civic life and its contribution to democratic citizenship is in social environments that vary in the richness of their political discourse. Elements of political microcultures may explain part of the often-observed differences among civic organizations' degree and type of political mobilization.",https://www.jstor.org/stable/3598490,2001,Social Forces,10.2307_3598490
1,"Unfamiliar Tasks, Contested Jurisdictions: The Changing Organization Field of Medical Practice in the United States","This article proposes that Andrew Abbott's approach to the professions in his System of Professions can usefully be adapted to the study of organizational populations in an organization field. The key phenomena to study using this approach are conflicts over the definition of tasks and over the establishment of jurisdiction over these tasks by particular organizational populations. The following article uses this ""tasks and jurisdictions"" approach to describe the evolution of the field of medical practice in the United States during the era of managed care. Large employers and the federal and state governments have created two new and unfamiliar tasks-controlling costs and improving quality for defined populations of patients-and assigned jurisdiction over them to health plans. However, these tasks are not well understood, and health plan jurisdiction over them is not accepted by the public or by physicians.",https://www.jstor.org/stable/3653824,1995,Journal of Health and Social Behavior,10.2307_3653824
1,Segmentation in a Religious Labor Market,"One of the less-examined consequences of structural differentiation within Protestant denominations is an increasingly segmented labor market. This article uses historical data on the careers of those attaining elite positions within the Christian Church (Disciples of Christ) to analyze the differentiation of a religious labor market into congregational, educational, and agency segments. Results indicate that (1) congregational and educational segments were already well-differentiated by 1909; (2) during this century an agency segment has been differentiated from the other two; and (3) the process of differentiation is not complete.",https://www.jstor.org/stable/3710960,1987,Sociological Analysis,10.2307_3710960
1,The Church and Critical Choices in the 1980s,"In the 1960s scholars concerned with the future of the church focused on the new social awareness. By the late 1970s it was the age of limits that dominated their thoughts. Both the future course of society and the impact of the public arena on the religious organization seem even less certain now than they did in the 1960s. This is also true for the ability of organized religion to serve as a value-generating institution in America. One way to approach the future in a structured way is by developing process-oriented scenarios, which let us examine how various courses of development, various choices and events, will interact to produce the social, economic, and religious environment of the next decade or two. Three scenarios are presented - the resource management, frontier spirit, and adversity scenarios - and the trends within each that are particularly relevant to the church are identified. Issues that the church will face in the 1980s are noted. Planning for the future can help the church avoid becoming a moral hostage or an inept, obsolete institution.",https://www.jstor.org/stable/3711542,1980,Sociological Analysis,10.2307_3711542
