stance twd. demog persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,EUROPEAN CAPITAL MARKETS AND THE EMU,This paper starts with a short overview of the big structural changes that have affected the European securities markets for the last ten years. Then we briefly present the essential features of some European marketplaces and we focus on the future of capital markets in Europe after the EMU of 1999. It seems that the competition between organised exchanges will be tough although the actual technologies are converging faster than expected. We finally analyse the possible effects on the bond markets with the increasing importance played by credit quality.,https://www.jstor.org/stable/43294969,Hitotsubashi Journal of Commerce and Management,10.2307_43294969,Management & Organizational Behavior,1998.0,0,2.476708141330164e-05,0,0.0006128331879153848,0,0.00010323571768822148
,,,Citizen Participation in the Production of Urban Services,This article assesses the attitudes of police officers toward citizen involvement and offers suggestions for avoiding the labor problems resulting from past efforts to involve citizens in urban service systems.,https://www.jstor.org/stable/3380088,Public Productivity Review,10.2307_3380088,Management & Organizational Behavior,1987.0,0,0.000516399450134486,1,0.9932739734649658,0,0.00012161261838627979
,,,Quality Circle Programmes: Volunteering for Participation,"Discriminant analysis was used to develop a profile of a typical Quality Circle Programme participant. Selected demographic, attitudinal, and behavioural characteristics were evaluated. Six characteristics significantly differentiated quality circle members from non-members, including educational level, tenure, job satisfaction, consideration, performance, and absenteeism. A profile of the typical circle member is described, and interpretations of the discriminant analysis are discussed.",https://www.jstor.org/stable/3000103,Journal of Occupational Behaviour,10.2307_3000103,Management & Organizational Behavior,1987.0,0,1.0846752957149874e-05,0,0.0002509543264750391,0,0.002635591896250844
,,,Government Productivity and Program Evaluation Issues,None,https://www.jstor.org/stable/3379863,Public Productivity Review,10.2307_3379863,Management & Organizational Behavior,1976.0,0,1.4456858480116352e-05,0,0.00019440251344349235,0,0.0003078871523030102
,,,Accounting Information Systems and Industrial Relations,"The trend toward greater participation among the ""social partners"" in industry, has made considerable progress in recent years, especially in Western Europe. Yet the contemporary accounting information system still reflects conditions when all attention is directed toward the contributors of capital while the ""social partners"" are classified as mere expense items. The paper discusses possibilities to deal with this conflicting situation and to emphasize the participation concept as part of the accounting system. Indeed, some attempts in this direction have already been made, such as consideration of human activities and social contributions of organizations. Much remains to be done; but here is a field worth intensive future studies. /// C'est particulièrement en Europe occidentale que la tendance vers une participation des ""partenaires sociaux"" s'est considérablement développée ces dernières années. Malgré cela, le système comptable en usage aujourd'hui reflète encore la situation du passé qui se caractérisait par le fait que tout le système était centre sur les fournisseurs des capitaux, les ""partenaires sociaux"" étant traités comme de simples postes de charges. Ľarticle examine les possibilités de résoudre ce conflit et d'intégrer dans le système comptable la notion de la participation. Un certain nombre de tentatives dans cette direction a été déjà entrepris, comme par exemple l'intégration des ressources humaines et les apports sociaux des organisations. Mais, en tout état de cause, il reste encore beaucoup à faire dans ce domaine qui offre de grandes possibilités pour la recherche approfondie. /// Der Ansatz,nternehmensrechnungssysteme zur Erreichung sozial-ökonomischer Ziele und insbesondere zur Verbesserung der industriellen Arbeitsbeziehungen zu nützen, stellt den Versuch dar, neue Wege in der Anwendung der Instrumente der Unternehmensrechnung zu beschreiten. Die dabei zur Anwendung kommenden Verfahren werden unvermeidlich mit einigen der augenblicklich allgemein anerkannten Praktiken der Rechnungslegung konfligieren und deswegen voraussichtlich beim Berufsstand eine zurückhaltende Einstellung hervorrufen. Die Bedeutung des gesellschaftlichen Ziels einer Verbesserung der industriellen Arbeitsbeziehungen, zu der die Rechnungslegung in bestimmter Weise beitragen könnte, steht jedoch außer Frage, obwohl dieser Zusammenhang heute noch als unrealistisch gelten mag. Entsprechend kann eine Verbesserung dieser Beziehungen auf der Grundlage einer Ausweitung beispielsweise der Publizität in naher Zukunft nicht erwartet werden. Der in diesem Beitrag gemachte Vorschlag wird jedoch hoffentlich zur Forschung und zu Diskussionen auf diesem Gebiet anregen. Seine Bedeutung mag allerdings vielleicht erst längerfristig erkennbar werden.",https://www.jstor.org/stable/40227379,Management International Review,10.2307_40227379,Management & Organizational Behavior,1978.0,0,2.364818283240311e-05,0,0.0002461633994244039,0,3.8807706005172804e-05
,,,Decruitment: A New Personnel Function,None,https://www.jstor.org/stable/40396935,International Studies of Management & Organization,10.2307_40396935,Management & Organizational Behavior,1982.0,0,1.28552246678737e-05,0,0.0001729824289213866,1,0.9558588862419128
,,,"The ""Little Dragons"" as Role Models",None,https://www.jstor.org/stable/40397154,International Studies of Management & Organization,10.2307_40397154,Management & Organizational Behavior,1990.0,0,0.002812693128362298,0,0.002000950276851654,0,0.0013549273135140538
,,,Measuring and Improving Services Productivity: Public and Private Sectors Compared,Private sector initiatives to enhance productivity are applicable to the public sector. They often involve applications of new technology such as the streamlining of administrative processes by reducing paperwork or improving forecasting. The question is whether some basic organizational and management changes deserve more consideration.,https://www.jstor.org/stable/3380748,Public Productivity & Management Review,10.2307_3380748,Management & Organizational Behavior,1991.0,0,1.4326678865472786e-05,0,0.0005441483808681369,0,8.153129601851106e-05
,,,Consumer Satisfaction and Post-purchase Intentions: An Exploratory Study of Museum Visitors,"This paper examines the relationship between consumer satisfaction and subsequent intentions in the museum context, as well as the moderating influence of demographic characteristics such as gender, age and education in that relationship. The relationship between satisfaction and a range of service elements, overall satisfaction with the experience and intentions was investigated. Museum marketers can profit by examining the “Value chain” of museum experience outlined in the model presented, especially the greater likelihood of consumers recommending the experience to others than making a repeat visit themselves, and by investigating segment differences beyond those reported here. Les auteurs examinent, dans Le contexte muséal, la relation entre la satisfaction et les intentions futures du consommateur, de même que l'influence modératrice de caractéristiques démographiques comme le sexe, l'âge et l'instruction dans cette relation. Ils étudient la relation entre la satisfaction et un éventail d'éléments de service, la satisfaction globale tirée de l'expérience et les intentions. Les spécialistes du marketing auraient avantage à étudier la «chaîne de valeur» de l'expérience muséale illustrée par le modèle présenté, en particulier la plus grande probabilité que les consommateurs recommanderont l'expérience à d'autres plutôt que de revisiter l'exposition, et à examiner les différences entre les segments qui n'ont pas été abordées dans le présent article. En este artículo se analiza la relación que existe, en el ámbito de los museos, entre la satisfacción del consumidor y sus intendones posteriores. Se evalúa también el efecto moderador que ejercen sobre esa relación características demográficas tales como género, edad y nivel educativo. Para ello, se investigó la reladón entre la satisfacción y una sene de elementos que hacen al servicio, la satisfacción global con la experiencia de la visita y las intendones. Puede resultar útil a los responsables del mercadeo de los museos examinar la ""cadena de valor"" de la experienda de visita al museo que se esboza en el modelo presentado, en particular la mayor probabilidad de que el consumidor recomiende la experiencia a otros en lugar de repetirla él mismo. Asimismo, puede ser provechoso investigar otras diferencias de segmentos más allá de las estudiadas en este trabajo.",https://www.jstor.org/stable/41064817,International Journal of Arts Management,10.2307_41064817,Management & Organizational Behavior,2004.0,0,1.3430754734145012e-05,0,0.00019816683197859675,0,0.0008450787281617522
,,,"Justice Constructs, Negative Affectivity, and Employee Deviance: A Proposed Model and Empirical Test","This study tests a model that uses organizational justice variables and the personality trait of negative affectivity to explain two forms of deviant employee behavior. Prior research suggests that deviance can be directed interpersonally or against organizations. We propose a model that links unfavorable perceptions of distributive, procedural, and interactional justice, as well as the dispositional trait of negative affectivity, to both types of deviant acts. To test the model, a survey was distributed to employees from a government agency and an international manufacturer of paper products. Responses to the survey were analysed using structural equation modeling to evaluate the fit of the theoretical model to the data. Results showed that the model fits the data well and that nearly all of the hypothesized relations among constructs were supported. Implications of the results for the prediction and control of deviant behavior are discussed and future research directions are offered.",https://www.jstor.org/stable/3100347,Journal of Organizational Behavior,10.2307_3100347,Management & Organizational Behavior,1999.0,0,5.9765097830677405e-05,0,0.1888006180524826,0,0.017916211858391762
,,,The Pipeline to the Top: Women and Men in the Top Executive Ranks of U.S. Corporations,"People often ask about the pipeline of women in line for the top position in major U.S. corporations. Despite persistent interest in this issue, we do not yet have good answers to the question of how long it will take until more than a token number of women hold the CEO position. This study provides numerical estimates that help to answer this question, and also provides new information regarding the job responsibilities and positions in the executive hierarchy of women and men below the rank of CEO. This article presents the results of an extensive data collection effort that has yielded a comprehensive census of top executives in U.S. Fortune 1000 firms as of the year 2000. With regard to the pipeline to the CEO position, our data suggest that we should expect to see a slow increase in the percentage of CEOs that are women in the next five to ten years. Nevertheless, the percentage of CEOs that are women is likely to remain relatively low. As a result, our estimates suggest that if current trends continue, perhaps 6 percent of CEOs in the Fortune 1000 will be women by 2016. We also document the little known fact that almost 50 percent of the firms in the Fortune 1000 had no women as top executives as recently as the year 2000. Moreover, even firms with women executives generally had only 1 or 2 per firm.",https://www.jstor.org/stable/4166270,Academy of Management Perspectives,10.2307_4166270,Management & Organizational Behavior,2006.0,0,3.377189568709582e-05,0,0.00018891089712269604,1,0.9993651509284973
,,,An Application of Clustering for Strategic Group Analysis,"Taxonomies, factor analysis and clustering are discussed as tools to investigate the structure of competitors within an industry (`strategic groups'). An example using cluster analysis is presented as one means of operationalizing this concept. Careful definition and selection of the dimensions used to identify the boundaries between strategic groups (their mobility barriers) are particularly crucial in the effective application of analytical tools.",https://www.jstor.org/stable/2486242,Strategic Management Journal,10.2307_2486242,Management & Organizational Behavior,1985.0,0,3.99694727093447e-05,0,0.0024822319392114878,1,0.9998120665550232
,,,The Negative Effects of Positive Stereotypes: Ethnicity-Related Stressors and Implications on Organizational Health,"Racism and discrimination are known causes of stress for ethnic minorities. While negative stereotypes may adversely impact health and performance in racial groups, we suggest that positive performance stereotypes may also have adverse effects. Therefore, the preventive management of performance stereotypes through effective coping can improve organizational health. In addition, studies of coping within racial groups aimed at understanding within group variance can lead to the identification of positive coping methods for ethnic minorities.",https://www.jstor.org/stable/4093766,Journal of Organizational Behavior,10.2307_4093766,Management & Organizational Behavior,2004.0,0,6.297291838563979e-05,0,0.007516935467720032,1,0.9999686479568481
,,,French Industrial Cadres as a Culture,None,https://www.jstor.org/stable/40384376,International Studies of Management & Organization,10.2307_40384376,Management & Organizational Behavior,1975.0,0,0.0001546105631859973,0,0.00017469401063863188,1,0.9971596002578735
,,,Top Management Team Tenure and Corporate Illegal Activity: The Moderating Influence of Board Size,"This study examined the relationship between top management team (TMT) tenure and certain types of illegal activity within manufacturing and retail firms, and the moderating influence of board size on this relationship. Using a sample of 221 Fortune 500 firms for the 1998-2002 time period, the results support a positive link between long TMT tenure and the incidence of ""serious,"" ""willful,"" and ""repeat"" OSHA and EPA violations occurring within the sample firms. Further, the results suggest that the number of illegal violations is significantly reduced among those firms having larger boards of directors. Thus, the results offer support for the notion that larger boards may be more effective than smaller boards in carrying out the management oversight function.",https://www.jstor.org/stable/40604516,Journal of Managerial Issues,10.2307_40604516,Management & Organizational Behavior,2005.0,0,6.768972980353283e-06,0,0.010010337457060814,1,0.9792798161506653
,,,Cultural Orientations and Individual Reactions to Organizations: A Study of Employees of Japanese-Owned Firms,"This study concerns cultural differences in the reactions of persons to work organizations. The data pertain to 522 employees of 28 Japanese-owned firms in the United States. First, an additive model of national origin effects showed: (a) that Japanese and Japanese-American employees were more likely than American employees to value paternalistic company behavior; (b) that there were no differences among national origin groups in the extent of personal ties with co-workers; and (c) that there were lower levels of work satisfaction among the Japanese and Japanese-Americans. Second, a model of personal ties and work satisfaction was postulated that allowed effects to vary across national origin categories. Consistent with a view that the Japanese favor vertical social structures, vertical differentiation of the organization's structure had positive effects on the personal ties and work satisfaction of the Japanese and Japanese-Americans but had no effects on the non-Japanese Americans. Furthermore, horizontal differentiation had negative effects on personal ties and work satisfaction for Japanese and Japanese-American workers but had no effect on these variables for non-Japanese Americans. These results were interpreted from a theoretical perspective that stresses the matching of organizational forms to cultural contexts. Such a perspective can be viewed as consistent with recent theoretical constructions of organizations as loosely-coupled systems.",https://www.jstor.org/stable/2392603,Administrative Science Quarterly,10.2307_2392603,Management & Organizational Behavior,1981.0,1,0.5742506384849548,0,0.0005630543455481529,1,0.9927641749382019
,,,Fading Memories: A Process Theory of Strategic Business Exit in Dynamic Environments,This comparative study of the evolution of Intel Corporation's strategic position in two semiconductor memory businesses and in the microprocessor business provides insight into the forces that drive strategic business exit in dynamic environments. Inertial forces caused Intel's distinctive competence to diverge from the evolving basis of competitive advantage in the memory business. Inertial forces also caused Intel's corporate strategy to diverge from strategic actions taken by middle-level managers. Intel's internal selection environment played a key role in the strategic business exit process by causing it to shift the allocation of scarce manufacturing resources from the memory business to the emerging microprocessor business before corporate strategy was officially changed. The paper contributes to the development of theory about the role of strategy in firm evolution by offering insight into how the internal selection environment mediates the coevolution of industry-level sources of competitive advantage and firm-level sources of distinctive competence and into the link between corporate strategy and strategic action.,https://www.jstor.org/stable/2393493,Administrative Science Quarterly,10.2307_2393493,Management & Organizational Behavior,1994.0,0,0.00022918482136446983,0,0.006331187207251787,1,0.9983470439910889
,,,Common Goals and Golden Opportunities: Evaluations of Diversity Education in Academic and Organizational Settings,"Diversity education in academic and business settings has common goals of helping students or employees to learn diversity knowledge, attitudes, and skills. Unfortunately, researchers are missing opportunities to capitalize on the unique characteristics of each setting to answer research questions of general interest We review the research from 1970 to the present reporting evaluations of diversity education initiatives targeting adult learners. We identify a series of unanswered research questions and suggest ways that these questions can be addressed in academic or business contexts.",https://www.jstor.org/stable/40214551,Academy of Management Learning & Education,10.2307_40214551,Management & Organizational Behavior,2008.0,0,4.876161619904451e-05,0,0.0003624335222411901,1,0.9854016304016113
,,,Chefs and occupational culture in a hotel chain: A grid-group analysis,"A fierce recession in the UK between 1991 and 1995 led the hotel group Forte, like most companies, to initiate urgent turnaround and survival policies. This paper reports on a study of chefs' behaviour within Forte Crest Hotels, London, the strain placed on their occupation during this recession and the aftermath of Forte's levered corporate change policies in 1994—95. The enquiry was carried out before the hostile take-over of Forte by Granada in January 1996. Using grid-group analysis, a qualitative study based on structured interviews was undertaken. These interviews were analysed for commonalities and differences within a grid-group analysis framework, which addresses organisational, individual and group behavioural phenomena in a given social context. The findings reveal behavioural insights into the occupational identity of chefs and the allegiance they give to their occupation when faced with a programme of radical change initiated by management.",https://www.jstor.org/stable/23746718,Tourism and Hospitality Research,10.2307_23746718,Management & Organizational Behavior,2001.0,1,0.9991713762283325,0,0.00022952837753109634,1,0.8172746896743774
,,,"Reducing Control Loss in Organizations: The Implications of Dual Hierarchies, Mentoring and Strengthening Vertical Dyadic Linkages","Using Williamson's (1971) control loss model, the relative merits of dual hierarchies (P. B. Evans 1975), strong vertical dyadic linkages, and mentoring for reducing overall control loss are explored. The potential impact for each organizational structure or process is assessed. Simulations are performed to examine the impact of each of these organizational arrangements for organizations with hierarchical levels ranging from 3 to 11 levels. In addition, the effects of deteriorating control at each level are investigated. In the discussion of appropriate control strategies, a number of other organizational characteristics are discussed. I conclude that: 1. Under conditions of sequential or reciprocal interdependence, building uniformly high control efficiency throughout the organization is essential. 2. In small organizations (and those with high turnover) dual hierarchies and cadre relations are appropriate mechanisms for reducing control loss. 3. In large organizations (and those with low turnover) mentoring and cadres are appropriate.",https://www.jstor.org/stable/2631815,Management Science,10.2307_2631815,Management & Organizational Behavior,1984.0,0,1.0337037565477658e-05,0,0.00013343985483516008,1,0.978101909160614
,,,Retaining Talent: Replacing Misconceptions With Evidence-Based Strategies,"Despite extensive scholarly research and organizational interest in employee turnover, there remains a gap between science and practice in this area. This article bridges this gap and replaces several misconceptions about turnover with guidelines for evidence-based retention management strategies focused on shared understanding of turnover, knowledge of cause-and-effect relationships, and the ability to adapt this knowledge and apply it to disparate contexts. We provide new tools such as an illustration of the relative strength of turnover predictors, a summary of evidence-based HR strategies for managing turnover, and a new framework for implementing evidence-based retention strategies. We conclude with a research agenda to build on this evidence-based understanding.",https://www.jstor.org/stable/25682398,Academy of Management Perspectives,10.2307_25682398,Management & Organizational Behavior,2010.0,0,3.0091043299762532e-05,1,0.9807685017585754,1,0.9787452220916748
,,,A Comparative Study of Patterns of Influence in United States and English Universities,"University-environment relations, administration, and the functioning of organizational subunits are considered in a cross-cultural comparison of universities in two countries. The distribution of influence is analyzed in terms of the sharing of influence in decision making across hierarchical levels. A distinction is drawn between decentralization and collegiality. Data were collected from a stratified random sample of 80 academic departments in 46 major universities in the United States and 12 schools of study in 2 English universities. Results indicate that influence in decision making is shared in universities in both countries-with variations due to discipline and subunit reputation-and that there is less collegiality within subunits and greater decentralization in English schools. The effects of size on distributions of influence and the impact of differential patterns of faculty time use are also considered.",https://www.jstor.org/stable/2391882,Administrative Science Quarterly,10.2307_2391882,Management & Organizational Behavior,1976.0,0,1.981417699425947e-05,0,0.00011578965495573357,1,0.8199662566184998
,,,The Role of Entry Barriers in the Development of the Offshore Supply Sector in Scotland,This paper examines the offshore oil supply sector and shows how the entry barriers experienced by new supply firms are imposed not by other supply firms but by the oil companies. This is done to ensure product quality and reliability of service rather than the more general attention to price considerations. The range of entry barriers are discussed in relation to key characteristics of the oil industry. As a spin-off this experience appears to have generated a more responsive attitude towards technological and commercial change throughout Scottish industry.,https://www.jstor.org/stable/2487428,Managerial and Decision Economics,10.2307_2487428,Management & Organizational Behavior,1980.0,0,5.038824019720778e-05,0,0.026537790894508362,1,0.833340585231781
,,,Prevalence of Work-Family Conflict: Are Work and Family Boundaries Asymmetrically Permeable?," This study tested Pleck's (1977) hypothesis concerning gender differences in the relative permeability of work and family boundaries. Data were obtained from a randomly drawn community sample of 631 employed adults (278 men; 353 women). Respondents reported that work interfered with family life (W → F conflict) more frequently than family life interfered with work (F → W conflict). These results suggest that work and family boundaries are indeed asymmetrically permeable with family boundaries being more permeable than work boundaries. However, there was no evidence of gender differences in the pattern of asymmetry, indicating that the dynamics of work and family boundaries may operate similarly among men and women. Implications for future research are discussed. ",https://www.jstor.org/stable/2488392,Journal of Organizational Behavior,10.2307_2488392,Management & Organizational Behavior,1992.0,0,1.6222167687374167e-05,0,0.001308028819039464,1,0.8542560338973999
,,,Sex Segregation of Work in Finland and the Quality of Women's Work,The Finnish labor market is sharply segregated by sex. This is a statistically well-documented fact and holds true for all Western European market economies. The aim of this article was to find out whether women profit (regarding the quality of their work) from performing the same sort of work as men. The qualitative aspects of work were the following: autonomy at work; lack of routinization of work; the compulsory rhythm of work; and the demands for social skills. We also analyzed monthly pay and its variation according to functional segregation of work. The empirical data came from the Finnish Study on Working Conditions (1984) which is a representative sample of the Finnish wage-earning population with 4502 persons of whom 48 per cent were women and 52 per cent men. Our results indicate that women often profit from the fact that they perform the same sort of work as men. This profit was more apparent for white-collar than for blue-collar women. For men the effects of segregation on job characteristics were the opposite. They often profit from sex segregated work. Social status played a major role regarding the qualitative aspects of work.,https://www.jstor.org/stable/2488137,Journal of Organizational Behavior,10.2307_2488137,Management & Organizational Behavior,1988.0,0,6.623587978538126e-06,0,0.0005393971223384142,1,0.9995964169502258
,,,Innovations as Catalysts for Organizational Change: Shifts in Organizational Cognition and Search,"This paper uses data on radio format changes to test hypotheses on innovations as catalysts for nonmimetic change in organizations. Innovations are difficult to interpret using existing schemata, causing organizations to search for information on the opportunities and threats implicit in observed innovations. Such search may lead to mimetic adoption of the innovation or, more likely, to more varied nonmimetic change. Results show an effect of innovations on the rate of nonmimetic change in radio markets, with innovations in large or nearby markets having greater effect and innovations by large organizations having less effect. The social and competitive relations of the innovator to a given organization are thus modifiers of the catalytic effect. These findings have implications for theories of innovation, competition, and organizational isomorphism.",https://www.jstor.org/stable/2666979,Administrative Science Quarterly,10.2307_2666979,Management & Organizational Behavior,2000.0,1,0.9973893761634827,0,0.001602440606802702,1,0.9941343665122986
,,,The Organizational Context of Human Factors Engineering,"Human factors engineering concerns the design of equipment in accordance with the mental and physical characteristics of operators. Human factors engineers advise design engineers, but the organizational context limits their influence and restricts their perspective. The discussion of organizational context in this paper explains why military and industrial top management personnel are indifferent to good human factors design and shows how the social structure favors the choice of technologies that centralize authority and deskill operators and how it encourages unwarranted attributions of operator error. The role of equipment and system design in shaping cognitive maps and mental models is explored, and the technology-social structure paradigm is questioned.",https://www.jstor.org/stable/2393007,Administrative Science Quarterly,10.2307_2393007,Management & Organizational Behavior,1983.0,0,0.08744150400161743,0,0.00016985619731713086,0,0.006954753305763006
,,,Commitment to a Policy Decision: A Multi-Theoretical Perspective,"Subjects in an experimental simulation played the role of a decision maker in the World Bank. This simulation was designed to tap some variables relevant for policy situations and to compare specific predictions derived from six psychological theories. Subjects were asked to allocate resources to one of several courses of action and their commitment was measured following a financial setback. Causal information pertaining to the financial setback was experimentally manipulated as was prior success or failure experience. The results showed that individuals may process information differently after a failure as opposed to a success experience, and that this differential processing may account for differences in commitment to policy decisions.",https://www.jstor.org/stable/2392433,Administrative Science Quarterly,10.2307_2392433,Management & Organizational Behavior,1978.0,0,2.1190100596868433e-05,0,0.00024290238798130304,0,6.546257645823061e-05
,,,Managing in the Québec Style: Originality and Vulnerability,None,https://www.jstor.org/stable/40397182,International Studies of Management & Organization,10.2307_40397182,Management & Organizational Behavior,1991.0,1,0.7462568879127502,0,0.0005203397595323622,0,0.001817679381929338
,,,Simplifying the Choice between Uncertain Prospects Where Preference Is Nonlinear," This work makes analytical progress in reducing or avoiding two practical difficulties in using preference or utility theory in the analysis of decisions involving uncertainty: (1) assessing the preference curve, and (2) doing calculations with the resultant curve, which may not have an analytically-convenient functional form. The paper identifies circumstances under which simplifications can be found which overcome these difficulties, while at the same time properly reflecting attitude towards risk in the analysis. It is assumed that a decision-maker must choose between risks <tex-math>$\tilde{w}_{1}$</tex-math> and <tex-math>$\tilde{w}_{2}$</tex-math>. He wishes to make decisions consistent with a preference curve u (·) which exists, but has not necessarily been assessed, so he can choose i to maximize expected preference, <tex-math>$Eu(\tilde{w}_{i})$</tex-math>. Most results require that the cumulative probability distribution of <tex-math>$\tilde{w}_{1}$</tex-math> and <tex-math>$\tilde{w}_{2}$</tex-math> cross at most once. The results are widely but not universally applicable. Situations are identified where an easy-to-assess, easy-to-analyze preference curve will serve as a proxy for the decision-maker's own preference curve. These situations permit use of any preference curve from a class having a specified relationship with the decision-maker's curve. For example, in some instances a negative exponential (constant risk aversion) preference function can be used in place of the decision-maker's curve, and in others an expected value analysis will suffice. ",https://www.jstor.org/stable/2629737,Management Science,10.2307_2629737,Management & Organizational Behavior,1974.0,0,1.8223248844151385e-05,0,0.003955809399485588,0,0.0005042623379267752
,,,Evolution of Arts and Cultural Management Research Over the First Ten AIMAC Conferences (1991-2009),"The authors review the papers presented at all conferences of the International Association of Arts and Cultural Management (AIMAC) from 1991 to 2009 in order to observe which topics have been researched and to analyze trends. The results show that most papers have been related to the arts rather than the cultural industries and that marketing, management and consumer behaviour have been the principal areas of research. The authors also note a shift in research from management and cultural policy issues towards marketing, consumer behaviour and technology issues. Findings related to the number of authors presenting papers and their countries of residence are also discussed. Les auteurs étudient les communications présentées à toutes les conférences de l'Association internationale de management des arts et de la culture tenues entre 1991 et 2009 pour découvrir quels sujets ont fait l'objet de recherches et pour analyser les tendances. Les résultats indiquent que la plupart étaient en lien avec les arts plutôt qu'avec les industries culturelles et que le marketing, le management et le comportement du consommateur ont constitué les principaux domaines d'étude. Les auteurs observent aussi une évolution de la recherche, passant des questions de gestion et de politique culturelle à des sujets relatifs au marketing, au comportement du consommateur et à la technologie. Ils discutent également des résultats obtenus sur le nombre d'auteurs présentant une communication et sur leurs pays de résidence. Los autores examinan los trabajos presentados en las conferencias de la Asociación Internacional de Arte y Gestión Cultural (AIMAC) desde 1991 hasta 2009 con el fin de determinar los temas investigados y analizar las tendencias que se desprenden. Los resultados muestran que la mayoría de los trabajos se enfocan sobre las artes, y no sobre las industrias culturales, teniendo como principales áreas de investigación el marketing, la gestión y el comportamiento del consumidor. Los autores también señalan un cambio en los campos de interés investigativo y observan menor énfasis en la gestión y las cuestiones de político cultural y mayor número de estudios sobre la comercialización, el comportamiento de los consumidores y la tecnología. Los autores presentan también conclusiones en cuanto a la relación entre el número de autores que presentan trabajos y sus países de residencia.",https://www.jstor.org/stable/41721106,International Journal of Arts Management,10.2307_41721106,Management & Organizational Behavior,2011.0,0,0.0001621931151021272,0,0.003516308730468154,0,2.048597343673464e-05
,,,Cross-Cultural Analysis of Cognitive Systems in Organizations: A Comparison between Japanese and American Organizations,This paper reports the results of comparative analyses of the cognitive systems of Japanese and American organizational members. Ethnoscientific or cognitive-anthropological procedures were utilized in organizational situations. Multidimensional scaling and hierarchical cluster analysis were employed to create the conceptual maps that visually present the cognitive systems shared by organizational members. The results provide important implications for designing effective behavioral styles in MNCs where conflicts are likely to be caused by cultural differences in cognitive systems.,https://www.jstor.org/stable/40228065,MIR: Management International Review,10.2307_40228065,Management & Organizational Behavior,1991.0,0,0.4429156482219696,0,0.0002718216273933649,0,0.035785458981990814
,,,"A Taxonomy of Technological Settings, with Related Strategies and Performance Levels","In this study, businesses were categorized into six groups on the basis of their methods of production, rates of innovation, and product sophistication. Technology, strategy, and performance-related variables were then used to successfully relate these categories to archetypes in three existing conceptual typologies. Although the strategies of the six groups differed significantly, their profitability levels did not.",https://www.jstor.org/stable/2486249,Strategic Management Journal,10.2307_2486249,Management & Organizational Behavior,1988.0,0,3.979584653279744e-05,1,0.9999382495880127,0,0.0010440278565511107
,,,Creating Transformational Executive Education Programs,"This essay concerns the design of transformational executive programs. A transformational program presupposes a change in behavior of the attending executive so that the latter becomes more effective in personal or organizational change. To understand what influences the transformational process three triangular conceptual frameworks (building on the short-term dynamic psychotherapy tradition) are presented: the mental life triangle, the conflict triangle, and the relationships triangle. The first shows that cognitive and emotional processes need to be taken into consideration to create changes in behavior. The second describes the sources of thoughts and feelings that may prompt anxiety and cause defensive reactions prohibiting change and productive use of talents. The third relationships triangle explains how an individual's previous experiences create patterns of response that are repeated throughout life and can become dysfunctional. Five major challenges in program design are also examined: selecting participants; identifying the focal issue on which participants need to work; the creation of a safe transitional space that enables the change process; using the group dynamic to foster transformation and to arrive at internalization of the change process; and the educational implications for faculty, facilitators, and coaches.",https://www.jstor.org/stable/40214463,Academy of Management Learning & Education,10.2307_40214463,Management & Organizational Behavior,2007.0,0,2.8934440706507303e-05,0,0.00040128224645741284,0,0.002328872215002775
