stance twd. relt persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,Neighbourhood Units and Social Control in the New Housing Estates in Poland,None,https://www.jstor.org/stable/44817078,The Polish Sociological Bulletin,10.2307_44817078,Sociology,1973.0,0,1.5965446436894126e-05,0,0.00032987334998324513,0,0.03626870736479759
,,,"Segregation, mistrust and minorities","Generalized trust is a value that leads to many positive outcomes for a society. It is faith in people you don't know who are likely to be different from yourself. Yet, several people, most notably Robert Putnam, now argue that trust is lower when we are surrounded by people who are different from ourselves. I challenge this view and argue that residential segregation rather than diversity leads to lower levels of trust. Integrated and diverse neighborhoods will lead to higher levels of trust, but mainly if people also have diverse social networks. I examine the theoretical and measurement differences between segregation and diversity and summarize results on how integrated neighborhoods with diverse social networks increase trust in the US and the UK.",https://www.jstor.org/stable/23890260,Ethnicities,10.2307_23890260,Sociology,2010.0,0,2.8600028599612415e-05,0,0.000733247899916023,1,0.9986920952796936
,,,"Textual Travel: Creating the Homespace and the Search for Belonging in Michael Ondaatje's ""Running in the Family""",None,https://www.jstor.org/stable/23655090,Asian Journal of Social Science,10.2307_23655090,Sociology,2003.0,0,0.0333765409886837,0,0.00021523694158531725,0,0.0011160143185406923
,,,On Spiritual Edgework: The Logic of Extreme Ritual Performances,"Religion as a socialform is constructed to provide adherents with a sense of empowerment and control. Rituals that involve a risk of physical or psychological injury or even death therefore would appear anomalous and indeed are frequently the objects of social scientific and journalistic denigration. Firewalking and serpent handling exemplify such rituals. I argue that these two radical ritual practices, which I term spiritual edgework, provide a valuable sociological window on how radical ritual practices are socially constructed. The social construction process involves the identification of a mythically relevant edge that offers: both contingency and certainty; individual and collective preparation for the impending edgework during which tensions are elevated for later ritual resolution; a ritualized process for successfully navigating the edge; and postedgework accounts that neutralize potential disconfirming injuries or deaths.",https://www.jstor.org/stable/4621981,Journal for the Scientific Study of Religion,10.2307_4621981,Sociology,2007.0,1,0.9496844410896301,0,0.0006923251785337925,0,0.0005213834811002016
,,,Science in Social Practice,None,https://www.jstor.org/stable/23250401,Social Thought & Research,10.2307_23250401,Sociology,2000.0,0,0.0013664152938872576,1,0.7590991854667664,0,0.00013899033365305513
,,,On the Assumptions of Research on Historical Consciousness: A Critique and a Proposal,None,https://www.jstor.org/stable/20006908,"International Journal of Politics, Culture, and Society",10.2307_20006908,Sociology,1989.0,1,0.9998935461044312,1,0.9300236701965332,0,0.00027706852415576577
,,,The DSM as a Moving Laboratory: The Role of the Diagnostic Manual in the Stabilizing and Objectivization of Pharmaceutical Reason,"The aim of this article is to trace the paradigm shift that occurred in psychiatry in the 1970s. This change had a key impact on the social perception of health and illness. The theoretical framework of the text is actor-network theory (ANT) and science and technology studies (STS), which deal with the influence of technoscience on society. Using the model of laboratory practice produced within their framework, I attempt to show how the creation of a new diagnostic manual resembled constructing an innovation in a special environment for the purpose of achieving replicable results and controlling the invention's operation outside the context of creation. In the second part of the text I will deal with the new medical rationale, defining the concept of 'pharmaceutical reason' and linking its model of human health with the process of biomedicalization. At the end I cite research referring to the use of the diagnostic manual in medical practice.",https://www.jstor.org/stable/24371579,Polish Sociological Review,10.2307_24371579,Sociology,2015.0,0,0.1804606318473816,1,0.9955418705940247,0,7.760446169413626e-05
,,,"Egalitarianism, Housework, and Sexual Frequency in Marriage","Changes in the nature of marriage have spurred a debate about the consequences of shifts to more egalitarian relationships, and media interest in the debate has crystallized around claims that men who participate in housework get more sex. However, little systematic or representative research supports the claim that women, in essence, exchange sex for men's participation in housework. Although research and theory support the expectation that egalitarian marriages are higher quality, other studies underscore the ongoing importance of traditional gender behavior and gender display in marriage. Using data from Wave II of the National Survey of Families and Households, this study investigates the links between men's participation in core (traditionally female) and non-core (traditionally male) household tasks and sexual frequency. Results show that both husbands and wives in couples with more traditional housework arrangements report higher sexual frequency, suggesting the importance of gender display rather than marital exchange for sex between heterosexual married partners.",https://www.jstor.org/stable/23469207,American Sociological Review,10.2307_23469207,Sociology,2013.0,0,4.610610631061718e-05,1,0.9993027448654175,1,0.9965464472770691
,,,System and Class: The Subversion of Emancipation,None,https://www.jstor.org/stable/40970353,Social Research,10.2307_40970353,Sociology,1978.0,0,0.0002051289047813043,1,0.8183682560920715,0,0.00031102358479984105
,,,Index: An Informant-Defined Experiment in Social Structure,"This paper describes an informant-defined experiment, designed to answer the questions ""whom does any informant know, and why?"" Each of 50 informants was allowed to ask an unlimited number of questions about each of 50 target persons (all mythical, each with a created life history). When informants felt they had enough information, they told us which of their acquaintances was most likely to know the target person, or, more precisely, could serve as the first step in a chain of acquaintances. The data show that four basic questions (location, occupation, age, and sex) account for more than 50 percent of questions asked, and a basic collection of six or seven questions would suffice for most circumstances. Less often used questions tend to be employed only when the basic set produces no useful information for that informant. The (verbal) reasons given for a choice could be succinctly defined using no more than four concepts. Analysis of these reasons shows that the basic pattern occurs throughout: location is important when the target is near, in a big town, and has a low occupation rating; occupation is important when the reverse holds.",https://www.jstor.org/stable/2578077,Social Forces,10.2307_2578077,Sociology,1982.0,0,5.292032437864691e-05,1,0.9999082088470459,1,0.7618183493614197
,,,THE BEHAVIOR OF REGULATORY AGENCIES,None,https://www.jstor.org/stable/29768003,Review of Social Economy,10.2307_29768003,Sociology,1971.0,1,0.9974533915519714,1,0.9997076392173767,0,0.0006403633742593229
,,,Measuring Public Sector Size in the Advanced Market Economy Countries: The Problem of Deflators,"A great deal of scholarly attention has been directed to understanding the causes of the growth of the public sector in the developed market economy countries in recent decades. Unfortunately, this literature has been clouded by uncertainty over measurement of the central variable at issue, the relative size of the public sector. Traditionally, public sector size has been measured as the ratio of government expenditures to GDP, with both figures expressed in current national currencies. Recently, however, this standard approach has been criticized by those who argue that figures for government expenditures and GDP should be separately deflated to account for different rates of inflation in the public sector and the economy as a whole. The purpose of this paper is to explore the empirical relationship between same- and different-deflator indicators of public sector size, focusing on social expenditures in 19 developed market economy countries over the period 1960-1981. The analysis finds that same- and different-deflator indicators are generally strongly correlated and that the choice of deflators, while of some importance, is not of overriding significance in assessing four major explanations of public sector growth in the countries examined.",https://www.jstor.org/stable/27520967,Social Indicators Research,10.2307_27520967,Sociology,1992.0,0,1.4757026292500086e-05,1,0.9999361038208008,0,0.001118714571930468
,,,Intergenerational Relationships in Families from Turkey and Germany: An Extension of the 'Value of Children' Approach to Educational Attitudes and Socialization Practices,"The approach of 'value of children' studies is extended to a general rational choice model of intergenerational relationships, including fertility behavior as well as normative orientations to sex-roles, educational attitudes, early child-care and socialization practices. This model is empirically tested by a cross-cultural comparison which includes five groups of families: (i) West German families; (ii) Turkish migrant families of the second generation which were constituted after migration to West Germany; (iii) Turkish migrant families of the first generation, for which marriage took place before migration; (iv) Turkish re-immigrant families, which returned after a stay in West Germany to Turkey; (v) Turkish families. In the mother tongue interview with fathers or mothers a specific 'target child' was chosen, whose age, sex and birth place is known. The parent was asked about his/her educational aims and attitudes and early child care and socialization practices in relation to this child. Empirical results are presented to show similarities and differences for the subpopulations under consideration. These data show the impact of socio-structural conditions on various levels, including cross-cultural comparisons as well as comparisons of immediate living conditions, in combination with individual options as indicated by education and status of family members, on the constitution of specific intergenerational relationships. They support the extension of the 'value of children' approach to parent-child relationships in general.",https://www.jstor.org/stable/522339,European Sociological Review,10.2307_522339,Sociology,1989.0,0,4.509049540502019e-05,1,0.9960116147994995,1,0.6313797831535339
,,,Amplifying Public Opinion: The Policy Impact of the U.S. Environmental Movement,"Time-series data from 1960-1998 is used to test hypotheses regarding the impact of protest and public opinion on the passage of U.S. environmental legislation. An amplification model of policy impact is introduced which posits that protest affects legislative action independent of public opinion as suggested by protest event theorists, whereas the impact of public opinion on legislative action is greater depending on the level of protest. Evidence is found for the existence of an amplification mechanism between environmental movement protest and public opinion, where public opinion affects policy above and beyond its independent effect when protest raises the salience of the issue to legislators. These findings point to the need to restructure analyses of the impact of social movements on public policy.",https://www.jstor.org/stable/4495000,Social Forces,10.2307_4495000,Sociology,2007.0,1,0.7562476992607117,1,0.9997681975364685,0,0.00033278821501880884
,,,THE CHANGING TRAJECTORY OF CONSTRUCTING THE OTHER: WEST EUROPE AND SOUTH ASIA,None,https://www.jstor.org/stable/23620371,Sociological Bulletin,10.2307_23620371,Sociology,1994.0,0,0.4583025574684143,1,0.931459903717041,1,0.9762986302375793
,,,"Toward Kinder, Gentler Uses for Testosterone",None,https://www.jstor.org/stable/657992,Theory and Society,10.2307_657992,Sociology,1993.0,1,0.9958493709564209,1,0.9846238493919373,1,0.9643543362617493
,,,Economic Reform in China: Some Observations,None,https://www.jstor.org/stable/3520232,Social Scientist,10.2307_3520232,Sociology,1987.0,0,0.00022725820599589497,1,0.9999275207519531,0,0.0032283097971230745
,,,Path Dependence in Historical Sociology,None,https://www.jstor.org/stable/3108585,Theory and Society,10.2307_3108585,Sociology,2000.0,0,1.671024801908061e-05,1,0.9999719858169556,0,0.02946801856160164
,,,"Language, Audience, and the Transformation of Disputes","This article develops an analytic framework for comparing dispute processing within a single institution and across different cultures, by focusing on the transformation of disputes. Case studies from diverse nonwestern and western settings are examined to show how disputes change as they are processed in response to the interests of various participants. Disputants, supporters, third parties, and relevant publics seek to rephrase and thus transform a dispute by imposing established categories for classifying events and relationships (narrowing), or by developing a framework which challenges established categories (expansion). Disputes may be expanded by adding new issues, by enlarging the arena of discussion, or by increasing the number and type of active participants. Thus, how the dispute is defined (language) and the roles played by various participants are critical features of the dispute. We focus on the agent of transformation, with special attention to the degree of audience participation, particularly in dispute expansion. We suggest the importance of expansion as a mechanism through which new rules emerge in the legal process, and through which social change is linked to legal change.",https://www.jstor.org/stable/3053512,Law & Society Review,10.2307_3053512,Sociology,1980.0,0,0.23831212520599365,1,0.9999173879623413,0,0.0003349874750711024
,,,THE IMPORTANCE OF FAMILY AND NETWORK OF OTHER RELATIONSHIPS IN CHILDREN'S SUCCESS IN SCHOOL,"In their book, Public and Private High Schools: The Impact of Communities (1987), Coleman and Hoffer depict an American society and a state secondary school system which are severely constrained because of the declining social capital in society. This article discusses the finding and conclusions of the Coleman and Hoffer study regarding social capital and considers their implications for Catholic schools in particular and for schools generally in Western societies. The last part of the article suggests possible future directions that might be taken by government, schools, parents and industry to preserve and nurture the social capital which is so important for success in education.",https://www.jstor.org/stable/23028509,International Journal of Sociology of the Family,10.2307_23028509,Sociology,1990.0,0,0.0001663985603954643,1,0.9957489967346191,0,0.0006331082549877465
,,, Adam Podgórecki's Sociology of Law: The Invisible Factors of the Functioning of Law Made Visible ,None,https://www.jstor.org/stable/3053325,Law & Society Review,10.2307_3053325,Sociology,1977.0,0,0.006870027631521225,1,0.9939537644386292,0,0.0005331086576916277
,,,Intergenerational Differences and Similarities in Life-Sustaining Treatment Attitudes and Decision Factors,"A cross-sectional sample of members of 3-generation families was used to evaluate life-sustaining medical treatment attitudes and decision factors for oneself and for parents. Results show that the older generation (G1) perceived mental capacity, family burden, and pain as the most important considerations. Among the middle generation (G2), family burden was not an important factor, but the type of life-sustaining treatment was important. The youngest generation (G3) was similar to the other two generations in that mental capacity and pain were important, but a smaller percentage of the G3s considered this important.",https://www.jstor.org/stable/3700298,Family Relations,10.2307_3700298,Sociology,2002.0,0,1.7487909644842148e-05,0,0.0008601589361205697,0,0.030962936580181122
,,,Making Multicultural Environmental Education a REALITY,None,https://www.jstor.org/stable/41554237,"Race, Poverty & the Environment",10.2307_41554237,Sociology,1996.0,0,0.0002515868400223553,0,8.432693721260875e-05,0,0.0007095760083757341
,,,Individual-Level Determinants of Social Capital in Europe: Differences between Country Groups,"This article investigates the effect that various individual-level determinants have on social capital, this in order to find out whether there are differences between transition and non-transition countries in Europe. The novelty lies in more comprehensive sets of both the determinants and the dimensions of social capital covered. Data from the World Values Survey of 31 European countries (including 16 transition countries) are analysed. Based on estimates of the measurement and structural model of all countries individually, the countries are clustered within three groups to facilitate comparison of transition and non-transition countries. In previous results, the findings of this study provide support for the argument that the sources of social capital are remarkably different between transition and non-transition countries. Moreover, the results indicate that subgroups have to be distinguished within both of these country groups.",https://www.jstor.org/stable/20460044,Acta Sociologica,10.2307_20460044,Sociology,2008.0,0,6.592237241420662e-06,0,0.0003118044405709952,0,0.04375588521361351
,,,SOME NOTES ON LOCAL LEVEL POLITICAL ACTIVISM,None,https://www.jstor.org/stable/20830768,Sociological Focus,10.2307_20830768,Sociology,1970.0,0,0.0002547519688960165,0,0.00013816275168210268,0,0.00010267915786243975
,,,the roots of american decline,None,https://www.jstor.org/stable/41960690,Contexts,10.2307_41960690,Sociology,2011.0,0,0.000496505934279412,0,0.0017838614294305444,0,0.0013445966178551316
,,,Front Matter,None,https://www.jstor.org/stable/10.1525/sp.2009.56.4.fm,Social Problems,10.1525_sp.2009.56.4.fm,Sociology,2009.0,0,0.0008894225466065109,0,0.00015609215188305825,0,0.0031020776368677616
,,,Energy Conservation and Rural Alternative Lifestyles,"Exploration of the energy consumption pattern of a northern California ""homesteading"" population reveals a very low level of energy use in this group compared to the general population nationwide, including the latter's poorest segments. Several possible interpretations of this pattern of apparent ""voluntary simplicity"" are critically compared. Social scientists as well as participants are inclined to offer either functional or historical interpretations of alternative settlements or ways of life, and in doing so tend to neglect the social movement characteristics and the social construction of lifestyles. Some policy implications of this research are noted.",https://www.jstor.org/stable/800149,Social Problems,10.2307_800149,Sociology,1980.0,0,3.643063246272504e-05,0,0.0004970699083060026,0,0.0005644998163916171
,,,"THE WORLD BANK, POPULATION CONTROL AND THE AFRICAN ENVIRONMENT","Successive World Bank reports identify as the major problem facing African countries the nexus among population growth, agricultural production, and environmental degradation. The message: more people; less land; lower productivity; less food, appears self-evident. These assumptions displace any empirical examination of African demography, environmental change and food production, and the relations among them, which would undermine the simplistic and unilinear logic of the World Bank's reports. These documents can be understood as a form of 'development discourse', constructing African societies as in need of 'development' through the established policies of the World Bank and in accordance with the assumptions of the 'development community'.",https://www.jstor.org/stable/44461255,South African Sociological Review,10.2307_44461255,Sociology,1992.0,0,3.154026489937678e-05,0,0.00027324320399202406,0,0.16775351762771606
,,,"Mother, Father, and Self: Sources of Young Adults' God Concepts","Following developmental attachment theory, we predicted a path in which nurturing parents affect young adults' self-concepts and self-esteem, which in turn predicts the image of a nurturing God. To ascertain how images of parents and images of self predict God images, 132 young adults aged 18-22 (M = 19) completed the Tennessee Self-Concept Scale, and a six-item measure of God's perceived involvement in their lives (religiosity scale). In a follow-up interview, they rated their parents, God, and selves on scales of closeness, nurturing, power, and punishing/judging. For men, mothers were responsible, more than fathers, for creating a climate for sons' self-esteem through nurturance and discipline, which in turn contributed to seeing God as nurturing, feeling close to God, and being more religious. For women, mothers and fathers created a model of nurturance and power, which contributed to seeing God as nurturing and powerful. Punishing/judging parents directly affected punishing/judging God images in these young adults. Men perceived God to be more punishing/judging than did women, while women perceived God to be more nurturing. Even in adulthood, parents, especially mothers, continue to exert influences on young adults' faith and images of God.",https://www.jstor.org/stable/3590617,Journal for the Scientific Study of Religion,10.2307_3590617,Sociology,2006.0,0,0.11990910023450851,0,0.0003712496836669743,0,0.0014617095002904534
,,,On the Interpretation of Density Dependence in Rates of Organizational Mortality: A Reply to Petersen and Koput,None,https://www.jstor.org/stable/2096113,American Sociological Review,10.2307_2096113,Sociology,1991.0,1,0.5909695625305176,0,0.0005013610934838653,1,0.9999786615371704
,,,Gendered Labor,"This project is an excerpt from an ongoing ethnographically based exploration of Black women hair care professionals in the Los Angeles area and the domesticity of public service. The work extrapolates and applies the narrated experiences of the Black woman hair care professional (BWHCP) into the interlocking spheres of race, culture, performance, and the social marketing of identity in both the formal and informal economy. The project is an experimental ethnography working at the intersections of critical and interpretive methodologies that foreground the author/ethnographer's critical and poetic reflections on the process of interpreting ethnographic data and the experience of engaging the cultural familiar. The project further argues that in the practices and cultural performances of these women — the local is political and the political is global.",https://www.jstor.org/stable/10.1525/irqr.2008.1.2.145,International Review of Qualitative Research,10.1525_irqr.2008.1.2.145,Sociology,2008.0,1,0.7277042865753174,0,0.0004267646581865847,0,0.3765239417552948
,,,The Romantic Antecedents of Meadian Social Psychology,Mead's life-long interest in Romanticism is the least studied aspect of his work. As summarized in ,https://www.jstor.org/stable/10.1525/si.1984.7.1.43,Symbolic Interaction,10.1525_si.1984.7.1.43,Sociology,1984.0,0,0.0016714383382350206,0,0.0002511317143216729,0,0.0010894174920395017
,,,Equal Rights/Equal Marriage: Creating Spaces for Jurisgenerative Praxis,"In Canada, particularly since the protection of minority rights under the Charter, rights rhetoric and judicial challenges have emerged as a critical means of redressing the inequity experienced by subordinated peoples and groups - thereby privileging law and its accompanying equality framework as an agent of enfranchisement. Undoubtedly, no other social group has witnessed such rapid advancement of their rights via legal activism in the Canadian policy landscape as has the LGBTQ community – including access to marriage. This paper uses findings from a qualitative study with LGBTQ individuals who married their same-sex partners to increase our understanding of the impact of the Equal Marriage Charter challenge and associated equality discourse as a mechanism for, or moment of, jurisgenerative praxis for LGBTQ people choosing same-sex marriage.",https://www.jstor.org/stable/humjsocrel.38.79,Humboldt Journal of Social Relations,10.2307_humjsocrel.38.79,Sociology,2016.0,0,0.07840758562088013,0,0.00019901891937479377,0,0.016165154054760933
,,,Rise of the Carceral State,None,https://www.jstor.org/stable/40971941,Social Research,10.2307_40971941,Sociology,2007.0,0,4.449997140909545e-05,0,0.00019204926502425224,0,0.22684673964977264
,,,The Antiracist Origin of the Quota System,None,https://www.jstor.org/stable/40972243,Social Research,10.2307_40972243,Sociology,2010.0,0,0.24167795479297638,0,0.00038880191277712584,1,0.8291518688201904
,,,The Organization of Students for Instruction in the Middle School,"This article examines two aspects of the practice of tracking students for instruction in the middle school: the structure of a tracking system and the process of assigning students to track levels. Relying on existing conceptualizations of track formation and assignment, it argues that certain aspects of tracking are primarily a response to organizational constraints within a school and are not governed solely by students' learning needs. Analyses of longitudinal data on 1,669 students in several middle schools reveal that the number; stability; and, to some extent, the size of tracks are determined independently of characteristics of the student population distribution. Students' assignments to tracks are strongly influenced by their track history, as well as by prior achievement, and there is a modest independent influence of select background characteristics. Inequalities associated with these features of tracking are discussed and policy changes are suggested.",https://www.jstor.org/stable/2112678,Sociology of Education,10.2307_2112678,Sociology,1992.0,0,9.082481847144663e-05,0,0.0051542017608881,1,0.9788206219673157
,,,Socialist States in the Capitalist World-Economy,"Recent developments in the Marxist theory of the state and the emerging world-system perspective cast new light on the nature of the contemporary ""socialist"" states and their role in the larger capitalist world-economy. This essay reviews these theoretical developments, discusses the nature of socialism as a socioeconomic system, and suggests a reinterpretation of the history of the countries in which socialist movements have taken state power. I consider the socialist states to represent the intentional logic of socialism, much as labor unions and workers' parties do. But I argue that they have not been able to successfully create a fully institutionalized socialist socioeconomic system because the forces of the capitalist world-economy have shaped the socialist states so that they now play a functional role in the reproduction of capitalism. I discuss the implications of this development for the transition to socialism on a world scale.",https://www.jstor.org/stable/800193,Social Problems,10.2307_800193,Sociology,1980.0,0,0.010467368178069592,0,0.013286509551107883,0,0.00046167426626197994
,,,"Child Depressive Symptoms, Spanking, and Emotional Support: Differences between African American and European American Youth","Using data from the National Longitudinal Survey of Youth-Mother and Child samples, we explored the relationships among child and adolescent depressive symptoms, spanking, and emotional support offered to youth. We present cross-sectional and change models for both African Americans and European Americans. Findings showed that regardless of race, spanking is associated with more depressive symptoms in the cross-sectional analysis but does not appear to maintain this relationship over time. With regard to emotional support, depressive symptoms for African American youth are inversely related to the emotional support their mothers provide for them in cross-sectional models, but the benefit does not persist in our change models. For European American children and adolescents, emotional support is associated with fewer depressive symptoms in the short term and over time.",https://www.jstor.org/stable/20456797,Family Relations,10.2307_20456797,Sociology,2008.0,0,1.067043558578007e-05,0,0.00022945967793930322,1,0.9860862493515015
,,,Race/Ethnic Differences in Female Headship: Exploring the Assumptions of Assimilation Theory,"Objective. This article conducts a comparative analysis of temporal and generational patterns in Mexican-American female headship compared to patterns for non-Hispanic whites and non-Hispanic blacks. These patterns are explored within two frameworks of assimilation, the more general assimilation perspective and the ""segmented"" assimilation perspective. Methods. Logistic regression analysis looking at female headship is conducted using die 1960-1990 IPUMS. Additional analyses use the 1995 CPS to look at intergenerational patterns of female headship, divorce, and nonmarital fertility among Mexican-origin women relative to other groups of women. Results. Analysis using the IPUMS finds that U.S.-born Mexican-origin women have higher levels of female headship in every year compared to white women, and this difference has actually increased over time. Additionally, analysis using the 1995 CPS finds that while levels of female headship for second-generation Mexican-origin women are no higher, levels for thirdgeneration Mexican-origin women far surpass those of white women. The high levels of female headship and the proportion of never married women with children in the household among third-generation Mexican-American women are starding and lend more support to a ""segmented"" assimilation framework.",https://www.jstor.org/stable/42955929,Social Science Quarterly,10.2307_42955929,Sociology,2004.0,0,4.375598291517235e-05,0,0.0003262649697717279,1,0.9996416568756104
,,,SOME NOTES ON LOCAL LEVEL POLITICAL ACTIVISM,None,https://www.jstor.org/stable/20830768,Sociological Focus,10.2307_20830768,Sociology,1970.0,0,0.0002547519688960165,0,0.00013816275168210268,0,0.00010267915786243975
,,,"MIND, BODY AND BEHAVIOUR: THEORISATIONS OF MADNESS AND THE ORGANISATION OF THERAPY","This paper is concerned with the socio-medical organisation of psychiatric disorder. The main line of analysis demonstrates how different psychiatric ideologies produce different objects of professional focus and, consequently, radically different forms of therapy and therapeutic environment. By way of empirical evidence, the paper examines in some detail three contrasting contexts in which psychiatric disorder has been described and organised. The first is represented in Freud and Breuer's Studies on Hysteria, the second in the case books of a turn of the century asylum, and the third in the activities and practices of a modern psychiatric ward. By drawing on these sources of data, it is argued that an understanding of large scale changes in the organisation of psychiatric health care (such as is evident, for example, in modern trends from hospital to community care), firmly depends upon a study of the inner structure of psychiatric ideologies. Furthermore, and as a corollary of this it is claimed that appeals to extra-psychiatric (economic) interests and/or scientific (pharmacological) advances as key factors for explaining processes or organisational change (especially the process of deinstitutionalisation), are essentially misleading.",https://www.jstor.org/stable/42857658,Sociology,10.2307_42857658,Sociology,1991.0,1,0.9992675185203552,0,0.00058014813112095,0,0.0010439055040478706
,,,Technology and Life-Quality,"This paper examines some of the effects of technology on quality of life (QOL) that are suggested in the classical and more recent literature. It argues that confusion concerning the impact of technology is reduced by using a simple definition of it and by analysing its interrelationships with five other key variables of social structure with also influence QOL. It is argued that economic rationalism which produces mainstream technology and structure may prevent the maximisation of QOL because of their negative effects on health and the quality of relationships. In this case, the introduction of alternative technology and social structure requires a devaluation of material wealth and a more positive valuation of health and the quality of relationships.",https://www.jstor.org/stable/27522907,Social Indicators Research,10.2307_27522907,Sociology,1996.0,0,1.136457285610959e-05,0,0.00014143924636300653,0,0.00032730645034462214
,,,FACTS AND FICTION ABOUT POPULATION GROWTH AND UNDERDEVELOPMENT IN WEST AFRICA,"The paper begins with a summary of some popular views that Africa is suffering from problems of population pressure and that a reduction of the rate of population growth will be essential if not indeed a pre-condition for achieving rapid economic growth. It goes on to examine the population factor with special reference to densities and annual average growth rates. Far from being connected with population growth as such, it is shown that underdevelopment and poverty in most West African countries is to a greater extent a function of poor education and training as well as agricultural stagnation. Partly resulting from the absence of improvements in agricultural techniques and partly due to what has virtually become an exodus from rural to urban areas, agriculture has stagnated, even declined, to the extent of impeding economic development.Apart from education and agriculture, another factor considered to be basic in perpetuating under development in economic dependence of countries in the West African subregion. The paper concludes with the view that West African under development reaches far beyond the issue of population growth. As such, it considers the link which population alarmists posit between population control through Family Planning and rapid economic development, at least with respect to West Africa, a misplaced one.",https://www.jstor.org/stable/41420544,International Review of Modern Sociology,10.2307_41420544,Sociology,1975.0,0,3.0753479222767055e-05,0,0.05695503577589989,1,0.860575258731842
,,,The Seven Up! films: Connecting the personal and the sociological,"Michael Apted's documentary film series, which tracks 14 British children as they move from ages seven to 49, connects the personal with the sociological. Organized around the phenomenology of 'growing older together' (Schutz, 1976), the films invite emotional identification as they go about exploring unique, shared, and fluctuating experiences of the self. The documentaries resonate with the work of ethnographers who revisit the field, who seek to craft coherent narratives from a surplus of material, and who confront ethical problems as they investigate the private lives of subjects. The Seven Up! linear narrative of social class determination loosened in subsequent films as contingency, variation, and the dynamics of gender, generation, and parenting came more fully into view. The films embed tensions between linear and contingent, open-ended forms of temporality, juxtaposing varied forms of time: subjective (with fluctuating orientations of consciousness), physical aging, personal maturation, life course, biographical, historical, and generational.",https://www.jstor.org/stable/24048104,Ethnography,10.2307_24048104,Sociology,2009.0,0,0.0002425674902042374,0,0.0015498941065743566,0,0.16200724244117737
,,,"World System Position, Dependency, and Democracy: The Cross-National Evidence","Semiperipheral and peripheral positions in the world system are thought to reduce a country's chances for political democracy, but this hypothesis has been neglected in empirical research. Arguments from dependency and world system theory suggesting such a relationship are first derived. Next, a regression analysis of the relations of political democracy to world system positions and economic development is undertaken. Using partial regression plots, six countries that appear to be misclassified on the Snyder and Kick (1979) world system measure are identified. A reanalysis of the data with these cases reclassified demonstrates the negative influence of peripheral and semiperipheral positions on democracy for the full sample as well as random subsamples. Throughout the analysis economic development has a significant, positive effect on political democracy.",https://www.jstor.org/stable/2117715,American Sociological Review,10.2307_2117715,Sociology,1983.0,0,9.7149049906875e-06,0,0.0002357398916501552,0,0.0021051254589110613
,,,A Critical Examination of the Causal Structure of the Fishbein/Ajzen Attitude-Behavior Model,"Since the ""discovery"" of attitude-behavior inconsistency in the 1930s by LaPiere and others, the study of the relationship between attitudes and behavior has come a long way. During the 1960s and early 1970s researchers systematically examined the problem of attitude-behavior incosistency, showing that the attitude-behavior relationship depends on ""other"" variables. In the middle and late 1970s much of this research was integrated and synthesized in various general models of behavior, the most significant of which is the Fishbein/Ajzen model. This paper critically examines the causal structure of that model. Specifically, it examines the theoretical problems and issues generated by the parsimonious causal structure of the model, that is, the structure underlying the traditional attitude concept and the relationships between other varibles and the model concepts.",https://www.jstor.org/stable/3033889,Social Psychology Quarterly,10.2307_3033889,Sociology,1984.0,0,1.2805779988411814e-05,0,0.00020191929070279002,0,0.00038802617928013206
,,,Black Clergy in the 2000 Election,"Using survey data collected on African Methodist Episcopal and Church of God in Christ clergy, this article finds that black clergy are strongly supportive of their roles as community leaders. However, there are differences along denominational lines in terms of how they interpret their role, in their policy preferences, and in their activities both in and out of the pulpit. In total, this study reveals that there is diversity in black clergy attitudes and activities and that there is a need to examine further how these differences affect black political attitudes and activism.",https://www.jstor.org/stable/1387905,Journal for the Scientific Study of Religion,10.2307_1387905,Sociology,2003.0,0,0.0001818039163481444,0,0.000142407399835065,1,0.7604410648345947
,,,Organizational Dilemmas in Innovating Social Services: The Case of the Community Action Centers,"It is proposed that the precariousness of the Community Action Centers was due to unresolved organizational and administrative problems. The study of four Community Action Centers indicated that their effectiveness was hampered by major organizational problems including an inability to develop stable bases of support in the community, failure to establish crucial and systematic service linkages with other social service agencies, lack of an information system to guide their service functions, and difficulties in developing effective client-staff relations.",https://www.jstor.org/stable/2948556,Journal of Health and Social Behavior,10.2307_2948556,Sociology,1971.0,0,6.443722668336704e-05,0,0.00023031780438032,0,0.002289565047249198
,,,The New Conservatism: Political Ideology and Class Structure in America,None,https://www.jstor.org/stable/40972332,Social Research,10.2307_40972332,Sociology,1982.0,1,0.878447413444519,0,0.0001695526298135519,0,0.001584558398462832
,,,"The Role of Agro-Commercial Capital in ""Rural Development"" in South India",None,https://www.jstor.org/stable/3516801,Social Scientist,10.2307_3516801,Sociology,1979.0,0,0.0007405723445117474,1,0.8537020683288574,0,0.00017989073239732534
