,stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score,org_score,org_pred
39,,,,Selected Attitudes toward Marriage and Family Life among College Students,"This paper discusses the results of an extensive research study that analyzed that attitude of college students in several universities in the United States. Ten attitude areas are identified and outlined including cohabitation, premarital sexual relations, marriage and divorce, child rearing, division of labor, marital and extramarital sexual relations, social needs, communication, parental relationships and counseling services. Implications for premarital counseling and future research are discussed.",https://www.jstor.org/stable/583796,Family Relations,10.2307_583796,Sociology,1984.0,0,0.00010436985758133233,0,0.0003560911864042282,0,0.02052461914718151,0.9993994235992432,1
40,,,,SIMILARITIES AND DIFFERENCES IN THE BELIEFS AND VALUES OF YOUNG MARRIED COUPLES RELATED TO HAVING CHILDREN: A PRELIMINARY STUDY,"This paper presents information derived from a new 35-item Likert-type scale designed to measure individuals' beliefs and values related to having children. Comparisons between the responses of husbands and wives who plan to have one but not more than two children, where both are presently employed on a full-time basis, reveal that they agree at a reasonably high level with each other (agreement between members of each married couple) in ranking the beliefs and values tapped by this scale. There are, however, significant differences in the strengths of the beliefs and values of husbands as a group and wives as a group. Husbands perceive having children from a more idealistic or romantic perspective than do wives, husbands wish to have a son more than do wives, and husbands also perceive themselves as being exposed to stronger social pressures to have children than do wives. The implications of these and other important findings are discussed.",https://www.jstor.org/stable/23028526,International Journal of Sociology of the Family,10.2307_23028526,Sociology,1978.0,0,0.0016501648351550102,0,0.0002701959165278822,0,0.1678498536348343,0.9999929666519165,1
41,,,,Multilevel Effects of Socioeconomic Development and Family Planning Programs on Children Ever Born,"This article describes an approach to an explanation of fertility that is sensitive to the dependence of the behavior of individuals or couples on social context and sets forth hypotheses about micro and macro determinants of children ever born (CEB). Data from 15 World Fertility Survey countries are used in a multilevel test of these hypotheses. The findings are that per capita GNP and family planning program effort affect not only country-specific average levels of CEB, but also the direction and magnitudes of the within country effects of two micro socioeconomic variables on CEB. These findings, which are largely consistent with the hypotheses, illustrate the utility of a multilevel approach.",https://www.jstor.org/stable/2780204,American Journal of Sociology,10.2307_2780204,Sociology,1985.0,0,1.071890346793225e-05,0,0.00018374653882347047,1,0.9825547337532043,0.9999949932098389,1
42,,,,Faculty Views on Identity and Professionalism for Catholic Colleges and Universities,"This study ascertains the opinions of faculty in Catholic colleges and universities towards both the religious and the professional value dimension-the identity crisis-of Catholic higher education. Responses from 551 faculty in universities and men's, women's, and coeducational liberal arts colleges permitted analysis of variance tests by institutional type, academic rank, field of study, status (religious/lay), age, sex, and educational socialization. The instrument provided data for testing hypotheses on the Identity Issue, a Catholic Character Issue, and on two indices-Catholic Environment and Professional Ideology. Statistically significant differences exist among almost all faculty subgroups with respect to their acceptance of the values associated with the professional ideology as this acceptance is affected by the religious dimension of Catholic higher education. It appears that for most Catholic colleges and faculty, pressures are such that their future direction seems inevitably to lead towards the non-sectarian independent college and university model.",https://www.jstor.org/stable/3710230,Sociological Analysis,10.2307_3710230,Sociology,1971.0,0,0.025490708649158478,0,0.00047322054160758853,0,0.13603946566581726,0.9999858140945435,1
43,,,,Comment on Merry,None,https://www.jstor.org/stable/3053639,Law & Society Review,10.2307_3053639,Sociology,1988.0,1,0.9996298551559448,0,0.0006939928280189633,0,0.0008828669670037925,0.9999994039535522,1
44,,,,Missing the Connection: Social Isolation and Employment on the Brooklyn Waterfront,"Much of the recent literature on poverty assumes that the social and spatial isolation of impoverished inner city neighborhoods contributes to the poor job prospects of their residents. In this case study we examine a neighborhood, the Red Hook section of Brooklyn, New York, in which there is a concentration of poor people living in close proximity to blue-collar jobs. However, few local residents hold local jobs in the private sector. A survey of local employers revealed that most Red Hook jobs were filled via social networks that exclude local residents. Local residents, particularly African Americans, often lacked the social capital - connections and references - needed to obtain these jobs. Further, many local employers considered Red Hook residents undesirable employees for a variety of reasons including ""place discrimination"" as well as racial discrimination. By contrast, public sector employers often preferred local residents, although their ability to hire them was limited by formal educational requirements. These findings lead us to question the efficacy of policies, such as ""empowerment zones,"" that assume that bringing jobs closer to where poor people live will necessarily improve their employment opportunities.",https://www.jstor.org/stable/3096997,Social Problems,10.2307_3096997,Sociology,1996.0,0,2.1426345483632758e-05,0,0.00021554663544520736,1,0.9986108541488647,0.9822069406509399,1
45,,,,The Variance as a Subgroup Decomposable Measure of Inequality,"An inequality index is called subgroup decomposable if it can be expressed as a weighted sum of inequality values calculated for population subgroups plus the contribution arising out of differences among subgroup means. Theil (1967) and Shorrocks (1980) pointed out two important requirements for subgroup decomposable inequality indices. Shorrocks (1980) has shown that Theil's mean logarithmic deviation, for which the weights of subgroup terms are respective population shares, is the only relative inequality index that fulfils these two properties. In this paper we show that the variance is the only absolute inequality index to satisfy the population share weighted subgroup decomposability property, which in turn implies that it also meets the two properties suggested by Theil and Shorrocks. A numerical illustration of several inequality indices in also presented in the paper.",https://www.jstor.org/stable/27526908,Social Indicators Research,10.2307_27526908,Sociology,2001.0,0,1.2272715139260981e-05,0,0.0002377640048507601,1,0.9297963976860046,0.9999988079071045,1
46,,,,Secular Society/Religious Population: Our Tacit Rules for Using the Term 'Secularization',"The increasing discussion of ""secularization"" is hampered by several ambiguities. What we need is not some new, academic definition, but to recognize that we already adopt several different meanings for the word, depending on whether we are referring to a society, a population, an institution, an activity, or a mentality. Therefore, treating secularization as a general ""decline of religion"" is hardly meaningful. This recognition will make it possible to make sense of the fact that ""Christianity"" and secularization have sometimes increased together. Finally, the magnitude of the subject is vastly increased when it is viewed from the far side of a historical divide which seems real enough, despite measures of continuing religiosity.",https://www.jstor.org/stable/1387524,Journal for the Scientific Study of Religion,10.2307_1387524,Sociology,1998.0,1,0.9950054287910461,0,0.00019047707610297948,0,0.005854976829141378,0.9999924898147583,1
47,,,,Rock Creek History,"This is an experimental, mixed-genre narrative, combining autoethnography with other evocative writing forms, including narratives of the self. Using the techniques of fiction, I tell a story about myself and my experiences with nature, the sacred, and a small Montana river named Rock Creek. Kittridge asks for narratives that embed the self in storied histories of sacred spaces. These stories chart the outlines of an epistemology that stresses the sacredness, of human life and its relationship to nature. Accordingly, this performance-based project attempts to enact a sacred epistemology and a form of writing that honors our relationship to nature and the natural world.",https://www.jstor.org/stable/10.1525/si.2000.23.1.71,Symbolic Interaction,10.1525_si.2000.23.1.71,Sociology,2000.0,0,0.0040804436430335045,0,0.0002854790072888136,0,0.00184671301394701,0.9998966455459595,1
48,,,,Time-Dependent Effects of Wives' Employment on Marital Dissolution,"The specialization and trading model-the dominant theoretical perspective on marital stability-posits a positive effect of wives' economic independence on the risk of divorce. Prior evidence for this association is mixed, however. This analysis explores the possibility that the effect of wives' labor force supply and educational attainment on marital dissolution varies across historical periods and across the marital life course. Event-history analyses of data from the Panel Study of Income Dynamics for 3,523 married couples observed between 1969 and 1993 reveal that the impact of wives' employment on marital dissolution has become increasingly positive. Moreover, as marriages age, the positive effect of wives' employment on divorce becomes stronger and the negative impact of wives' education becomes weaker. Possible explanations for these varying effects include the development of institutional supports for unmarried working mothers, the increasing adoption of nontraditional gender-role ideologies, and trends in workplace sex segregation.",https://www.jstor.org/stable/2657416,American Sociological Review,10.2307_2657416,Sociology,2001.0,0,6.2354097281058785e-06,0,0.005445278715342283,1,0.9939215183258057,0.9980149269104004,1
49,,,,"Politics, Economy, or Culture? The Rise and Development of Basque Nationalism in the Light of Social Movement Theory","Nationalism and social mobilization are two of the most prominent areas of research within the social sciences since the end of the Second World War. Yet, the scholarly specialization has so far impeded a mutual exchange of the theoretical and methodological literatures of both areas. While theorists on nationalism dispute about the validity and scientific efficacy of approaches such as primordialism, perennialism, modernism, functionalism or-more recently-ethno-symbolism, scholars concerned with social movement theory have been divided about approaches commonly known as resource mobilization, political process, framing, or new social movement theories. The recent proposal forwarded by McAdam, Tarrow, and Tilly (MTT) in their book Dynamics of Contention is an important attempt to overcome the scholarly specialization by presenting a new explanatory framework that aims at opening new analytical perspectives to a better comprehension of contentious politics beyond the ""classic social movements agenda."" This article on the rise and development of Basque nationalism, however, while accepting the proposal as a valid focus for the macro-analysis and comparison of broad structures and processes, is rather sceptical as far as its hypothetical productivity on the theoretical meso-level (analysis and comparison of one or a few single cases) is concerned. Instead, in the light of the historical evolution of Basque nationalism since the end of the nineteenth century, including its more recent violent dimension, it is suggested that a productive and intelligent combination of approaches coming from both areas: theories on nationalism and on social movements, is still a useful and necessary task to carry out in order to facilitate a better understanding of nationalism in particular and contentious politics in general.",https://www.jstor.org/stable/4144875,Theory and Society,10.2307_4144875,Sociology,2004.0,1,0.925313413143158,0,0.00029590772464871407,0,0.0004950753645971417,0.9999995231628418,1
