stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,Environmental Contamination And Human Rights — Case Of Minamata Disease,"Minamata disease is methylmercury poisoning that occurred in humans who ingested fish and shellfish contaminated by methylmercury discharged in waste water from a chemical plant. A total of 2,255 persons have been diagnosed with the Minamata disease, as of January 1993, 1,096 have already died. In addition, about 10,000 persons are suspected of Minamata disease. What is the reason for this disaster that is unprecedented and unparalleled in the history of mankind? World War II ended in August 1945 with Japan's defeat. Japan was faced with the urgent need to restore its devastated land and rebuild its economy. Under these conditions, priority was given to industrialization at all costs. The rights of individuals were slighted because the government subsidized industry, and collaborated with it. Productivity and efficiency were valued above anything else. Safety and post-treatment technologies were ignored. Japan rapidly achieved economic development, but experienced many incidences of occupational hazards and environmental contamination. The most typical example is Minamata disease. People who suffer first from the damages of environmental contamination are always those who maintain close contact with nature, particularly children and the elderly. Minamata disease brought about tragic results because the patient's central nervous system was primarily damaged. People became acutely aware of environmental contamination when they learned that the fetus of a contaminated mother may suffer more serious damages. This paper discusses the outline of Minamata disease and its etiological changes.",https://www.jstor.org/stable/26162256,Industrial & Environmental Crisis Quarterly,10.2307_26162256,Management & Organizational Behavior,1994.0,0,0.00042815948836505413,1,0.9999035596847534,0,0.01772596687078476
,,,Public Administration and the Evolving World of Work,"America's economy is entering a new era, characterized by expanded performance standards and increased skill requirements in organizations. The authors examine public administration's need to develop its human and organizational capacities, and the barriers to that development.",https://www.jstor.org/stable/3381044,Public Productivity & Management Review,10.2307_3381044,Management & Organizational Behavior,1993.0,0,0.001507146516814828,0,0.0004946350818499923,0,8.295581210404634e-05
,,,Corporate power and the politics of uncertainty: conflicts surrounding major hazard plants at Canvey Island,"The process of risk assessment should allow decision makers to achieve an equitable resolution of risk problems by reference to their probability, consequences and acceptability. Recent research has suggested that corporate interests are able to use such data to gain political advantage over other interested parties. In this respect there are three competing explanations as to the power of corporations to influence decisions, namely pluralism, structural Marxism and elite theory. These perspectives will be reviewed along with the role of science in policy-making. The objective here is to explore some of the problems involved in using probabilistic risk assessment within public sector decision making for major hazard sites, using Canvey Island as a basis for the discussion.",https://www.jstor.org/stable/26162685,Industrial Crisis Quarterly,10.2307_26162685,Management & Organizational Behavior,1990.0,0,9.721185051603243e-05,0,0.0005188838113099337,0,4.3665942939696833e-05
,,,The Competing Values Approach: Its Application and Utility,"The authors consider some practical applications of the competing values approach. The first application is a pedagogical paradigm for the field of organizational theory. The competing values approach provides a common set of terms and dimensions to which all the major schools and concepts in the field of organizational theory can be attached. The second application considers the competing values approach as a framework for organizational diagnosis. The authors argue that the underlying framework provides a diagnostic tool, which has many advantages over existing schemes.",https://www.jstor.org/stable/3380032,Public Productivity Review,10.2307_3380032,Management & Organizational Behavior,1981.0,1,0.9969162940979004,0,0.000575825572013855,0,4.205186269246042e-05
,,,Vision-Based Diagnosis: Mobilizing for Transformational Change in a Public Organization,This article discusses the applicable literature on organizational transformation (OT) distinct from organizational development (OD) in the initial or mobilizing phase of organization improvement. It also presents a case study in which a public-sector organization has begun to apply a model of OT to mobilize itself for change. The article concludes by discussing the conditions required to support the OT model in a public organization.,https://www.jstor.org/stable/3380600,Public Productivity & Management Review,10.2307_3380600,Management & Organizational Behavior,1996.0,0,6.007050251355395e-05,0,0.00021232562721706927,0,0.0006379245896823704
,,,"Firm Strategy, Innovation and Consumer Demand: A Market Process Approach","Despite recent advances by economists such as Porter and those associated with the resource-based school, the economics of demand rarely features in discussions of business strategy. Porter and the resource-based school take the characteristics of demand as given, and place almost exclusive emphasis on the role of supply-side factors in formulating strategy. Scholars in strategic marketing, by contrast, recognize the importance of demand factors, but do not analyse them from an economic standpoint. Moreover, none of the important schools of strategic management attempts to explore the relationship between supply and demand in much analytical depth. In this paper, we adopt a market process approach to strategy formulation as a preliminary step towards rectifying these problems. First, we explore the factors that affect the economics of demand, particularly in innovative situations. Second, we adapt Lancaster's attribute analysis to show how the interaction between supply and demand can be represented from a market process perspective. On the basis of our efforts, we conclude that further work in these areas would benefit students of both strategic management and economics.",https://www.jstor.org/stable/3657286,Managerial and Decision Economics,10.2307_3657286,Management & Organizational Behavior,2001.0,0,1.6302874428220093e-05,1,0.9093564748764038,0,7.55179935367778e-05
,,,Refereeing the Game of Peer Review,"In this dialogue, I depict the Journal peer review process as a high-stakes game involving three parties: editor, reviewer, and author. In light of a not-infrequent transposition of what should have been a constructive Professional development process into a self-promotional social process, critiques of peer review have abounded. such as the ""as-is""process recently recommended by Eric Tsang and Bruno Frey in this Journal. While the ""as-is"" process highlights and potentially remedies some of the abuses of the System, there may be less radical options through Professional education and development to preserve the critical developmental function of peer review.",https://www.jstor.org/stable/40214504,Academy of Management Learning & Education,10.2307_40214504,Management & Organizational Behavior,2008.0,0,0.00040002644527703524,0,0.0022374773398041725,0,0.00015613339201081544
,,,Social and Environmental Responsibility in Small and Medium Enterprises in Latin America,"The survey reported in this study (which covered over 1,300 firms, included more than 60 questions and was carried out in eight countries) finds that a good number of small and medium enterprises (SMEs) have implemented responsible practices. While those practices are rather traditional in nature and do not spring from the recent concepts of corporate social responsibility, they are nevertheless of similar nature. The survey analyses internal (human resources and the working environment), external (community involvement) and environmental practices (reduction of environmental impact, such as reduction of resource consumption and waste, recycling and the like) and finds that internal practices are the most common. External responsibility activities are less frequent as is concern for environmental issues. Medium-sized firms tend to be more involved in socially responsible activities than smaller firms. Major motivations are religion/ethics, the desire to have a motivated workforce, build relationships and increase profits. To a lesser extent, regulations also play a role. The main obstacles to involvement in external and environmental issues were lack of resources, lack of knowledge and the perception that there is no environmental impact. Many of these results are explained by the characteristics of SMEs, which are discussed in this paper, which concludes with a strategy to foster their involvement.",https://www.jstor.org/stable/jcorpciti.21.39,Journal of Corporate Citizenship,10.2307_jcorpciti.21.39,Management & Organizational Behavior,2006.0,0,0.188533753156662,0,0.00021463014127220958,0,0.0003488290240056813
,,,Creating Competitive Advantages through New Value Creation: A Reverse Logistics Perspective,"Conventional wisdom in value chain strategy assumes a one-directional flow of primary activities, starting from inbound logistics to operations, outbound logistics, marketing and sales, and finally to service. Our recent study, extensive discussions with executives, and on-site visits suggest that this wisdom may not be complete for certain industries or products. Customers on average return about 6% of everything they buy. Companies need to view this as an opportunity to give this returns pile a new lease of life. Yet many companies are not used to thinking that the things they expel such as products, waste, and resources actually have value. In fact, few retailers and suppliers capture the wealth of information that is locked inside a box that has been returned to the warehouse. Elevating the returns process to a new marketing opportunity builds a loyal customer base and also attracts new ones. In this paper, we present a redefined value chain strategy that entails a closed-loop system for industries in which reverse chain activities (reuse, repair, refurbishing, recycling, remanufacturing, or redesign of returned products from the end user) may create additional competitive advantages for the firm. Firms that do not recognize the importance of an effective reverse logistics strategy as part of their value chain risk damaging customer relations and may seriously jeopardize their brand image and reputation. A good reverse logistics program can be a differentiator and provides a means of gaining market advantage. In our perspective, a redefined value chain should be a part of the overall business strategy for manufacturers or retailers who handle product returns.",https://www.jstor.org/stable/27747373,Academy of Management Perspectives,10.2307_27747373,Management & Organizational Behavior,2007.0,0,0.00012532365508377552,0,0.0004589684831444174,0,5.716103987651877e-05
,,,Cycles of Identity Formation in Interorganizational Collaborations,"In this article we consider how issues of identity may have relevance to the management of interorganizational collaborations, and the establishment and disestablishment on trust in such settings. The focus is on the forces for and against consistency and disruption of identity in collaborative settings and the process by which identities are formed and assigned to self and others. On the basis of emergent theorizing using data from a collaborative setting concerned with health promotion, we build up a picture of a complex, interwoven, and tangled mêlée of cycles of interaction in which the actions of participants are (consciously or subconsciously) at least partly determined by the identities that those participants assign to themselves and others and in which the identities are partly determined by the actions. The picture portrays identities as generally made up of a combination of social categories with different categories to the fore at any one time, so that any single actor might give a quite different sense of identity of any other single actor (or of self) on different occasions. The picture suggests that identities will be continually shifting but that sometimes identities will become crystallized for periods of time. These identities may become so deep rooted that they are seriously difficult to change, should that be deemed helpful to the progress of the collaboration. We argue that the processes of identity formation will affect almost every aspect of the nurturing that is the essence of productive collaborative practice.",https://www.jstor.org/stable/40397570,International Studies of Management & Organization,10.2307_40397570,Management & Organizational Behavior,2003.0,0,0.07304757088422775,0,0.00023735244758427143,0,0.008391745388507843
,,,Holistic Assessment of Sustainability and its Application at Halcrow,"It is becoming increasingly clear that a major shift towards sustainable development is essential if humanity is to continue to exist on this planet. Every area of society must respond to this need, but the construction industry is one of the key players. This paper is a summary of the conclusions reached during the first eight months of a four-year collaborative research project between Bristol University's EngD Centre in Systems and Halcrow Group Ltd. The relevance of systems principles to sustainable development is discussed before looking at sustainability in the context of the construction industry and Halcrow specifically. The significance of knowledge management is explored, as are the opportunities it presents in spreading innovation and building shared values between stakeholders. The paper concludes with an overview of the assessment system development and case studies demonstrating its applicability to projects, operations and holistic organisational appraisal.",https://www.jstor.org/stable/jcorpciti.30.37,Journal of Corporate Citizenship,10.2307_jcorpciti.30.37,Management & Organizational Behavior,2008.0,0,2.126041908923071e-05,1,0.9987560510635376,0,5.910784238949418e-05
,,,A Methodology for Assessment of Quality of Work Life and Organizational Effectiveness in Behavioral-Economic Terms,"This paper describes the development and implementation of a standardized set of definitions, measures, and costing methods for behavioral outcomes. Utilizing industrial engineering, accounting-work measurement, and behavioral concepts, this longitudinal field research identifies and quantifies the cost components of certain behaviors and arrives at a dollar figure per incident and an estimated total cost over three years of measurement. The conceptual framework and methodology are designed for use in assessment of organizational effectiveness and quality of work life experiments.",https://www.jstor.org/stable/2392043,Administrative Science Quarterly,10.2307_2392043,Management & Organizational Behavior,1976.0,0,6.24242820776999e-05,0,0.0003750718606170267,0,0.0006891450611874461
,,,"Employment Capital, Board Control, and the Problem of Misleading Disclosures","Accounting and disclosure scandals unfortunately have become part of the business landscape in recent years. We investigate potential antecedents of this phenomenon by developing a framework examining the effects of employment capital and board control on the likelihood of misleading disclosures. Our findings show that executives of high-return firms seem motivated to protect their employment capital by issuing misleading disclosures to give the appearance of continuing high performance. We also identify structural antecedents rooted in the power of the CEO and the board, with CEO equity ownership bearing a U-shaped relationship with the issuance of misleading disclosures and board tenure exerting a moderating influence that appears to be effective primarily in high-return firms. We conclude by discussing the implications of these findings and offering directions for future research.",https://www.jstor.org/stable/40604574,Journal of Managerial Issues,10.2307_40604574,Management & Organizational Behavior,2007.0,0,1.6547448467463255e-05,0,0.016438892111182213,0,2.82319506368367e-05
,,,"""In Case of Fire, Please Use the Elevator"": Simulation Technology and Organization in Fire Engineering","Interorganizational projects can provide a vehicle for innovation, despite the professional and organizational barriers that confront this form of organizing. The case of fire engineering shows how such projects use simulation technology as a boundary object to foster innovation in a new organizational field. Engineers use simulation technology to produce radical changes in fire control and management, such as using elevators to evacuate buildings during emergencies. A framework is developed that explores how decisions can be reached and tensions resolved amongst multiple, diverse, and discordant actors striving for a shared appreciation of negotiated futures. This framework extends theories of engineering knowledge and boundary objects. It sheds new light on how to organize collective, knowledge-based work to produce reliable and innovative designs.",https://www.jstor.org/stable/25146142,Organization Science,10.2307_25146142,Management & Organizational Behavior,2007.0,0,0.007205017376691103,0,0.0008340246276929975,0,0.0001039960261550732
,,,"Why the So-Called ""Classicists"" Endure",None,https://www.jstor.org/stable/40226548,Management International Review,10.2307_40226548,Management & Organizational Behavior,1971.0,1,0.8984947800636292,0,0.00023438507923856378,0,0.0014585895696654916
,,,Romancing the Machine—Reflections on the Social Scientific Construction of Computer Reality,None,https://www.jstor.org/stable/40397134,International Studies of Management & Organization,10.2307_40397134,Management & Organizational Behavior,1989.0,1,0.9996788501739502,1,0.9947339296340942,0,0.0006732752081006765
,,,"Organizations, Culture, and Ideology",None,https://www.jstor.org/stable/40397067,International Studies of Management & Organization,10.2307_40397067,Management & Organizational Behavior,1987.0,1,0.9999605417251587,0,0.10738257318735123,0,0.0003295449132565409
,,,The Effect of Adverse Publicity on Sales: A Case Study,"This paper estimates lost sales resulting from adverse publicity for a small company soon after it began selling solar hot-water units. Ordinary least squares analysis generates estimates from seasonally adjusted data. To capture the structural shift in sales, alternative series of dummy variables are tested along with other explanatory variables. The `best' of the equations is reported, and the outcome of the court suit is discussed.",https://www.jstor.org/stable/2487032,Managerial and Decision Economics,10.2307_2487032,Management & Organizational Behavior,1985.0,1,0.9159659743309021,0,0.0023448318243026733,0,0.01222633570432663
,,,Changing the Effects of Culture on Problem-Solving in Management Education,None,https://www.jstor.org/stable/40226178,Management International Review,10.2307_40226178,Management & Organizational Behavior,1973.0,1,0.9980251789093018,0,0.001881335861980915,0,0.030950667336583138
,,,A Hummelian View of the Gore Report: Toward a Post-Progressive Public Administration?,"Were the Gore report written for the academic public administration literature, where would it be situated? The report is interpreted against the key premises of various schools of thought in public administration. The frequent use of market metaphors strongly suggests a public choice orientation, but also implicit in the report is a neo-Weberian critique of rationalistic control that is reminiscent of Ralph Hummel's inquiries, especially as found in ""The Bureaucratic Experience.""",https://www.jstor.org/stable/3380695,Public Productivity & Management Review,10.2307_3380695,Management & Organizational Behavior,1994.0,1,0.9999349117279053,0,0.0003422106965444982,0,3.398606713744812e-05
,,,Sustainability and Innovation: Creating Change that Engages the Workforce,"
               ",https://www.jstor.org/stable/jcorpciti.46.175,Journal of Corporate Citizenship,10.2307_jcorpciti.46.175,Management & Organizational Behavior,2012.0,1,0.8336924314498901,0,0.26053372025489807,0,0.001308299251832068
,,,A CROSS-CULTURAL COMPARISON OF MANAGERIAL BEHAVIOR IN ENGLAND AND FRANCE,None,https://www.jstor.org/stable/41103787,International Studies of Management & Organization,10.2307_41103787,Management & Organizational Behavior,1972.0,1,0.8660356402397156,0,0.0014656856656074524,0,0.0006446077022701502
,,,From Fiefs to Clans and Network Capitalism: Explaining China's Emerging Economic Order,"China's rapid economic development is being accomplished through a system of industrial governance and transaction that differs from Western experience. Here, we identify the broad institutional nature of this distinctiveness within a framework of information codification and diffusion. The emergent features of China's economic order are analyzed with reference to the business system developing there, in particular, the nature of market arrangements, the form of capitalism, and the role of government within that system. The limited extent of codification of information in China and its communal property rights and organization of economic transactions suggest that decentralization from the former state-command system is giving rise to a distinctive institutional form--network capitalism.",https://www.jstor.org/stable/2393869,Administrative Science Quarterly,10.2307_2393869,Management & Organizational Behavior,1996.0,1,0.9999808073043823,1,0.9457127451896667,0,5.175452315597795e-05
,,,The Changing Role of the Middle Manager in the United Kingdom,None,https://www.jstor.org/stable/40397200,International Studies of Management & Organization,10.2307_40397200,Management & Organizational Behavior,1992.0,1,0.999910831451416,0,0.0009489422081969678,1,0.5678073763847351
,,,"Authority, Organization, and Societal Context in Multinational Churches","While most research on authority in organizations has been limited to rational-legal bureaucracies, this paper reviews Weber's three pure types of legitimate authority-rational-legal, traditional, and charismatic-and explores the relationship between authority type, organizational form, societal environment, and organizational outcomes for three multinational churches. The paper compares and contrasts the Christian Congregations, the Assemblies of God, and the Church of Jesus Christ of Latter Day Saints (LDS or Mormon) in the U.S. and Brazil, each denomination typifying a different Weberian type of authority but coexisting in the same social and institutional environment. Implications of these cases for both Weberian and institutional theory are then developed, and propositions are advanced that might be used in future research.",https://www.jstor.org/stable/2393340,Administrative Science Quarterly,10.2307_2393340,Management & Organizational Behavior,1993.0,1,0.9999315738677979,0,0.00011725540389306843,0,0.0002889571769628674
,,,Framing Strategic Decisions,"Forces that set in motion a strategic decision making process were uncovered from 352 strategic decisions. Decision making was initiated by claims from stakeholders that pointed out salient concerns and difficulties and prompted directions to be set that guided a search for ways to respond. The study identified the types of claims and directions that prompted action and how these claims and directions influenced decision making success, looking for best practices. Success improved when claims were performance based and when the search for alternatives was directed by agreed upon performance expectations. Success declined when claims and directions inadvertently limited search or framed the strategic choice as an action to be taken.",https://www.jstor.org/stable/2640353,Organization Science,10.2307_2640353,Management & Organizational Behavior,1998.0,1,0.9988771080970764,0,0.009495887905359268,0,2.5398830985068344e-05
,,,Radical Transformation of Organizational Goals,"The recent emergence in American politics of a novel form of social-change activity, professionalized reform, is studied using the National Council of Churches as an example. Organizational growth and development is argued to have produced oligarchic rule by a professionalized staff. But contrary to Michels' classic ""iron law of oligarchy"" thesis, professional staff members transformed the operative goals of the organization in a radical rather than conservative direction. A revised theory of organizational transformation is advanced, specifying the conditions under which oligarchy emerges and supports such a radical goal transformation.",https://www.jstor.org/stable/2392401,Administrative Science Quarterly,10.2307_2392401,Management & Organizational Behavior,1977.0,1,0.954469621181488,0,0.0039052667561918497,0,0.003211839823052287
,,,Culture and Strategic Issue Categorization Theory,A key hypothesis of strategic issue categorization theory is that the labeling of issues as threats or opportunities influences organizational approaches to information processing. Research conducted with senior American and Japanese executives offered support for the hypothesis. The source of labeling for the Japanese executives was in cultural values. American labeling sources were less clear.,https://www.jstor.org/stable/40227887,Management International Review,10.2307_40227887,Management & Organizational Behavior,1988.0,1,0.9941463470458984,0,0.00028082530479878187,0,0.002310463460162282
,,,Institutional Constraints on Organizations: The Case of Spanish Car Dealerships,"We study the effect of organizational choice and institutions on the performance of Spanish car dealerships. Using outlet-level data from 1994, we find that vertically integrated dealerships showed substantially lower labor productivity, higher labor costs and lower profitability than franchised ones. Despite these gaps in performance, no vertically integrated outlet was separated until 1994, yet the few outlets that were eventually separated systematically improved their performance. We argue that the conversion of integrated outlets into franchised ones involved significant transaction costs, due to an institutional environment favoring permanent, highly unionized employment relations. In line with this argument, we find that the observed separations occurred in distribution networks that underwent marked reductions in worker unionization rates, following the legalization of temporary labor contracts.",https://www.jstor.org/stable/30219160,Managerial and Decision Economics,10.2307_30219160,Management & Organizational Behavior,2009.0,1,0.7306681871414185,0,0.13828738033771515,0,0.13465555012226105
,,,Trust and Formal Contracts in Interorganizational Relationships: Substitutes and Complements,"We hypothesize that trust is a moderator of the direct relationship between control and coordination concerns and contractual complexity. Our results suggest that high trust weakens the positive relationship between control concerns and contractual complexity and reinforces the positive relationship between coordination concerns and contractual complexity. By highlighting the dual role of contracts (i.e. a controlling and coordinating function) and the moderating role of trust in this regard, our paper provides a new focus to the current discussion on the relationship between trust and contracts (i.e. substitutes or complements) that may help reconcile some divergent perspectives in the literature.",https://www.jstor.org/stable/25151570,Managerial and Decision Economics,10.2307_25151570,Management & Organizational Behavior,2007.0,0,1.364619947707979e-05,0,0.00019650577451102436,0,2.2870312022860162e-05
,,,Microcomputer usage in disaster preparedness and response,"Microcomputers are being implemented in state and local emergency management agencies. This paper summarizes field data gathered in five states (Florida, Louisiana, Pennsylvania, South Carolina and Virginia), and sixteen local jurisdictions within them, regarding the patterns of implementation for disaster preparedness. Major implementation barriers, changes in use patterns, and organizational impacts are discussed. Primary uses during several actual disaster responses are described as well as important uses and adaptations made after the disaster response.",https://www.jstor.org/stable/26162662,Industrial Crisis Quarterly,10.2307_26162662,Management & Organizational Behavior,1991.0,0,3.40142723871395e-05,0,0.0007560162921436131,0,0.0001651828788453713
,,,An Analysis of Network Location Problems with Distance Constraints,"This paper concerns a class of network location problems with minimum or maximum separation requirements between (uncapacitated) facilities or between demand points and the facilities, or both. Its purpose is three-fold. First, it is to recognize distance constraints as increasing real life restrictions through various motivating illustrations. Using a new classification scheme, the paper introduces a variety of distance-constrained problems defined in a unified manner. These include a number of new problems. Second, it is to survey existing solution techniques, available only for a few of such constrained problems. Finally, it is to shed some light on yet unstudied problems by exploring possible extensions of some of the known solution techniques or discussing varying degrees of difficulties involved. In particular, the paper presents integer programming formulations of several new problems along with the results of applying linear programming relaxation methods. Although the computational experience is somewhat disappointing for some of these problems, the results provide greater insight into the problems. With the stated purpose, it is hoped that this paper will stimulate future research in this important problem area.",https://www.jstor.org/stable/2631804,Management Science,10.2307_2631804,Management & Organizational Behavior,1984.0,0,9.14630163606489e-06,0,0.000850011536385864,0,0.0031414006371051073
,,,Experimentation in Financial Markets,"In this paper, we use a unique data set on the Italian interdealer bond market to empirically estimate the process of strategic experimentation. The results show how the information generated in the process of interdealer trading affects the incentive to experiment. Upon receipt of an order, dealers deliberately engage in trade with other dealers either to exploit the information contained in the order they receive or, if they are uncertain about its quality, to assess it by actively experimenting with other dealers. We therefore identify ""hiding"" and ""experimenting"" as main types of dealer strategies.",https://www.jstor.org/stable/40539294,Management Science,10.2307_40539294,Management & Organizational Behavior,2009.0,0,2.725040030782111e-05,0,0.0026541827246546745,0,2.0354835214675404e-05
,,,The Impact of Regional Integration on Insider and Outsider FDI,"We develop hypotheses for the implications of regional economic integration on foreign direct investment (FDI) from insider and outsider countries contingent on member nations' countryspecific characteristics. We find that following regional integration (1) on average there is an increase in inward FDI, and (2) structural determinants such as the host country's market size, cultural and geographic distances, and institutional efficiency have a significantly different impact than when the host nation was outside the integrated area. Common economic area membership is associated with greater FDI flows, with the larger members gaining more; furthermore, insider FDI is less sensitive to labor cost, whereas the host country's institutional efficiency is an even more positive determinant of insider FDI.",https://www.jstor.org/stable/23012234,MIR: Management International Review,10.2307_23012234,Management & Organizational Behavior,2011.0,0,0.0042672655545175076,0,0.00021139116142876446,0,0.00013924052473157644
,,,Heuristic Scheduling of Activities under Resource and Precedence Restrictions,"This paper extends the field of heuristic algorithms for resource constrained scheduling problems in three important areas. First, an algorithm is introduced where the role of the heuristic scheduling urgency factor is expanded from one of solely determining the order in which activities are considered for scheduling at a given instant, to one of determining the combination of activities to be scheduled at this instant. Second, a new hybrid scheduling urgency factor capitalizing on the fact that this algorithm is sensitive to the absolute value rather than relative sequence of the urgency factors is introduced. Finally, a systematic approach to the evaluation of such algorithms is introduced. This includes the identification of relevant problem attributes and the adoption of evaluative concepts such as computational efficiency and analytic and systems effectiveness.",https://www.jstor.org/stable/2630008,Management Science,10.2307_2630008,Management & Organizational Behavior,1976.0,0,1.7513695638626814e-05,0,0.0001730609656078741,0,0.0005975252715870738
,,,"Determining Organizational Effectiveness: Another Look, and an Agenda for Research","Concern with the effectiveness, productivity, efficiency or excellence of organizations is a subject that has motivated the writings of economists, organization theorists, management philosophers, financial analysts, management scientists, consultants, and practitioners. It has served as a unifying theme for over a century of research on the management and design of organizations, yet the empirical research has not contributed to the development of a universal theory of organizational effectiveness. In this paper we review the extent to which the components of a contingent behavioral theory of organizational effectiveness already exist, one that incorporates the paradoxes and tradeoffs inherent in real life organizations. We consider the problem of effectiveness measurement, and we propose a research approach utilizing a strategy of engineering organizational effectiveness which could lead to an inductive, applied, empirically-based theory of contingent organization design. In this context the engineering of organizational effectiveness has a dual purpose. For the organizations and their managers participating in the research, it refers to understanding, constructing and managing organizational activities in given contexts so as to achieve and maintain improved performance as measured by one or more situationally-determined criteria. In addition, to provide the empirical basis from which induction can proceed, the engineered events must be structured and implemented in such a way so as to facilitate theory construction and testing.",https://www.jstor.org/stable/2631844,Management Science,10.2307_2631844,Management & Organizational Behavior,1986.0,0,2.3756590962875634e-05,0,0.000211919512366876,0,0.001404496026225388
,,, The Mentoring Information Exchange: When Do Mentors Seek Information from Their Protégés? ," The mentoring literature has focused largely on outcomes associated with having been mentored. This study considered informational outcomes associated with being a mentor, viewing the protégé as a source of information for the mentor and vice versa. Survey data were collected across 17 organizations from 161 mentors and 140 protégés. Mentor characteristics and perceptions and characteristics of the relationship were hypothesized to be related to mentors' seeking information from their protégés. Hierarchical regression analyses indicated that perceived appropriateness of mentor information seeking, perceived protégé competence, vocational mentoring functions and protégé influence contributed significantly to the prediction of mentor information seeking among the mentor sample; hierarchical distance, perceived appropriateness and mentor self-monitoring were significant predictors in the protégé sample. Future research directions are discussed. ",https://www.jstor.org/stable/3100423,Journal of Organizational Behavior,10.2307_3100423,Management & Organizational Behavior,1999.0,0,2.2367225028574467e-05,0,0.00047429624828509986,0,0.0018179405014961958
,,,The Role of Subordinates' Trust in a Social Exchangedriven Psychological Empowerment Process,"Considerable management literature has acknowledged the benefits of social structural interventions undertaken by managers to empower their employees. However, very little is known about the impact of such interventions on employees' perception of trust directed towards their supervisors, on psychological empowerment and on the work performance-related behaviors. This study proposes a holistic social exchange-driven nomological network model to examine the role of subordinates' trust as the psychological state that mediates the employees' assessment of social structural interventions and their perception of psychological empowerment. Organizational citizenship behavior (OCB) is predicted to be the preferred outcome of this social exchange relationship. The hypothesized relationships are empirically supported with a sample of 374 dyad samples from employees of health care homes, the information technology department of an education organization and an organization that provides health services. Results indicate that subordinates' trust for their supervisors fully mediates the relationship between information support, social political support and psychological empowerment. The relationship between resources support, human-and innovation-oriented organizational culture and psychological empowerment is partially mediated. Results also indicate that organizational citizenship behavior is a significant outcome of psychological empowerment.",https://www.jstor.org/stable/40604623,Journal of Managerial Issues,10.2307_40604623,Management & Organizational Behavior,2008.0,0,1.7086313164327294e-05,0,0.00018796241784002632,0,0.0006728855660185218
,,,Supporting Social Change Agents through the Classroom: The SE Lab Model: (Unleashing a Rising Generation of Leading Social Entrepreneurs: An Emerging University Pedagogy),"Social entrepreneurship is a hot topic. Many students are passionate about making a positive difference in the world and wish to channel their passion and intellect into meaningful action. An increasing number of universities wish to provide a classroom experience for their students exposing them to the life world of social entrepreneurs. The university environment so far has not been able to provide students with a meaningful outlet and support environment to promote social change agents. In the following article, we wish to outline an incubator model which has been started at Stanford University and is now being implemented at Harvard, Princeton and Fordham Universities. This model successfully provides students with a protected environment to think through their ideas and apply them in concrete projects. This model has transformational qualities; thus we wish to share it with the wider community, as it can be successfully applied in many other academic and practitioner-oriented environments.",https://www.jstor.org/stable/jcorpciti.39.103,Journal of Corporate Citizenship,10.2307_jcorpciti.39.103,Management & Organizational Behavior,2010.0,0,0.00013813481200486422,0,0.00022264401195570827,0,0.0016934307059273124
,,,"A Contextual Approach to Modeling the Decision to Participate in a ""Political"" Issue","This paper examines the processes by which individuals both inside and outside an organization decide to become involved in organizational ""political"" issues. We use the theory of authority-task problems and expand it to include boundary-spanning authority-task problems. We assume that the contexts in which insiders and outsiders make their decisions influence their decision processes. Two models were developed to describe the contextual factors, one model for insiders, the other for outsiders. The models were tested using experienced university administrators and governance figures. Counterexamples were discovered in the course of the study, and the models were revised accordingly.",https://www.jstor.org/stable/2392548,Administrative Science Quarterly,10.2307_2392548,Management & Organizational Behavior,1982.0,0,0.00012134999997215346,1,0.999945878982544,0,0.0015312852337956429
,,,"Overcoming Emotional Barriers, Political Obstacles, and Control Imperatives in the Action-Science Approach to Individual and Organizational Learning","The action-science approach to individual learning and organizational change has highlighted the possibility and significance of ""double-loop"" transformational change. Here, I expand the action-science framework (Argyris & Schön, 1974, 1978) in two ways. I first identify three sources of barriers that may fundamentally constrain the effectiveness of the action-science approach: (1) emotional barriers, (2) political obstacles, and (3) managerial control imperatives. Second, drawing from theories of emotion, organizational power and politics, and institutional change, I suggest three ways to overcome each barrier: (1) up-building positive affect, (2) leveraging opposing forces, and (3) bringing external legitimacy into the organization.",https://www.jstor.org/stable/40214162,Academy of Management Learning & Education,10.2307_40214162,Management & Organizational Behavior,2003.0,0,0.16937874257564545,0,0.0003014681860804558,0,0.003355654887855053
