stance twd. cult persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,Beyond Educational Inequality in Czechoslovakia,"This paper addresses questions of the applicability of the meritocratic thesis to the explanation of educational inequality in Czechoslovakia. I defend the hypothesis that ""non-meritocratic"" or even ""anti-meritocratic"" processes might have generated patterns of social fluidity almost identical to those based on meritocratic selection. The arguments backing this thesis come from comparative research in educational mobility and inequality, and from the first wave of the longitudinal survey ""Family 1989"" started in Czechoslovakia in January 1989, almost a year before the November revolution. This survey, among other things, dealt with strategies for life success among teenagers and their parents. A ""non-meritocratic"" hypothesis is discussed, which might explain the relatively strong direct effect of social background on educational attainment in Czechoslovakia and other socialist countries. The hypothesis is based on Bourdieu's concept of ""social capital"". It argues that, because of bureaucratic rules applied in admission policy, the spontaneous tendency of higher social strata to use their ""social capital"" and to pass on social advantages to their offspring in socialist countries seems to be less restricted by meritocratic competition than in advanced capitalist countries. Some preliminary results from the survey ""Family 1989"" show that this hypothesis might be plausible.",https://www.jstor.org/stable/41133194,Czechoslovak Sociological Review,10.2307_41133194,Sociology,1992.0,0,1.0586924872768577e-05,0,0.0028606008272618055,1,0.9991191029548645
,,,The Critical Interrogation of a Category: An Interview with Jack Halberstam,None,https://www.jstor.org/stable/10.14321/qed.0177,QED: A Journal in GLBTQ Worldmaking,10.14321_qed.0177,Sociology,2013.0,0,0.03500058129429817,0,0.0002468341263011098,1,0.8660107851028442
,,,"Race, Regional Labor Markets and Earnings","Despite continued interest in racial inequality, studies which effectively integrate structural and socialization/investment explanations of racial differences remain rare. In this paper arguments are presented for using contextual analysis to study individual labor earnings as a function of both background/investment variables and specific dimensions of areal labor market social and economic organization. Analysis from samples of workers (821 whites, 375 blacks) suggests that, in the presence of numerous controls (1) black earnings levels are hindered by racial competition and residential segregation, and facilitated by export sector productivity; and (2) white earnings levels also are hindered by residential segregation, but facilitated by racial competition and export sector productivity. Implications of these findings are explored with regression standardization which suggests that policy seeking to promote racial economic equality must recognize that changes in the racial distribution of resources would not occur independently of changes in the rates of return to resources.",https://www.jstor.org/stable/2094509,American Sociological Review,10.2307_2094509,Sociology,1979.0,0,8.319806511281058e-06,0,0.006116925738751888,1,0.9971718192100525
,,,Introduction,None,https://www.jstor.org/stable/23211020,International Journal of Sociology,10.2307_23211020,Sociology,1992.0,0,0.010074907913804054,0,0.00028918180032633245,0,0.028022848069667816
,,,The Not-So-Lonely Crowd: Friendship Groups in Collective Behavior,"The existing approaches to the study of crowds tend to focus attention on the individual level of behavior and to neglect group-level behavior. Data collected on persons celebrating a football victory indicate that the majority of participants were with one or more friends; that is, they were in groups. These data provide a basis for suggesting that group-level phenomena be given greater prominence in the conceptualization of crowd behavior.",https://www.jstor.org/stable/3033551,Sociometry,10.2307_3033551,Sociology,1977.0,0,0.00012602181232068688,0,0.010075408034026623,1,0.5444602370262146
,,,AUTHORITY AND UTILITY IN CROSS-CULTURAL DIFFUSION OF FORENSIC LABORATORY TECHNOLOGY : AN INDONESIAN CASE,"This report examines a U. S. attempt to transfer modern forensic laboratory technology and the Indonesian police response to it. Between 1955 and 1963, the U. S. police assistance program tried to improve the capabilities of Indonesian police crime laboratory personnel to investigate physical evidence in criminal cases. The program provided equipment, U. S. advisors, and training in the United States. The response of the crime laboratory personnel to the new forensic laboratory technology is examined in terms of two factors long considered significant in successful cross-cultural diffusion, support from authority and perception of utility. Lack of consistent support for adoption from police chiefs and perceptions of symbolic rather than instrumental utility inhibited adoption of the technology by crime laboratory personnel.",https://www.jstor.org/stable/23565701,International Review of Modern Sociology,10.2307_23565701,Sociology,1984.0,0,0.0015899855643510818,0,0.0008849511505104601,0,0.00018616380111780018
,,,THE PERSISTENCE OF THE BLACK-BELT VOTE: A TEST OF KEY'S HYPOTHESIS,None,https://www.jstor.org/stable/42859714,Social Science Quarterly,10.2307_42859714,Sociology,1977.0,0,0.001359133399091661,0,0.001316495705395937,1,0.9950656294822693
,,,"Science, Capitalism, and the Rise of the ""Knowledge Worker"": The Changing Structure of Knowledge Production in the United States",None,https://www.jstor.org/stable/658124,Theory and Society,10.2307_658124,Sociology,2001.0,1,0.9999834299087524,0,0.0003384592419024557,0,0.000112960122351069
,,,"Text Materials and the Intersections of Race, Class, Gender and Power","This article is an appeal to the readers of this journal to reflect on and write with such intersections in mind, especially when writing materials for teacher education contexts. The obstacles that often prevent an intersection analysis in teacher education text materials include isolated and superficial public discussion of the separate markers as well as their intersections, fear of conflict in discussions, and the lack of availability of models for writing and reading to reflect on such materials. The case of writing an Introduction to Education textbook is used to examine the constraints and challenges when writing text materials for foundational teacher education classrooms. Challenges include lack of models of intersection analysis in writing, the need to be sensitive to the audiences of a foundational textbook, and lack of an acknowledgment of the need for intersection analysis in peer review and promotion hearings, especially for teacher educators who are also scholars.",https://www.jstor.org/stable/41674946,"Race, Gender & Class",10.2307_41674946,Sociology,2000.0,0,3.125024522887543e-05,0,0.0002698396274354309,0,0.013016881421208382
,,,Comments on Mel Kohn's Paper,None,https://www.jstor.org/stable/800327,Social Problems,10.2307_800327,Sociology,1976.0,1,0.9998691082000732,0,0.001612973865121603,0,0.008780859410762787
,,,Negotiating Quality: Total Quality Management and the Complexities of Transforming Professional Organizations,"During the past two decades organizations in many industries have introduced management-style changes, such as employee involvement (EI) and total quality management (TQM). In the health care sector, one change has been the inclusion of TQM into the accreditation process. Using ethnographic and interview data, this case study examines the process of introducing TQM into a professional organization--a hospital--and shows how successful implementation of such new management styles in professional organizations requires complex negotiations of existing formal and informal power relationships. Some employees and middle managers embraced the TQM philosophy and techniques and successfully influenced the implementation and project-team design. In this case, administrators used TQM as rhetoric and justification for increased bureaucratic control, goals that are distinctly at odds with the ideological objectives of TQM.",https://www.jstor.org/stable/684806,Sociological Forum,10.2307_684806,Sociology,2000.0,1,0.9042006134986877,1,0.9931163787841797,0,5.0738108257064596e-05
,,,Grammar and Social Organization: Yes/No Interrogatives and the Structure of Responding,"Connections between grammar and social organization are examined via one of the most pervasive practices of speaking used in talk-in-interaction: yes/no type interrogatives and the turns speakers build in response to them. This investigation is composed of two parts. The first analyzes a basic organization set in motion by yes/no type interrogatives, describing a preference for ""type-conforming"" responses and its consequences. The second considers how this basic organization is shaped and simplified to accomplish institutionally specific goals in survey research, medical encounters, and courtroom cross-examinations, and what such manipulations reveal about these institutions. Together these findings deepen our understanding of how language is adapted to--and for--interaction, while providing analytic resources for a broad range of sociologists, whether they are engaged in the direct observation of human behavior, developing sociological theories of language, analyzing institutions and social organizations, or interested in the practical consequences of questioning in the myriad institutions that make use of this form.",https://www.jstor.org/stable/1519752,American Sociological Review,10.2307_1519752,Sociology,2003.0,1,0.9990538954734802,0,0.00015869521303102374,0,0.004509998485445976
,,,Contradictions in the Gender Subtext of the War on Poverty: The Community Work and Resistance of Women from Low Income Communities,"This article examines the community-based work of women from low income neighborhoods who were hired by the anti-poverty programs established by the Economic Opportunity Act of 1964. This examination reveals the ways in which gendered assumptions, gender-differentiated policies, and the gender division of labor inform the organization of the state. It also demonstrates how the gender subtext of the state can serve as a site for resistance. As the community workers brought their previous unpaid work experience into their state supported jobs, they challenged the assumptions of the state that included (1) narrow interpretations of community needs, (2) bureaucratic organization and reliance on credentialed knowledge as a basis for decision-making, (3) separation of political action from state provisions of social welfare, and (4) a limited definition of labor. The workers' resistance reveals the contradictions of state-sponsored, community-based employment of women from low income communities.",https://www.jstor.org/stable/800602,Social Problems,10.2307_800602,Sociology,1991.0,1,0.9817034602165222,1,0.5285534262657166,1,0.9898714423179626
,,,Narratives of Identity in Modern Management: The Corrosion of Gender Difference?,"This article examines two dominant theories about the contemporary relationship between identity and work – corrosion of character and reflexive modernization. Both of these models treat the experiences of men and women in the new capitalism as essentially the same. We examine this assumption in the light of our recent study of managers in large companies. Our survey data shows little difference between the career orientations and experiences of men and women. We then test this against the career narratives of 136 managers. Again, we find that men and women use the same 'new capitalism' narratives to describe their careers and work lives. However, whereas for men these narratives fit with their stories of domestic life, this is not the case for the women. Faced with a substantial disjunction between them, women generally reject one or other narrative identity. We argue that our findings highlight substantial theoretical flaws in both the corrosion of character and reflexive modernization models.",https://www.jstor.org/stable/42856476,Sociology,10.2307_42856476,Sociology,2002.0,1,0.8753675818443298,1,0.992021381855011,1,0.9976637363433838
,,,ON THE INSTITUTIONALIZATION OF SOCIOLOGY IN THE UNITED STATES,None,https://www.jstor.org/stable/20830864,Sociological Focus,10.2307_20830864,Sociology,1973.0,1,0.9905394315719604,0,0.0002463516721036285,0,0.005706976167857647
,,,From Quackery to “Complementary” Medicine: The American Medical Profession Confronts Alternative Therapies,This research examines trends in coverage of complementary and alternative medicine (CAM) in five prestigious medical journals during a period of intense reorganization within medicine (1965–1999). Content analysis of a sample of documents (,https://www.jstor.org/stable/10.1525/sp.2005.52.1.38,Social Problems,10.1525_sp.2005.52.1.38,Sociology,2005.0,1,0.8856880068778992,0,0.00035416209721006453,0,0.0015499021392315626
,,,Legitimacy and Consensus in Lipset's America: From Washington to Watergate,None,https://www.jstor.org/stable/41582862,Social Research,10.2307_41582862,Sociology,1975.0,1,0.9964945912361145,0,0.0015912154922261834,0,0.0005414095940068364
,,,"Race, Identity, and Belonging: “Blackness” and the Struggle for Solidarity in a Multiethnic Labor Union","This article presents an ethnographic examination of the ways in which a “black” organization—a 15,000 member labor union in New York City—has been altered and transformed by an influx of immigrant members. By appealing to shared racial experiences and promoting an American “minority” identity, the union's leaders and African American members have successfully incorporated immigrant members and, in the process, have altered the cultural practices and structural forms of the organization. The study argues that this occurred, in part, due to the particular organizational history of the union, and the sense of organizational identity built by union leaders and members. By drawing from the cultural legacy forged by the organization's founders, the union's leaders have developed a new identity for the organization that appears to be a continuation of—and improvement upon—the old. This case thus illustrates the importance of culture in organizational transformation, and also illuminates the ways in which native-born minorities expand their definition of what it means to be “black” in order to successfully incorporate newcomers.
",https://www.jstor.org/stable/10.1525/sp.2004.51.3.386,Social Problems,10.1525_sp.2004.51.3.386,Sociology,2004.0,1,0.999930739402771,1,0.9816800355911255,1,0.9901836514472961
,,,Organizations and Identity: Obituaries 1856-1972,"On the assumptions that the terms for portraying identities change as the structure of a society changes, and that one of the master trends in American society has been the growth of organizations, I coded and analyzed the content of 630 urban, rural, and black obituaries, randomly selected from within five, 6-year time periods between 1856 and 1972. I hypothesized a trend toward organizationally related content and expected a growing presence of organizations within obituaries to be indexed by change in the ways biographical time was marked: personal characteristics were indexed, in the kinds of events and relationships used to depict lives, and in the settings from which they were drawn. I found, instead, inferential evidence for the presence of routinization in the form of trends toward impersonal, standardized, categorical, ""objective"" portrayals. Changes in obituaries over time suggest versions of identity as residing in social structures and arrangements.",https://www.jstor.org/stable/2579019,Social Forces,10.2307_2579019,Sociology,1987.0,1,0.8456929922103882,1,0.9988731741905212,1,0.623602569103241
,,,Historicizing Power and Responses to Power: Indirect Rule and Its Reform,None,https://www.jstor.org/stable/40971353,Social Research,10.2307_40971353,Sociology,1999.0,1,0.7309626340866089,0,0.004687469452619553,0,0.00010633493366185576
,,,"Realism, Theory, and Individualism in the Work of Carl Menger","Theorizing in economics is often associated with some form of individualism. This paper considers the nature of this association in the work of Carl Menger. I adopt this focus not only because of continuing interest in Menger's work, but because recent developments in social theory facilitate a fruitful reevaluation of his general position. I argue that a convincing link between theory and individualism is absent in Menger's work. Moreover, I argue that the various criticisms often made of his work actually relate to the ideas which underlie his individualism rather than, as is usually supposed, those arising from an adherence to a form of Aristotelianism.",https://www.jstor.org/stable/29769869,Review of Social Economy,10.2307_29769869,Sociology,1996.0,1,0.9988163709640503,1,0.9956145286560059,0,7.22025433788076e-05
,,,Poststructuralism and Postmodernism: The Desire for Criticism,None,https://www.jstor.org/stable/657709,Theory and Society,10.2307_657709,Sociology,1992.0,1,0.9995684027671814,0,0.0001609923638170585,0,0.0005420436500571668
,,,The White Savior Film and Reviewers' Reception,"This article documents the collective interpretations of film reviewers, a position typically associated with individual aesthetic judgment rather than socially shared scripts of explanation. Drawing on the reviews of a feature film with implicit racial content, produced in the context of a supposedly ""color-blind"" era, this article documents how reviewers constitute a racialized interpretive community. Reviewers rely on specific cultural frameworks to both contest and reproduce the notion of a ""post-racial"" society. These interpretations equate nonwhites with pathological and dysfunctional traits, frame hard work as a white normative characteristic, and construct deterministic views of both Hollywood's ability to represent progressive racial representations and the educational system's potential. This analysis illustrates how film reviews operate as mediating voices between producer and consumer, and in so doing, the interpretations of the film serve as ""common-sensed"" mappings of the contested terrain of contemporary race relations.",https://www.jstor.org/stable/10.1525/si.2010.33.3.475,Symbolic Interaction,10.1525_si.2010.33.3.475,Sociology,2010.0,1,0.9663432240486145,0,0.0002078652469208464,1,0.9655521512031555
,,,Authoritarianism as World View,"A promising alternative to the psychoanalytic conception of authoritarianism is the ""breadth of perspective"" approach. Several writers have argued that authoritarianism results, at least in part, from the lack of broad social perspectives. However, they have not made it sufficiently clear how breadth of perspective operates to discourage authoritarianism and how it relates to more than one or two of the several components of the authoritarianism complex. By specifically taking account of the particular world view which underlies the interdependent characteristics of authoritarianism, it is possible to explicate the relationship between breadth of perspective and authoritarianism. This world view seems impressively similar to the concept of ""reification,"" as described explicitly or implicitly by a number of social theorists. It is maintained here that reification is induced by narrow perspectives and diminished by broadened perspectives. An ""authoritarian personality"" is not a prerequisite for such reification. But many of the characteristics of authoritarianism can result from this orientation toward social reality.",https://www.jstor.org/stable/2776926,American Journal of Sociology,10.2307_2776926,Sociology,1972.0,1,0.964066743850708,0,0.00020206798217259347,0,0.02048162743449211
,,,Creating Status Characteristics,"Status characteristics constitute significant elements of small group and societal stratification systems, and understanding their creation has theoretical and practical importance. We generalize Ridgeway's pathbreaking theory of status construction in three stages. First, we show that a conceptual change, using goal objects instead of exchangeable resources, permits us to explain the creation of many more status characteristics. Second, we explicate an interaction mechanism, behavior interchange patterns, that can transform other characteristics into status characteristics, even creating status differences where no characteristic is salient. Third, we show how new characteristics themselves can be created and given status value from deviance and personality attribution processes. We briefly note some parallels with other theorists' work, suggest some independent tests, and consider theoretical and applied implications of this work.",https://www.jstor.org/stable/2657554,American Sociological Review,10.2307_2657554,Sociology,1998.0,0,0.00019299480482004583,0,0.0003539426834322512,1,0.998823344707489
,,,Beyond Tokenism: The Making of Racially Diverse Feminist Organizations,"In the past 30 years, many white-dominated feminist organizations have struggled to achieve the goal of racial diversity. Research tells us that most have failed. We know much from the literature about the conflicts over race, class, and sexuality in feminist organizations, but little about whether it is possible to succeed in creating racially diverse organizations, and if so, how. In this article, I use qualitative data collected in the early 1990s to examine the process through which a battered women's shelter and a rape crisis center became racially diverse. Their stories elucidate the relationship between sustained ideological commitment, and structural opportunities and means that enabled feminists in two organizations to end long histories of white domination and to begin a new era of power and control in the hands of a racially diverse group of women. Because racial diversity has been a central yet often unmet goal within the feminist movement, it is important to understand the conditions of these anomalous successes.
",https://www.jstor.org/stable/10.1525/sp.2005.52.2.232,Social Problems,10.1525_sp.2005.52.2.232,Sociology,2005.0,0,0.06472399830818176,0,0.001367181888781488,1,0.9999492168426514
,,,Stigma and Status: The Interrelation of Two Theoretical Perspectives,This article explicates and distinguishes the processes that produce status orders and those that produce stigmatization. It describes an experimental study in which participants were assigned interaction partners before completing a task where they had opportunities to be influenced by the partners and opportunities to socially reject the partners. Results show clear influence effects of educational attainment and mental illness but no effects for physical disability. Social distance effects are present for mental illness and physical disability but not for educational attainment Results additionally show that stigmatizing attributes combine with task ability in affecting influence and also suggest that task ability may reduce social rejection. These results indicate that stigmatizing attributes combine with status markers in a way similar to previously studied status attributes. The findings extend traditions of research on status and stigma while also having potentially important implications for strategies to reduce inequalities based on mental illness.,https://www.jstor.org/stable/41722485,Social Psychology Quarterly,10.2307_41722485,Sociology,2012.0,0,0.046144697815179825,0,0.00019150231673847884,1,0.9952614903450012
,,,Impediment or Stimulant? Marital Status and Graduate Education,"This paper examines the effect of marriage upon the student role of men and women in American graduate education. Maried women are caught between two conflicting prime roles-student and spouse. They appear to be the least successful graduate students. Married men, on the other hand, do not feel such a conflict and appear to be productive and happy. For women, divorce appears to be a liberation from the role conflict. Divorced women appear to be very productive and very involved in the student role, while divorced men have lost a source of psychological support and appear unhappy and less productive than their female counterparts. Marital status is, therefore, an important variable that must be taken into account in examining the role performance of graduate students.",https://www.jstor.org/stable/2776616,American Journal of Sociology,10.2307_2776616,Sociology,1973.0,0,0.0008623850881122053,0,0.0411166287958622,1,0.919036865234375
,,,"Surf's Up: Work, Life, Balance and Brand in a New Age Capitalist Organization","This article reframes the notion of work/life balance through analysis of branding and the immaterial labour process in a 'new age capitalist' organization. The company does not manufacture material products; rather, value is produced through branding imported goods to promote 'alternative' ways of living. This is achieved through incorporation of leisure activities and lifestyles of key employees, effectively putting their 'lives' to 'work' in the creation of value for the company. For employees, therefore, much work actually takes place notionally outside or on the margins of their formally employed space and time. We argue that this qualitatively transforms the conceptions of, and relations between, work and life that underpin the concept of work/life balance. We conclude by exploring the tensions generated by organizational incorporation of employee autonomy in the pursuit of aspirational branding.",https://www.jstor.org/stable/42857411,Sociology,10.2307_42857411,Sociology,2010.0,0,0.08904990553855896,0,0.0001503190869698301,0,0.00030626848456449807
,,,The Prospects of Catching up for New EU Members: Lessons for the Accession Countries to the European Union from Previous Enlargements,"With EU membership, politicians as well as citizens in the accession countries hope to achieve improvements in living conditions and - at least in the long run - to catch up with the West European societies. Catch-up modernization of the less advanced member states is also an ""official"" goal of EU policy. Expert opinions about the prospects for success, however, vary widely. In this paper, a general model for how EU policy influences quality of life in less well-off member countries is presented. An analysis of former enlargements - the cohesion countries Ireland, Greece, Portugal, and Spain - reveals that EU integration obviously facilitates processes of catch up but does not guarantee them. This is demonstrated by using indicators covering different aspects of quality of life, per capita income (material living conditions), social protection ratios (general quality of society), and life satisfaction (subjective well-being). Bearing in mind their particular economic and social conditions and their heterogeneity, the prospects of the future member states are discussed.",https://www.jstor.org/stable/27526972,Social Indicators Research,10.2307_27526972,Sociology,2001.0,0,8.865660493029281e-05,0,0.03278889134526253,0,0.04729641228914261
,,,Historical Sociology in the History of American Sociology,None,https://www.jstor.org/stable/1171043,Social Science History,10.2307_1171043,Sociology,1987.0,0,0.0009517858270555735,0,0.00020140128617640585,0,0.0033517293632030487
,,,A Novel Protest against Globalisation,None,https://www.jstor.org/stable/3518244,Social Scientist,10.2307_3518244,Sociology,2002.0,0,0.020755810663104057,0,0.00022171594901010394,0,0.016692794859409332
,,,"Affinity, Identity, and Transcendence: The Experience of Religious Racial Integration in Diverse Congregations","How do members of disparate ethnic and racial heritages come to identify and achieve stable affiliation with multiracial congregations? This article specifies an approach to understanding member experiences of corporate belonging in diverse congregations using ethnic identity theory. Synthesizing ethnographic data drawn from two extensive case studies, the article provides a heuristic model for understanding the process by which members of disparate ethnic and racial heritages come to identify and achieve stable affiliation with multiethnic/multiracial congregations. Three ""moments"" (affinity with the congregation, identity reorientation, and ethnic transcendence) represent key phases in the lived religious experience of members as they co-construct common bonds of spiritual kinship. Cautions and suggestions are provided for future research.",https://www.jstor.org/stable/20486980,Journal for the Scientific Study of Religion,10.2307_20486980,Sociology,2009.0,0,9.390524064656347e-05,0,0.0001850742701208219,1,0.993966817855835
,,,"The Limit of Equality Projects: Public-Sector Expansion, Sectoral Conflicts, and Income Inequality in Postindustrial Economies","In this study, we investigate how structural economic changes constrain an equality project, the public-sector expansion strategy. First, we describe a three-stage process in which a growing productivity gap between the private-manufacturing and public-service sectors disrupts traditional class solidarity. We contend that emerging conflicts between private and public sectors due to public-sector expansion and a growing inter-sectoral productivity gap eventually lead to employment and budget crises, as well as the weakening of coordinated wage-setting institutions. Furthermore, political, institutional, and economic transformations originating from sectoral cleavages and imbalance lead to increased income inequality. We test this argument using an unbalanced panel dataset on 16 advanced industrial democracies from 1971 to 2003. We find that public-sector employment has a strong negative effect on income inequality when the productivity gap between sectors is low. In such situations, public-sector employment fulfills its promise of equality and full employment. However, as the inter-sectoral productivity gap increases, the negative effect of public-sector expansion on income inequality evaporates. The findings suggest that severely uneven productivity gaps due to different degrees of technological innovations significantly weaken and limit the effectiveness of left-wing governments' policy interventions through public-service expansion.",https://www.jstor.org/stable/25782182,American Sociological Review,10.2307_25782182,Sociology,2011.0,0,3.630598075687885e-05,0,0.005117747932672501,1,0.8493747711181641
,,,Dynamic Network Visualization,"Increased interest in longitudinal social networks and the recognition that visualization fosters theoretical insight create a need for dynamic network visualizations, or network “movies.” This article confronts theoretical questions surrounding the temporal representations of social networks and technical questions about how best to link network change to changes in the graphical representation. The authors divide network movies into (1) static ",https://www.jstor.org/stable/10.1086/421509,American Journal of Sociology,10.1086_421509,Sociology,2005.0,0,4.407484448165633e-05,0,0.0007966005359776318,0,0.006479951553046703
,,,Measuring Women's Quality of Life: A Discussion of Alternative Approaches,"This paper reports our experiences with the application of a number of alternative approaches to a study of women's economic circumstances and quality of life in a typical western city. The important work of, especially, Martha Nussbaum on the capabilities approach to evaluations of ""quality of life"" has highlighted pitfalls associated with the use of a narrow informational base in studies of women's lives and has emphasized the value of qualitative methods in these evaluations. However, to date, most discussions of the relevance of plural approaches to studies of women's lives have been conducted in the context of developing countries. This paper contributes a practical, current example of the relevance of such approaches to assessments of the lives of women in western countries as well. The research findings reported in the paper also cast further light on the importance of several, related themes in the literature on the capabilities approach, namely the importance of understanding how women's aspirations and expectations change with their economic and social experiences; and the importance of appreciating the social uses of language and how this affects the way in which women describe their lives.",https://www.jstor.org/stable/29770478,Review of Social Economy,10.2307_29770478,Sociology,2008.0,0,1.5055012227094267e-05,0,0.00018232817819807678,0,0.0003801729471888393
,,,FAMILY STRUCTURE AND SOCIAL CONTROL: A CROSS-CULTURAL STUDY,"It is usually suggested that the family gains control over the individual socialization and maintains control via covert social and psychological pressures based on the expectations internalized in the socialization process. Keying off LePlay's work, Zimmerman (1935) argues that control over the individual varies with the strength of the family and the strength of family is associated with other characteristics such as family size, form, homogeneity, etc. When these characteristics take on specific qualities the family is purported to have greater control. The works of LePlay, Zimmerman, and S.N. Eisenstadt suggest that when non-family agents of control such as political organizations, leadership positions, and police forces are dominant within the social structure the family is de-emphasized. The reverse is also true, i.e., when the family is the dominant agent of control, non-family agents are weak or non-existent. The data from Murdock and White's Standard Cross-Cultural Sample were used to test this suggested inverse relationship between family and non-family agents. The characteristics of the family were predicted to take on qualities conducive to control when non-family agents were weak and qualities not conducive to control when non-family agents were prevalent and dominant. Little support was found for the purported inverse relationship between family control and non-family control at the zero order. First order partials revealed strong support for the relationship and within the predicted categories of the control variables community size and technological specialization. A review of the percentages, however, reveals that it is not variation in family structure which accounts for the relationship but variation in the existence of non-family control agents.",https://www.jstor.org/stable/23027139,International Journal of Sociology of the Family,10.2307_23027139,Sociology,1978.0,0,5.722692731069401e-05,1,0.9530326724052429,0,0.14183731377124786
,,,"The Rigid, the Fuzzy, and the Flexible: Notes on the Mental Sculpting of Academic Identity",None,https://www.jstor.org/stable/40971135,Social Research,10.2307_40971135,Sociology,1995.0,1,0.9991188645362854,1,0.9988995790481567,0,0.01168549619615078
,,,Bonding to Youth Clubs and Delinquency,"Youth clubs and their relationship to delinquency has received surprisingly little attention in the literature. The applicability of social bonding theory, a prominent sociological theory of delinquency, to the experiences of youth in their clubs is the primary focus of this research. The reliability and validity analysis of indices specifically created to assess “club bonding” suggest the legitimacy of this approach. Belief in the rules and the regulations of the club is found to be negatively correlated with delinquency. Surprisingly, weekly involvement in the club is found to be positively associated with delinquency. Implications for practice and/or intervention are discussed.",https://www.jstor.org/stable/43735835,Sociological Practice,10.2307_43735835,Sociology,2001.0,0,2.846940878953319e-05,0,0.00018324704433325678,0,0.002074379241093993
,,,REVISING CONCEPTIONS ABOUT THE ORIGIN OF PRISONS: THE IMPORTANCE OF ECONOMIC CONSIDERATIONS,"Research on the origin of prisons to the United States has focused on the eastern states, particularly New York and Pennsylvania, because of the development of contrasting prison systems in that region. This scholarship also limited its perspective to philosophical differences between the two systems. This article focuses on the origin of the prison in Oklahoma. The archival evidence suggests that, in addition to other complex forces, economic considerations played a significant role in the establishment of a prison in Oklahoma.",https://www.jstor.org/stable/42860886,Social Science Quarterly,10.2307_42860886,Sociology,1981.0,0,5.9385311033111066e-05,0,0.00029798742616549134,0,0.006926458328962326
,,,"Exploring the Costs of Administrative Legalization: City Expenditures on Legal Services, 1960-1995","The institutional environment in both the private and public sector, according to a wide range of observers, is increasingly ""legalized"": decisionmaking processes and substantive policies are increasingly subject to legal rules and procedural requirements that are enforceable in court. Although there is little dispute that legal liability has expanded in this way, there is great dispute about the effect of these changes, particularly their costs, on public organizations in practice. Some observers argue that legalization has imposed heavy costs, especially financial costs, on organizations; others, for a variety of reasons, argue that these costs are likely to be exaggerated. In this article I suggest that organizational expenditures on legal services are likely to be a valid indicator of certain important elements of the costs of administrative legalization. I present the results of a study of the legal services expenditures of 13 major U.S. cities over a 35-year period. The results indicate that legal services expenditures indeed have increased in many cities, although not as much as some commentators have speculated. Furthermore, there are significant variations in expenditure patterns among the cities, and a number experienced no long-term growth trend in legal services expenditures.",https://www.jstor.org/stable/3115088,Law & Society Review,10.2307_3115088,Sociology,2000.0,0,0.41442111134529114,0,0.0004121994134038687,0,9.41351245273836e-05
,,,THE 1984 HELMS-HUNT SENATE RACE: A SPATIAL POSTMORTEM OF EMERGING REPUBLICAN STRENGTH IN THE SOUTH,"This study focuses on the correlates and spatial patterns in North Carolina associated with Helms's 1984 Senate victory. Two stepwise regression and residual analyses of the 100 counties reveal that the Helms vote was most significantly associated with predominantly white counties and, secondarily, blue-collar, middleincome counties. Hunt's support came from areas with high percentages of either nonwhites or the college-educated. In addition, both garnered support in areas of traditional party strength. This analysis suggests a continuing shift in voter support toward the Republican party, and toward more racially and philosophically polarized parties.",https://www.jstor.org/stable/42864176,Social Science Quarterly,10.2307_42864176,Sociology,1988.0,0,0.00016489179688505828,1,0.9999107122421265,1,0.6333726644515991
,,,Non-Conventional View on Social Stratification in Poland,"The question, whether in Poland emerge processes typical for social stratification in market societies reverts in this paper. In what follows I attempt to figure out ""upper,"" ""middle,"" and ""lower"" classes in Polish society. This classical for Western sociology but uncommon in Polish research analytical schema is deliberately taken to emphasize distinctive features of social stratification in Poland. Based on speculative reflection I compare Polish intelligentsia, white collars, private entrepreneurs, farmers, and working class with their counterparts in Western countries to answer a critical question: how far to the market system?",https://www.jstor.org/stable/41274524,Polish Sociological Review,10.2307_41274524,Sociology,1994.0,0,2.0137642422923818e-05,0,0.08095831423997879,1,0.994333028793335
,,,Offensive and Defensive Use of Punitive Tactics in Explicit Bargaining,"This research analyzes the impact of offensive and defensive punitive tactics in two-party bargaining. The basic predictions are that defensive use of punitive tactics produces a lower rate of damaging action by another than does offensive use of punitive tactics, and that higher-power actors use punitive tactics offensively, whereas lower-power actors use them defensively. These predictions were tested in a two-party bargaining setting that allowed parties to exchange offers and counteroffers and to take punitive action against each other. The results generally support the implications of bilateral deterrence; parties facing opponents who took strong offensive measures used more punitive tactics than those who did not, whereas parties facing opponents who took strong retaliatory measures combined with weak offensive measures used fewer punitive tactics. Contrary to expectation, low-power actors did not differ from high-power actors in their use of offensive or defensive tactics.",https://www.jstor.org/stable/2786952,Social Psychology Quarterly,10.2307_2786952,Sociology,1992.0,0,7.739775173831731e-05,0,0.000733386492356658,0,0.0010955892503261566
