stance twd. demog persp. (1: positive; 0.5: maybe; 0: none),notes,other persp.?,article_name,abstract,jstor_url,journal_title,edited_filename,primary_subject,publicationYear,cult_pred,cult_score,rel_pred,rel_score,dem_pred,dem_score
,,,The Methodology of Grounded Theory in the Research of the Situation of Work,None,https://www.jstor.org/stable/44816334,The Polish Sociological Bulletin,10.2307_44816334,Sociology,1989.0,1,0.7520103454589844,0,0.0003207829431630671,0,0.00019628819427452981
,,,Sociology and the Multicultural Curriculum: The Challenges of the 1990's and Beyond,None,https://www.jstor.org/stable/41680037,"Race, Sex & Class",10.2307_41680037,Sociology,1993.0,0,0.00010783000470837578,0,0.0004588295705616474,1,0.9781856536865234
,,,Why Teach Applied Sociology? Four Reasons to Consider,"Why teach applied sociology? This paper attempts to answer this question by focusing on a variety of advantages and benefits that an applied approach provides to those who teach in traditional classroom academic settings. The paper begins by drawing on a parable about teaching a teenager to drive and suggesting that learning to drive and learning sociology might have a lot more in common than we might imagine. The issue is placed in the context of current trends in sociology, especially ""the scholarship of teaching and learning"" and ""public sociology."" Four reasons for teaching applied sociology are presented: 1) It promotes more effective teaching and learning. 2) It is grounded in the roots of American sociology. 3) It helps produce change-based research; and 4) Students desire a sociology they can use to engage the world and to help improve it. The paper concludes by arguing that teaching applied sociology provides students better preparation for a rapidly changing global economy.",https://www.jstor.org/stable/23548929,Journal of Applied Social Science,10.2307_23548929,Sociology,2010.0,0,0.00029672219534404576,0,0.005632962100207806,0,9.226905240211636e-05
,,,Social and Political Transformation in the Czech Republic,"The most apparent recent social change in the Czech Republic is the emergence of a new class structure. A large percentage of the population began their private activities in small business, while a part of them managed to become middle-scale entrepreneurs. During the privatisation of the large companies, realised mostly by the voucher method, different groups competed to achieve positions in the top economic elite. Analyses of social mobility and of the factors of the income distribution have shown that the following groups have a higher chance of being successful in the ongoing social de-equalisation: the younger generations, better-educated people, managers and private entrepreneurs and those former Communists who left the party after the political changes in 1989. These social processes are being accompanied by a gradual change in the political elite. In this field, the most successful are the younger middle-aged, new political activists pushing through the radical liberal economic reform. In spite of the clearly right-wing character of the ruling coalition, a democratically acquired social consensus exists for the time being, although some signs of social and political polarisation are visible. In the near future, two main alternatives of development are possible: a) the continuation of the liberal democratic reforms (whether it be a conservative, centrist or left democratic variant or a compromise combination of them is of less importance) and b) a populist and authoritarian interruption of the transformation processes (be it a radical leftist or rightist variant). The realisation of the first alternative is not only desirable from the point of view of joining the European Union in the foreseeable future, but also more likely given both the objective and subjective conditions within the Czech Republic.",https://www.jstor.org/stable/41133106,Czech Sociological Review,10.2307_41133106,Sociology,1994.0,0,1.8159997125621885e-05,0,0.00018132211698684841,1,0.9734237790107727
,,,Expanding the Marxian Notion of the Post-Colonial State,None,https://www.jstor.org/stable/3517804,Social Scientist,10.2307_3517804,Sociology,1991.0,0,0.4465501308441162,0,0.0003772106720134616,0,0.0014924387214705348
,,,Harnessing Intellectuals: Tensions between Democracy and Leadership in the Independent Trade Unions in the 1970s,"The article examines how the participation of white intellectuals in independent trade unions in South Africa influenced the democratisation process of the unions in the 1970s. It also presents contributions of seven theorists, namely Lenin, Perry Anderson, Michels, Perlman, Gramsci, Hobsbawm ana C Wright Mills, on the role of left-wing intellectuals in the labour movement. It finds that the white intellectuals were both committed to and facilitated the democratisation of the unions, but that their contradictory class location, the cultural cleavage between them and African workers, and ultimately the political context, impeded the process of democratisation. The theories of Gramsci and Hobsbawm turned out to be the most useful ones in helping to analyse the role of the intellectuals in the unions in the 1970s.",https://www.jstor.org/stable/44461133,South African Sociological Review,10.2307_44461133,Sociology,1989.0,1,0.9999196529388428,1,0.9972808361053467,0,0.2077302634716034
,,,"The Social Reproduction of a Criminal Class in Working-Class London, Circa 1950-1980","The historical concept of a criminal class includes a sociological reference to the concentration and recurrence of crime within groups and across generations. Two family-linked processes may lead to the social reproduction of a criminal class: a cultural/characterological process involving child-raising conditions and practices, and a structural/imputational process involving official labeling. Mead's concern about the perpetuation of a ""permanent class of criminals"" is discussed, and special attention is given to an intergenerational interaction effect of parent and son labeling on subsequent delinquent and criminal behavior. This intergenerational interaction effect is explored, net of the acknowledged role of cultural/characterological influences, which are modeled in several ways using data collected in a well-known London panel study. The article addresses implications of the neglect of labeling effects in contemporary longitudinal research initiatives directed to the formation of crime policy.",https://www.jstor.org/stable/2781103,American Journal of Sociology,10.2307_2781103,Sociology,1990.0,0,0.40531373023986816,0,0.00037022665492258966,1,0.9994182586669922
,,,A Theoretical Perspective on Cohort Marriage and Divorce in Twentieth Century Sweden,"A theoretical perspective is proposed in which changes in female labor-force participation are seen as being of central importance to analyses of changes in marital formation and dissolution. Opportunities for increased female labor-force participation are likely to improve the feasibility of marriage, i.e., the ability of a newly married couple to meet social and economic expectations, while possibly reducing the desirability of marriage relative to the available alternatives. At the same time, the greater participation of women in economic life seems to increase both the feasibility and desirability of divorce. The experience of cohorts of Swedish females born between 1885-1889 and 1940-1944 is examined, and found to be consistent with the theoretical arguments advanced.",https://www.jstor.org/stable/351707,Journal of Marriage and Family,10.2307_351707,Sociology,1979.0,0,1.0746764928626362e-05,0,0.0004680114216171205,1,0.9948840737342834
,,,Gender Gaps and the Presence and Profitability of College Football,"Objective. Data from the 1995-96 academic year for schools that compete at the Division I level of college athletics are analyzed to show how the presence and profitability of football influence female athletes in terms of both absolute and relative funding per athlete, as well as participatory opportunities in general. Methods. Two-stage least-squares estimation of a simultaneous system of equations, descriptive statistics, and paired i-tests are the methods used for analyzing the data. Results. Female athletes receive greater expenditures in absolute terms, but less in relative terms, the more prominent a school's football program. It is harder for schools with football to comply with the proportionality test. Southern schools and African American schools are more likely to be found in violation of Title IX rules compared to all other schools. Conclusions. The presence and profitability of football, as well as regional and ethnicity considerations, influence differences in spending per female athlete across Division I schools.",https://www.jstor.org/stable/42864401,Social Science Quarterly,10.2307_42864401,Sociology,1999.0,0,1.0359005500504281e-05,0,0.04134703055024147,1,0.9956016540527344
,,,Residential Mobility of Blacks and Whites: A National Longitudinal Survey,"A limited literature suggests that blacks move more often than whites but that their mobility is more local. In testing this double hypothesis with interviews from a national panel of 1,500 households, we find that greater black mobility is largely explained by blacks' tendency to be renters. Black renters are less likely to move, and black owners are about as stable residentially. Furthermore, blacks are more likely to move only within their nighborhoods or communities and much less likely to move elsewhere in the metropolitan area or to migrate out of it. Not only do different racial categories move differently, but they apparently do so for different reason.",https://www.jstor.org/stable/2776179,American Journal of Sociology,10.2307_2776179,Sociology,1971.0,0,1.0023773938883096e-05,0,0.0002407633583061397,1,0.9995403289794922
,,,Living Arrangements during Childrearing Years and Later Health of African American Mothers,"Using longitudinal data from the Woodlawn Project (N = 680), this study examined how patterns of living arrangements among a community cohort of African American mothers were associated with later physical and emotional health. We identified eight patterns of stability and transition in living arrangements during the childrearing years. Health outcomes include SF-36 Physical Functioning, SF-36 Bodily Pain, depressed mood, and anxious mood. Specific patterns of living arrangements were related to later health, controlling for age, earlier health, education, and poverty. Poverty explained many, but not all, of the relationships between living arrangements and health. Findings underscored the benefits of social support and social integration and highlighted the negative effects of marital dissolution on health.",https://www.jstor.org/stable/27752505,Journal of Marriage and Family,10.2307_27752505,Sociology,2009.0,0,7.180096417869208e-06,0,0.00018669833661988378,1,0.9604170322418213
,,,THE SHORT-TERM INSTABILITY OF OCCUPATIONAL CHANGE,"Discussions of occupational change imply smooth secular trends. However, an analysis of changes in the size of 210 specific occupations from 1972 to 1981 indicates that less than one-third of these occupations consistently grew or consistently declined during the period. With this absence of consistent change, the overall occupational division of labor remained very stable in the short term.",https://www.jstor.org/stable/42862450,Social Science Quarterly,10.2307_42862450,Sociology,1988.0,0,2.2916732632438652e-05,0,0.00019010837422683835,1,0.9999750852584839
,,,Michigan Black Farm Owners' Perceptions About Farm Ownership Credit Acquisition: A Critical Race Analysis,"While the financial plight and credit needs of Black farmers has received limited attention in the literature, Critical Race Theory (CRT) is a novel approach that can contextualize these problems in the US Department of Agriculture (USDA) farm loan programs (FLPs). Using a critical race methodology to interpret 11 semi-structured interviews with Black Michigan farm owners, we investigate experiential perceptions of farm ownership loans. Findings indicate that farmers hesitate to use government farm loans, because of histories of racialized experiences, racial discriminatory lending practices, and non-existent outreach from Farm Service Agency lenders. Farmers' perceptions of racial disadvantage in farm loan acquisition suggest a serious need for greater fairness and better education in the administration of FLPs, as the USDA aims to embark in a new civil rights era.",https://www.jstor.org/stable/43496994,"Race, Gender & Class",10.2307_43496994,Sociology,2014.0,0,0.00033211123081855476,0,0.050618790090084076,1,0.969814121723175
,,,Has Increased Women's Educational Attainment Led to Greater Earnings Inequality in the United Kingdom? A Multivariate Decomposition Analysis,"It is widely believed that the growth in women's educational attainment and their increasing labour force participation, together with educational homogamy, will lead to greater inequality between households in their earnings. In this article, we use data from the United Kingdom to test that assertion. We use a new method of decomposing the change in household earnings inequality, and this allows us to identify effects associated with women's increasing educational attainment and consequential changes in their propensity to marry, in educational assortative mating and in labour-force participation. We find that changes in women's education and their behavioural consequences account for little if any of the growth in earnings inequality between households in the United Kingdom during the closing decades of the 20th century.",https://www.jstor.org/stable/40602485,European Sociological Review,10.2307_40602485,Sociology,2010.0,0,1.5705671103205532e-05,0,0.4174647033214569,1,0.9937885403633118
,,,Racial and Ethnic Differences in Extended Family Households,"Prevalence of extended family households and factors associated with them are examined for non-Hispanic whites, African Americans, Asians, and Hispanics using data from the 1990 U.S. Census. Nuclear family households and three distinct types of extended family households (upward, downward, and horizontal) are identified, and racial/ethnic differences in the distribution of these types are noted. I contend that household extensions occur as a result of a combination of economic, demographic, and cultural factors. To examine economic aspects of household extension, I first examine income distributions across various household types. Then, using multinomial logistic regression, I identify economic, demographic, and cultural factors related to the three different types of extended family households. Even after racial/ethnic differences in demographic and economic variables are accounted for, preferences for downward extension among African Americans, upward extension among Asians, and horizontal extension among Hispanics still remain, suggesting an independent effect of racial/ethnic culture regarding household extension. /// [Spanish] A través de información del Censo de Estados Unidos de 1990, se examinan los factores asociados con el predominio de los hogares de familias extensas de blancos no hispanos, afro-americanos, asiáticos, e hispanos. Se identifica la familia nuclear y tres tipos de hogares de familias extensas (ascendente, descendente y horizontal) asi como diferencias raciales y étnicas en su distribución. Sostengo que la extensión de las familias ocurre debido a la combinación de factores económicos, demográficos y culturales. En primer lugar, se examinan aspectos económicos de la extensión de familias y la distribución de ingreso a través de varios tipos de familias. Después, a través del uso de la regresión logística multinominal, se identifican factores económicos, demográficos y culturales relacionados con tres tipos de diferentes hogares de familias extensas. Aún después de las diferencias étnico/raciales en las variables demográficas y económicas en cuestión, se observa que prevalecen las preferencias por una extensión descendente entre afro-americanos, la extensión ascendente entre asiáticos, y la extensión horizontal entre hispanos, sugiriendo un efecto independiente de una cultura étnico/racial en relación a la familia extensa. /// [Chinese] (Unicode for Chinese abstract). /// [Japanese] (Unicode for Japanese abstract).",https://www.jstor.org/stable/1389794,Sociological Perspectives,10.2307_1389794,Sociology,2000.0,0,0.016803426668047905,0,0.00017700993339531124,1,0.9977450370788574
,,,When Desegregation ,"Increasing interracial contact is one of the goals of school desegregation policies. However, focusing upon weak ties as one important type of interracial contact, we show how reallocation of students among schools for desegregation may ",https://www.jstor.org/stable/10.1086/231350,American Journal of Sociology,10.1086_231350,Sociology,1998.0,0,1.2601440175785683e-05,0,0.005213459022343159,1,0.9991201758384705
,,,BARRIERS TO THE WORK WORLD: THE CASE OF THE MARRIED YUCATECAN WOMAN,"A sample of 264 married couples from an urban centre in Southeastern Mexico, a ""developing"" region, were interviewed to investigate structural and attitudinal factors which may influence women's traditional roles. It was found that women with higher education are much more likely to be employed for pay. Similarly, both husbands' and mothers' education, but not fathers', correlate with work status. Selected attitudes toward ""women's liberation"" were also found to be associated with both work status and a woman's education. We conclude that both structural factors and attitudes independently and conjointly influence women's traditional roles.",https://www.jstor.org/stable/23027948,International Journal of Sociology of the Family,10.2307_23027948,Sociology,1980.0,0,0.0015386025188490748,0,0.00029512084438465536,1,0.9622652530670166
,,,"""For Her Own Protection . . ."": Conditions of Incarceration for Female Juvenile Offenders in the State of Connecticut",None,https://www.jstor.org/stable/3053055,Law & Society Review,10.2307_3053055,Sociology,1972.0,0,0.00013945244427304715,0,0.00019468076061457396,1,0.978179395198822
,,,Housing and Commute Costs Squeeze Low-Wage Workers,None,https://www.jstor.org/stable/43873243,"Race, Poverty & the Environment",10.2307_43873243,Sociology,2015.0,0,0.00011418987560318783,0,0.00048728755791671574,1,0.83686763048172
,,,"COWBOYS AND SCHOOLTEACHERS: GENDER IN ROMANCE NOVELS, SECULAR AND CHRISTIAN","This article uses content analysis of 120 novels to consider romance novels as evidence for a particular culture of gender and the family, and as a means of comparing cultural representations of secular and Christian masculinity, femininity, and families. It finds that, although on the surface the texts are most obviously differentiated by religion, gender differences within the religious categories are greater than overall differences between those categories themselves. The most interesting and significant difference between secular and Christian romances emerges in the male hero. Specifically, this analysis finds that secular men are depicted as overwhelmingly strong, economically and physically, but that this strength is frequently overcome by the emotional strength of the heroine, who tames them. Christian heroes, on the other hand, are less overpowering figures at the beginning of the texts but are more dominant within the relationship, subject instead to the will of God.",https://www.jstor.org/stable/10.1525/sop.2005.48.4.461,Sociological Perspectives,10.1525_sop.2005.48.4.461,Sociology,2005.0,0,0.19989874958992004,0,0.0015944518381729722,1,0.9864498972892761
,,,"Who Plays and Who Benefits: Gender, Interscholastic Athletics, and Academic Outcomes","Using a nationally representative sample of adolescents, this article examines how various individual and contextual characteristics are related to the likelihood of interscholastic athletic participation.
         Girls are significantly less likely than boys to participate. The influence of socioeconomic background, siblings, family structure, year in school, attendance at a private school, size of the school, region
         of the country, and urbanicity have similar effects on socializing boys and girls into athletics. However, the gender difference in participation rates are greater for blacks than whites. Results indicate
         that some of the association between athletic participation and academic outcomes is due to the tendency for better students to participate in athletics. Net of these effects, analyses indicate that participation
         in athletics has a positive influence on adolescents' academic outcomes. The positive influence of athletic participation on unexcused absences and educational expectations is significantly stronger for
         boys than for girls. 
    ",https://www.jstor.org/stable/10.1525/sop.2002.45.4.415,Sociological Perspectives,10.1525_sop.2002.45.4.415,Sociology,2002.0,0,8.913645615393762e-06,0,0.0006769593455828726,1,0.827447235584259
,,,"Social Support, Stress, and Psychological Distress Among Single Mothers","We conducted this study in a nationwide sample of 394 single mothers aged 24 and older to determine whether social support helps to reduce the negative impact of parental stress and financial stress. The major outcome variable was psychological distress. Three models of the stress process were analyzed empirically: the protective, moderator, and preventive models. The data provided support for the protective and preventive models. The findings from the protective model indicated that social support can protect single mothers from the negative impact of both parental stress and financial stress. The preventive model indicated single mothers with good social support could avoid the negative impact of both parental and financial stress. Implications for social work and policy are discussed.",https://www.jstor.org/stable/41955730,"Race, Gender & Class",10.2307_41955730,Sociology,2000.0,0,1.838359094108455e-05,0,0.00014306452067103237,0,0.015326080843806267
,,,From Plantation to Corporation: The Attack on Tenure and Academic Freedom in Florida,"Florida's recent history as well as current trends within the state reveal a failure to protect academic freedom and an aggressive attack on the tradition of academic tenure. From the mid-nineteen fifties to the mid-nineteen sixties, the notorious ""Johns Committee"" sought to discover any communists, ""godless"" faculty or homosexuals in Florida's universities. Acting as investigator, prosecutor and judge, the Committee forced the departure of untold numbers of faculty and students. Today, the undermining of tenure and academic freedom is more subtle. Under the rubric of such terms as ""productivity,"" efficiency,"" ""the market,"" and ""flexibility,"" powerful political and business interests have declared war on tenure in Florida. /// [Spanish] La historia reciente de Florida así como las tendencias actuales dentro del estado revelan el fracaso para proteger la libertad académica y un agresivo ataque a la tradición de la tenencia de la base académica. Desde a mediados de las décadas de 1950 y 1960, el bien conocido ""Johns Committee"" creyó descubrir algunas comunidades, una facultad sin Dios (""godless"" faculty) u homosexuales en las universidades de Florida. Actuando como investigador, juez y jurado, el Comité forzó la salida de un número incalculabe del profesorado y de estudiantes. Hoy día, es más imperceptible la minada tenencia de la base académica y la libertad académica. Bajo la rúbrica de términos como ""productividad"" y ""eficiencia,"" ""el mercado"" y ""la flexibilidad,"" las fuerzas políticas y los intereses comerciales han declarado una guerra a la tenencia de la base académica en Florida. /// [Chinese] (Unicode for Chinese abstract). /// [Japanese] (Unicode for Japanese abstract).",https://www.jstor.org/stable/1389667,Sociological Perspectives,10.2307_1389667,Sociology,1998.0,0,0.042419664561748505,0,0.07389485836029053,0,0.0030016391538083553
,,,GRAMSCI'S THEORY OF THE FACTORY COUNCILS: NUCLEUS OF THE SOCIALIST STATE,None,https://www.jstor.org/stable/41035219,Berkeley Journal of Sociology,10.2307_41035219,Sociology,1974.0,1,0.9999270439147949,0,0.00020185421453788877,0,0.0003706246498040855
,,,SOME REFLECTIONS ON SOCIOLOGY AND THE COUNTER-CULTURE,None,https://www.jstor.org/stable/20830767,Sociological Focus,10.2307_20830767,Sociology,1970.0,1,0.9999250173568726,1,0.972176194190979,0,0.0037097951862961054
,,,"Ronald Reagan's ""Revival"": Voluntarism As a Theme in Reagan's Civil Religion","American Presidents since Washington have contributed to the maintenance and transformation of the nation's civil religion. In his 1967 essay Bellah found the principal themes of this transcendent secular religion in the major public addresses of Presidents of the United States. In this paper I look at one of the contributions of Ronald Reagan to the American civil religion-his public utterances on voluntarism (""private initiative""). Four major themes in Reagan's pronouncements on voluntarism are described: the volunteer ""spirit,"" activism, ""big government,"" and revival. The heroism of volunteers and the idea of community/neighborhood are two other themes which are discussed. Taken together, these themes tell a simple mythic story about sin and salvation in American society.",https://www.jstor.org/stable/3711680,Sociological Analysis,10.2307_3711680,Sociology,1987.0,0,0.0011850256705656648,0,0.0003901662421412766,0,0.000193651212612167
,,,Observations of Social Processes and Their Formal Representations,"Distinctions between quantitative and qualitative social science misrepresent the actual choices confronting analysts of observations concerning social processes. Analysts regularly (if not always self-consciously) choose between adopting and avoiding formal representations of social processes. Despite widespread prejudices to the contrary, formalisms are available and helpful for all sorts of social scientific evidence, including those commonly labeled as qualitative. Available formalisms vary in two important regards: (1) from direct to analogical representation of the evidence at hand; and (2) from numerical to topological correspondence between formalism and evidence. Adoption of formalisms facilitates the identification of erroneous arguments, hence the correction of analytic errors and the production of more adequate explanations.",https://www.jstor.org/stable/3648934,Sociological Theory,10.2307_3648934,Sociology,2004.0,1,0.7538732290267944,0,0.0007725257892161608,0,0.000720286974683404
,,,The Eclectic Spirit of Sufism in India: An Appraisal,None,https://www.jstor.org/stable/24372901,Social Scientist,10.2307_24372901,Sociology,2014.0,0,0.2616937458515167,0,0.00020060974929947406,0,0.010120986960828304
,,,DUGGER'S UNIVERSITY: A NATIONAL PATTERN?,None,https://www.jstor.org/stable/42859523,Social Science Quarterly,10.2307_42859523,Sociology,1975.0,0,0.008926764130592346,0,0.00019743542361538857,0,0.004292123019695282
,,,DEATH IN THE JUDAIC AND CHRISTIAN TRADITIONS,None,https://www.jstor.org/stable/40970106,Social Research,10.2307_40970106,Sociology,1972.0,1,0.8873266577720642,0,0.0072450353763997555,0,0.0055404119193553925
,,,Semiautonomy and Leaving Home in Early Adulthood,"Studies of leaving home in early adulthood have been inconsistent in whether semiautonomous, nonhousehold-based living arrangements such as dormitories, barracks, and other group quarters are included as ""away from home."" This study uses data from the National Longitudinal Study of the High School Class of 1972 to track the living arrangements sequences of young adults in order to clarify how semiautonomy should best be treated. We examine how many experience it and when; how it is associated with other roles early in adulthood; how its treatment affects the measurement of age at leaving home; and what consequences the experience of semiautonomy has for living arrangements in later years. We find that semiautonomy is intermediate in many ways between living with parents and maintaining a separate household.",https://www.jstor.org/stable/2578942,Social Forces,10.2307_2578942,Sociology,1986.0,0,0.0005694471183232963,0,0.0001777153229340911,0,0.19396446645259857
,,,NEW-AGE ROMANTICISM: THE QUEST FOR AN ALTERNATIVE LIFESTYLE AS A FORCE OF SOCIAL CHANGE,"The sociocultural dynamics of late-20th-century America involve the interaction of three social movements: the Moral Majority, secular humanism, and the New Age. Clamor of battle between the former two has obscured awareness of the significant growth of the latter. The counterculture of the 1960s and '70s has quietly metamorphosed into New-Age Romanticism. Its distrust of science, objectivity, and realism, on one side, and the embracement of the irrational, supernatural, and occult, on the other, are the signature of the new movement. Symptoms of romanticism, particularly the infatuation with the occult, can be detected in Western, especially American, students' new approaches to technology, medicine, economics, religion, spiritualism, and the general renorming of what is thought to be real and worthwhile. There are four reaction types among scientists and academics when confronting New-Age romanticists: joiner, hoaxer, resister, and explorer.",https://www.jstor.org/stable/23261838,Humboldt Journal of Social Relations,10.2307_23261838,Sociology,1984.0,1,0.9421895742416382,0,0.0008133306400850415,0,0.0019122223602607846
,,,A Critique of Expectation States Theory Theoretical Assumptions and Models of Social Cognition,"Expectation states theory and one of its major branches, status characteristics theory, have been some of the most active research programs within sociological social psychology in recent years. Unfortunately, little attention has been given to the theoretical assumptions underlying these programs and the way social cognition and status generalization are depicted. It is argued that structural functionalist theory and the information processing perspective, especially attribution theory, have exerted major influences on expectation states/status characteristics theory. This has resulted in unique conceptualizations of cognition, generalization, and status stereotypes colored by mechanistic and, in certain cases, rationalistic assumptions concerning the ways actors process information. Consideration of alternative ways of conceptualizing these issues reveals certain limitations in the theory's formulations. The need for further research and theory development is discussed.",https://www.jstor.org/stable/1388969,Sociological Perspectives,10.2307_1388969,Sociology,1988.0,0,4.772254396812059e-05,0,0.00020150096679572016,0,0.0069578588008880615
,,,The Regional Aspect of Post-Communist Transformation in the Czech Republic,"The regional structure of the Czech Republic is being re-moulded by the post-1989 societal transformations, but is also itself an element in the processes of change. The following issues are examined: how the system of „real socialism“ changed the regional structure of the country and what remaining imprints are relevant to post-communist transformation, how the transformation and the regional structure interact, and which factors shape the region's ability to transform and adapt to the new conditions. The developmental prospects of the regions with strong trans-border linkages, with diversified economic structures, with higher shares of private businesses and with higher levels of foreign capital investment as well as of regions with a well-preserved environment will probably improve. In addition, the two largest urban centres, Prague and Brno, and the major historical and natural sites share favourable developmental prospects. The aggregate effect of the changes seems to be an emerging regional polarisation of the country along the west-east axis, with increased developmental potential in the west.",https://www.jstor.org/stable/41133108,Czech Sociological Review,10.2307_41133108,Sociology,1994.0,0,5.129418059368618e-05,0,0.00010248301987303421,0,0.02850530296564102
,,,Economic Success and Academic Professionalization: Questions from Two Decades of U.S. History (1908-1929),None,https://www.jstor.org/stable/1171348,Social Science History,10.2307_1171348,Sociology,1988.0,0,0.09834618866443634,0,0.012107351794838905,0,0.0002942437131423503
,,,NATIONAL LANGUAGE POLICY AND THE EDUCATION OF ETHNIC GROUPS IN MALAYSIA,"An examination of the impact of Malay-medium instruction on Chinese and Indian students in Malaysia is presented. It is argued that the historical forces of colonialism and inter-ethnic rivalries shaped the current educational context. The imposition of the Malay language is viewed as a means whereby the politically dominant Malays seek to diminish the economic power of the Chinese. The study recognizes the dilemmas of the political elite of Malaysia, but raises questions as to the long-term effects of the national language policy on socio-cultural cohesion.",https://www.jstor.org/stable/23261896,Humboldt Journal of Social Relations,10.2307_23261896,Sociology,1978.0,0,0.0020352392457425594,0,0.00029609454213641584,0,0.10527417063713074
,,,Addressing the Rights of HIV-Positive Women: A Comparative Study of Civil Society Activism in Karnataka and West Bengal,"In a patriarchal society like India, HIV-positive women remain more vulnerable to rights violation. The state as the guardian of rights needs to guarantee the rights of HIV-positive women. If the state fails, civil society activism can act as an alternative protagonist of their rights. In Karnataka and West Bengal, there are some civil society organisations (CSOs) engaged in advocacy or activism for ensuring the socio-economic and health rights to HIV-positive women. The activism led by CSOs has generally concentrated on soft demands; as a result, consensus was maintained and confrontation was avoided with the state.",https://www.jstor.org/stable/26290636,Sociological Bulletin,10.2307_26290636,Sociology,2012.0,0,0.00011159220593981445,0,0.0001301794545724988,0,0.007488051429390907
,,,"Urban Students, Liminality, and the Postindustrial Context","The effects of deindustrialization and the shift to a postindustrial society have contributed to an evolution in the organization and operation of cities. This qualitative case study explored urban working-class high school students' perceptions of school, work, and the future within this changing context; their inability or hesitancy to construct their futures; the lack of a peer-group hierarchy; and the mainly positive racial and ethnic relations in the school. Liminality, an anthropological and sociological construct, appeared to capture some of the complexities and contradictions of these macroeconomic and social changes and to explain some of the daily realities of urban students.",https://www.jstor.org/stable/2112801,Sociology of Education,10.2307_2112801,Sociology,1996.0,0,0.0010865419171750546,0,0.0014333567814901471,1,0.9906193017959595
,,,The Personal Distribution of Economic Welfare in Germany: How the Welfare State Works,None,https://www.jstor.org/stable/27522031,Social Indicators Research,10.2307_27522031,Sociology,2004.0,0,0.0015219432534649968,0,0.002277628518640995,0,0.0019163077231496572
,,,Homophobia without Homophobes: Deconstructing the Public Discourses of 21,"In contrast to even a decade ago, there are more queer people in the public eye, and an increasing number people embracing a diverse range of sexual identities in the United States. To be overtly homophobic in public discourse is now risky, with public figures facing increased backlash. At the same time, even after marriage equality has been achieved, queer people in the United States still face systemic barriers to lived equality. We theorize that homophobia, while no longer as overt as it once was, has been rearticulated into covert forms of homophobia and heteronormativity, paralleling the covert racism seen in today's social structures. While not an empirical study, we provide several examples from public discourse, including television, film, popular music, games, politics and social media to support our theory. Similar to the way Bonilla-Silva (2014) examines “racism without racists,” we contend that heterosexism is maintained through modern forms of homophobia: naturalization, cultural homophobia and the minimization of homophobia.",https://www.jstor.org/stable/humjsocrel.38.12,Humboldt Journal of Social Relations,10.2307_humjsocrel.38.12,Sociology,2016.0,1,0.9216057658195496,0,0.00015920292935334146,1,0.6282346844673157
,,,DISSONANCE OVER HARMONY: A SPENCER ODDITY,None,https://www.jstor.org/stable/42852568,Sociology,10.2307_42852568,Sociology,1983.0,0,0.00022711112978868186,0,0.0001945890544448048,0,0.011885574087500572
,,,DEATH IN THE JUDAIC AND CHRISTIAN TRADITIONS,None,https://www.jstor.org/stable/40970106,Social Research,10.2307_40970106,Sociology,1972.0,1,0.8873266577720642,0,0.0072450353763997555,0,0.0055404119193553925
,,,"What it Means to Do Gender Differently: Understanding Identity, Perceptions and Accomplishments in a Gendered World","Recent changes in policies, laws, and public opinion have brought discussions about gender and gender-related topics to the forefront of cultural discourse. In spite of increased acceptance of gender nonconformity in public laws and Supreme Court rulings, we continue to see acts of hostility towards people who express their gender in nontraditional ways on both macro-system and individual levels. Viewing questions surrounding the issues of gender through an identity-oriented lens may shed light on some aspects of this complex topic. The present research utilizes social psychological and gender theories in order to better understand and explore the apparent contradictions in the gender discourse. Through the analysis of survey data on gender identity gathered from a university student population, we seek to illuminate the complex interactions that occur between self-meanings, perceptions, and behaviors related to gender identities. Specifically, we analyze: 1) how self-views of gender relate to perceptions of non-conforming gender displays, 2) how self-views relate to doing gender differently and 3) how these variables relate to perceptions of inclusiveness and safety. We find that self-meanings seem to not relate to perceptions or experiences, but that doing gender differently is related to increases in experiences discrimination and aggressions as well as perceptions about safety and inclusion. Implications and future research options are also discussed.",https://www.jstor.org/stable/humjsocrel.38.62,Humboldt Journal of Social Relations,10.2307_humjsocrel.38.62,Sociology,2016.0,0,0.00018913601525127888,0,0.0001481325161876157,1,0.9516125321388245
,,,The Comparative Evolutionary Biology of Social Behavior,None,https://www.jstor.org/stable/2946008,Annual Review of Sociology,10.2307_2946008,Sociology,1980.0,0,5.472208067658357e-05,1,0.9999558925628662,0,0.44956326484680176
